id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,168_wupwise,171_swim,172_mgrid,173_applu,177_mesa,178_galgel,179_art,183_equake,187_facerec,188_ammp,189_lucas,191_fma3d,200_sixtrack,301_apsi,link
181,1191,"2014-11-17 00:05:58.531685","2014-11-17 00:05:58.531685",2003-06-01,Dell,"Precision Workstation 360   DDR400",800,f,1267,1285,1705,2052,1240,1301,1311,2037,898,1510,1602,751,1624,1303,594,889,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02266.html
182,1191,"2014-11-17 00:05:58.554634","2014-11-17 00:05:58.554634",2003-11-01,Dell,"Precision Workstation 360",800,f,1497,1516,1701,2093,1325,1348,1310,2972,2237,1524,1695,1223,1664,1329,604,1212,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031103-02614.html
183,1191,"2014-11-17 00:05:58.575612","2014-11-17 00:05:58.575612",2003-11-01,Dell,"Precision Workstation 360",800,f,1482,1486,1630,2245,1237,1349,1417,2847,2235,1499,1628,1224,1701,1253,624,1123,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040209-02858.html
184,1191,"2014-11-17 00:05:58.594545","2014-11-17 00:05:58.594545",2004-02-01,Dell,"Precision Workstation 360",800,f,1438,1441,2256,2245,1274,1358,1405,2366,1243,1702,1748,988,1816,1386,577,1047,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040126-02768.html
185,1533,"2014-11-17 00:05:58.695180","2014-11-17 00:05:58.695180",2004-06-01,Dell,"Precision Workstation 360",800,f,1544,1548,1741,2272,1294,1376,1506,3038,2297,1533,1711,1280,1728,1308,665,1172,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040614-03076.html
186,1533,"2014-11-17 00:05:58.717053","2014-11-17 00:05:58.717053",2004-02-01,Dell,"Precision Workstation 360",800,f,1295,1306,1698,2155,1229,1325,1503,2029,905,1513,1616,771,1678,1275,653,865,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040126-02770.html
187,1533,"2014-11-17 00:05:58.739910","2014-11-17 00:05:58.739910",2004-06-01,Dell,"Precision Workstation 360",800,f,1489,1492,2351,2270,1335,1391,1494,2432,1249,1761,1844,1022,1836,1443,613,1086,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040614-03078.html
188,1531,"2014-11-17 00:05:58.760790","2014-11-17 00:05:58.760790",2005-02-01,Dell,"Precision Workstation 370   2MB L2",800,f,1905,1916,2749,2564,1611,1579,1578,3637,4533,2083,2014,1338,2299,1573,648,1355,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050307-03903.html
189,1192,"2014-11-17 00:05:58.781037","2014-11-17 00:05:58.781037",2005-06-01,Dell,"Precision Workstation 380   2MB L2",800,f,1976,1984,2856,2611,1686,1647,1661,3792,4658,2166,2076,1352,2357,1636,683,1418,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050516-04126.html
190,1532,"2014-11-17 00:05:58.799985","2014-11-17 00:05:58.799985",2005-06-01,Dell,"Precision Workstation 380   2MB L2",800,f,2088,2091,2935,2761,1682,1728,1659,3930,5056,3069,2199,1325,2384,1661,749,1458,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060110-05366.html
191,1205,"2014-11-17 00:05:58.819317","2014-11-17 00:05:58.819317",2006-05-01,Dell,"Precision Workstation 380",1066,f,2112,2113,3003,2912,1664,1796,1630,3952,5189,3114,2222,1332,2420,1671,736,1465,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060502-05947.html
192,1069,"2014-11-17 00:05:58.840204","2014-11-17 00:05:58.840204",2006-07-01,Dell,"Precision Workstation 390",1066,f,1978,1978,3424,2513,1248,1757,1765,4024,5239,2749,1950,1172,2079,1555,739,1334,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06412.html
193,1071,"2014-11-17 00:05:58.859864","2014-11-17 00:05:58.859864",2006-07-01,Dell,"Precision Workstation 390",1066,f,2168,2168,3718,2519,1389,1864,2010,4465,5790,2997,2175,1304,2244,1686,845,1483,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06408.html
194,1073,"2014-11-17 00:05:58.880488","2014-11-17 00:05:58.880488",2006-07-01,Dell,"Precision Workstation 390",1066,f,2497,2497,3928,2635,1562,1985,2263,5744,8357,3273,2561,1731,2464,1846,959,1665,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06404.html
195,1074,"2014-11-17 00:05:58.901529","2014-11-17 00:05:58.901529",2006-07-01,Dell,"Precision Workstation 390",1066,f,2673,2673,4094,2598,1695,2055,2494,6363,9270,3374,2811,1895,2587,1967,1064,1794,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06400.html
196,1115,"2014-11-17 00:05:58.923698","2014-11-17 00:05:58.923698",2006-11-01,Dell,"Precision Workstation 390   2.66",1066,f,2679,2679,4062,2758,1681,2023,2485,6354,9306,3383,2768,1893,2619,1964,1065,1804,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07642.html
197,1101,"2014-11-17 00:05:58.942505","2014-11-17 00:05:58.942505",2006-07-01,Dell,"Precision Workstation 390",1066,f,2872,2872,4345,2736,1832,2099,2729,6988,10208,3624,3039,2069,2683,2088,1172,1953,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06396.html
198,1256,"2014-11-17 00:05:58.963298","2014-11-17 00:05:58.963298",2006-11-01,Dell,"Precision Workstation 690",1333,f,2844,2844,3943,2900,1779,2177,2799,7141,10439,3260,3069,2065,2869,2114,1198,1631,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070123-08394.html
199,1090,"2014-11-17 00:05:58.981971","2014-11-17 00:05:58.981971",2006-09-01,Dell,"Precision Workstation M90",667,f,2173,2173,3221,2242,1371,1695,2010,5160,7526,2760,2260,1520,2104,1586,863,1468,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060905-07217.html
200,1093,"2014-11-17 00:05:59.003682","2014-11-17 00:05:59.003682",2006-09-01,Dell,"Precision Workstation M90",667,f,2294,2294,3387,2255,1456,1735,2155,5527,8121,2838,2406,1632,2216,1678,930,1558,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060905-07221.html
201,1126,"2014-11-17 00:05:59.025708","2014-11-17 00:05:59.025708",2006-09-01,Dell,"Precision Workstation M90   2",667,f,1756,1756,2834,2033,1363,1441,1813,3442,4056,2348,1861,1052,1836,1383,589,1346,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060905-07224.html
202,1125,"2014-11-17 00:05:59.050104","2014-11-17 00:05:59.050104",2006-03-01,Dell,"Precision Workstation M90",667,f,1615,0,1833,2023,1284,1372,1727,3268,3685,2321,1725,1019,1778,1259,547,1211,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060502-05951.html
203,895,"2014-11-17 00:05:59.073253","2014-11-17 00:05:59.073253",2001-08-01,"Fujitsu Limited",PRIMEPOWER200,0,f,298,403,308,338,222,190,302,976,419,156,373,347,259,189,247,325,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010814-00802.html
204,897,"2014-11-17 00:05:59.091827","2014-11-17 00:05:59.091827",2002-08-01,"Fujitsu Limited",PRIMEPOWER200,0,f,374,476,338,364,260,199,249,907,2751,311,451,327,322,223,231,347,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01435.html
205,897,"2014-11-17 00:05:59.112691","2014-11-17 00:05:59.112691",2002-08-01,"Fujitsu Limited",PRIMEPOWER200,0,f,393,505,346,361,276,207,260,948,2738,337,520,358,331,251,235,354,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01437.html
206,901,"2014-11-17 00:05:59.133851","2014-11-17 00:05:59.133851",2003-07-01,"Fujitsu Limited",PRIMEPOWER250,0,f,866,1030,439,1351,794,673,408,1474,6095,1543,1031,462,933,648,356,725,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02178.html
207,902,"2014-11-17 00:05:59.152934","2014-11-17 00:05:59.152934",2004-02-01,"Fujitsu Limited",PRIMEPOWER250,0,f,1051,1325,515,1370,852,728,511,2286,10029,1691,1205,681,950,732,424,957,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20031226-02687.html
208,904,"2014-11-17 00:05:59.176366","2014-11-17 00:05:59.176366",2006-02-01,"Fujitsu Limited",PRIMEPOWER250,0,f,1669,1816,1395,2604,1047,1406,915,3402,20102,2244,2470,983,1105,944,608,1129,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05276.html
209,905,"2014-11-17 00:05:59.195670","2014-11-17 00:05:59.195670",2005-02-01,"Fujitsu Limited",PRIMEPOWER250,0,f,1670,1924,1417,1424,1070,1426,1056,3622,21129,2274,2599,1128,1095,956,626,1204,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050208-03824.html
210,907,"2014-11-17 00:05:59.214415","2014-11-17 00:05:59.214415",2006-02-01,"Fujitsu Limited",PRIMEPOWER250,0,f,1852,2031,1525,2798,1068,1596,1088,3940,24066,2311,2652,1144,1122,1023,727,1274,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05268.html
211,895,"2014-11-17 00:05:59.238014","2014-11-17 00:05:59.238014",2001-08-01,"Fujitsu Limited",PRIMEPOWER400,0,f,314,428,314,335,249,198,318,998,420,165,438,365,270,213,248,343,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010814-00803.html
212,897,"2014-11-17 00:05:59.259627","2014-11-17 00:05:59.259627",2002-08-01,"Fujitsu Limited",PRIMEPOWER400,0,f,394,506,349,364,276,207,260,947,2755,336,520,359,334,252,235,354,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01439.html
213,901,"2014-11-17 00:05:59.279488","2014-11-17 00:05:59.279488",2003-07-01,"Fujitsu Limited",PRIMEPOWER450,0,f,884,1037,441,1406,807,684,403,1499,6249,1605,1053,464,991,664,356,745,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02173.html
214,902,"2014-11-17 00:05:59.298459","2014-11-17 00:05:59.298459",2004-02-01,"Fujitsu Limited",PRIMEPOWER450,0,f,1074,1350,518,1423,910,752,510,2293,10057,1753,1214,680,1029,744,424,971,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20031226-02689.html
215,904,"2014-11-17 00:05:59.396310","2014-11-17 00:05:59.396310",2006-02-01,"Fujitsu Limited",PRIMEPOWER450,0,f,1717,1855,1432,2677,1174,1436,917,3428,20070,2373,2506,990,1188,973,607,1155,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05280.html
216,905,"2014-11-17 00:05:59.418465","2014-11-17 00:05:59.418465",2005-02-01,"Fujitsu Limited",PRIMEPOWER450,0,f,1728,1973,1472,1484,1220,1472,1056,3651,21112,2417,2645,1134,1201,986,626,1236,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050208-03830.html
217,907,"2014-11-17 00:05:59.438988","2014-11-17 00:05:59.438988",2006-02-01,"Fujitsu Limited",PRIMEPOWER450,0,f,1915,2084,1583,2892,1220,1644,1088,3960,24019,2459,2709,1155,1213,1058,725,1309,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05272.html
218,895,"2014-11-17 00:05:59.457783","2014-11-17 00:05:59.457783",2001-08-01,"Fujitsu Limited",PRIMEPOWER600,0,f,304,416,302,311,237,186,317,993,419,155,431,363,253,202,248,335,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010814-00804.html
219,900,"2014-11-17 00:05:59.477861","2014-11-17 00:05:59.477861",2003-07-01,"Fujitsu Limited",PRIMEPOWER650,0,f,912,1129,421,1259,801,666,401,1837,8242,1663,1074,578,956,645,315,804,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02175.html
220,903,"2014-11-17 00:05:59.498409","2014-11-17 00:05:59.498409",2003-08-01,"Fujitsu Limited",PRIMEPOWER650,0,f,1096,1340,543,1412,957,805,526,2231,10197,1882,1318,712,1056,736,380,979,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030617-02277.html
221,906,"2014-11-17 00:05:59.518648","2014-11-17 00:05:59.518648",2004-08-01,"Fujitsu Limited",PRIMEPOWER650,0,f,1510,1803,1389,1277,1017,1451,1008,3070,17591,1970,1644,1161,1135,843,513,1222,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040518-03043.html
222,908,"2014-11-17 00:05:59.539521","2014-11-17 00:05:59.539521",2005-06-01,"Fujitsu Limited",PRIMEPOWER650,0,f,1688,1997,1468,1268,1003,1550,1123,3772,22656,2108,2716,1228,1141,965,546,1301,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050419-04031.html
223,909,"2014-11-17 00:05:59.560213","2014-11-17 00:05:59.560213",2006-02-01,"Fujitsu Limited",PRIMEPOWER650,0,f,2094,2236,1646,3788,1200,1734,1190,4974,26443,2214,2985,1363,1245,1076,827,1536,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05284.html
224,896,"2014-11-17 00:05:59.597910","2014-11-17 00:05:59.597910",2001-11-01,"Fujitsu Limited",PRIMEPOWER650,0,f,371,509,370,464,285,231,358,1089,473,210,507,410,323,294,278,387,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01059.html
225,899,"2014-11-17 00:05:59.625069","2014-11-17 00:05:59.625069",2002-08-01,"Fujitsu Limited",PRIMEPOWER650,0,f,483,644,338,536,390,266,301,1126,2316,487,660,419,454,351,275,436,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01440.html
226,896,"2014-11-17 00:05:59.649399","2014-11-17 00:05:59.649399",2001-09-01,"Fujitsu Limited",PRIMEPOWER800/1000/2000,0,f,332,456,320,329,235,190,354,1089,478,175,497,411,260,246,279,350,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010909-00867.html
227,898,"2014-11-17 00:05:59.670654","2014-11-17 00:05:59.670654",2002-08-01,"Fujitsu Limited",PRIMEPOWER800/1000/2000,0,f,420,551,296,354,293,203,294,1075,3086,379,617,405,322,281,267,385,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01433.html
228,896,"2014-11-17 00:05:59.691638","2014-11-17 00:05:59.691638",2001-11-01,"Fujitsu Limited",PRIMEPOWER850,0,f,359,493,355,420,273,222,350,1088,476,197,505,406,307,280,278,379,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01064.html
229,899,"2014-11-17 00:05:59.712404","2014-11-17 00:05:59.712404",2002-08-01,"Fujitsu Limited",PRIMEPOWER850,0,f,458,613,325,458,356,242,299,1120,2232,444,652,418,402,326,275,424,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01431.html
230,903,"2014-11-17 00:05:59.735686","2014-11-17 00:05:59.735686",2003-06-01,"Fujitsu Limited",PRIMEPOWER900,0,f,1004,1228,581,1263,854,782,613,2074,9242,1097,884,709,1093,789,399,774,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030225-01966.html
231,903,"2014-11-17 00:05:59.757831","2014-11-17 00:05:59.757831",2003-06-01,"Fujitsu Limited",PRIMEPOWER900,0,f,1047,1322,512,1266,863,751,498,2219,10165,1767,1244,698,984,729,383,963,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02177.html
232,906,"2014-11-17 00:05:59.776639","2014-11-17 00:05:59.776639",2004-09-01,"Fujitsu Limited",PRIMEPOWER900,0,f,1510,1803,1389,1276,1015,1451,1008,3071,17582,1970,1642,1161,1134,843,513,1222,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040518-03052.html
233,909,"2014-11-17 00:05:59.800999","2014-11-17 00:05:59.800999",2005-06-01,"Fujitsu Limited",PRIMEPOWER900,0,f,1808,2139,1556,1240,1052,1646,1232,4746,24117,2172,2915,1404,1167,1006,582,1399,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050419-04023.html
234,909,"2014-11-17 00:05:59.825855","2014-11-17 00:05:59.825855",2006-02-01,"Fujitsu Limited",PRIMEPOWER900,0,f,2094,2236,1645,3786,1204,1738,1190,4975,26443,2224,2990,1361,1243,1075,826,1532,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05292.html
235,760,"2014-11-17 00:05:59.845745","2014-11-17 00:05:59.845745",2005-10-01,"Fujitsu Siemens Computers","PRIMERGY BX630 TM  250",0,f,1531,1531,2404,1822,1440,1283,924,2528,3766,1457,1689,1074,1534,1377,728,1348,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20050919-04723.html
236,762,"2014-11-17 00:05:59.867848","2014-11-17 00:05:59.867848",2005-11-01,"Fujitsu Siemens Computers","PRIMERGY RX220 TM  254",0,f,1668,1668,2658,1842,1571,1331,1078,2748,4103,1550,1870,1184,1567,1523,844,1503,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20050919-04717.html
237,174,"2014-11-17 00:05:59.887202","2014-11-17 00:05:59.887202",2005-08-01,"Fujitsu Siemens Computers","CELSIUS H230",0,f,1355,1375,1621,1289,1122,945,1749,3130,3299,1275,1494,1028,1359,1029,580,1106,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050805-04446.html
238,1093,"2014-11-17 00:05:59.907989","2014-11-17 00:05:59.907989",2006-10-01,"Fujitsu Siemens Computers","CELSIUS H240",0,f,2305,2313,3424,2286,1461,1755,2153,5542,8105,2910,2406,1632,2197,1683,929,1566,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061110-07862.html
239,1183,"2014-11-17 00:05:59.953801","2014-11-17 00:05:59.953801",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",0,f,1735,1750,2464,2512,1371,1446,1317,3187,4202,2618,1828,1063,2055,1392,594,1194,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05139.html
240,1185,"2014-11-17 00:05:59.976982","2014-11-17 00:05:59.976982",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",0,f,1825,1841,2587,2537,1452,1517,1403,3386,4402,2750,1939,1120,2154,1460,633,1262,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05141.html
241,1530,"2014-11-17 00:05:59.997068","2014-11-17 00:05:59.997068",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",0,f,1904,1921,2695,2566,1524,1580,1489,3568,4566,2833,2030,1168,2231,1523,672,1327,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05143.html
242,1531,"2014-11-17 00:06:00.015934","2014-11-17 00:06:00.015934",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",0,f,1976,1994,2802,2599,1594,1644,1574,3732,4710,2897,2097,1215,2277,1582,712,1389,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05145.html
243,1532,"2014-11-17 00:06:00.039711","2014-11-17 00:06:00.039711",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",0,f,2048,2067,2898,2625,1660,1701,1659,3906,4846,2970,2179,1259,2327,1636,750,1451,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05147.html
244,1195,"2014-11-17 00:06:00.060827","2014-11-17 00:06:00.060827",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",0,f,1568,1578,2363,2478,1288,1422,1248,2424,3085,2392,1700,843,1964,1342,560,1071,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05149.html
245,1196,"2014-11-17 00:06:00.079106","2014-11-17 00:06:00.079106",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",0,f,1720,1732,2606,2559,1443,1566,1421,2646,3253,2569,1889,912,2178,1476,638,1188,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05155.html
246,1203,"2014-11-17 00:06:00.100180","2014-11-17 00:06:00.100180",2006-05-01,"Fujitsu Siemens Computers","CELSIUS M440",0,f,2073,2077,3885,2593,1580,1833,1494,3757,5134,3060,2137,1292,2221,1663,720,1431,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06081.html
247,1069,"2014-11-17 00:06:00.180128","2014-11-17 00:06:00.180128",2006-08-01,"Fujitsu Siemens Computers","CELSIUS M450",0,f,1960,1963,3333,2542,1245,1722,1763,3989,5200,2692,1903,1156,2056,1551,742,1324,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07082.html
248,1071,"2014-11-17 00:06:00.237753","2014-11-17 00:06:00.237753",2006-08-01,"Fujitsu Siemens Computers","CELSIUS M450",0,f,2148,2153,3617,2564,1390,1825,2010,4448,5641,2909,2115,1285,2223,1699,848,1478,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07084.html
249,1073,"2014-11-17 00:06:00.267615","2014-11-17 00:06:00.267615",2006-08-01,"Fujitsu Siemens Computers","CELSIUS M450",0,f,2506,2513,3919,2666,1564,1991,2264,5769,8404,3244,2595,1722,2493,1863,962,1665,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07086.html
250,1074,"2014-11-17 00:06:00.296996","2014-11-17 00:06:00.296996",2006-08-01,"Fujitsu Siemens Computers","CELSIUS M450",0,f,2699,2708,4103,2673,1713,2080,2506,6396,9338,3403,2823,1891,2626,2018,1068,1809,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06933.html
251,1251,"2014-11-17 00:06:00.327817","2014-11-17 00:06:00.327817",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R540",1066,f,1767,1773,2807,2409,1073,1511,1520,3880,5565,2316,1789,1164,1842,1358,640,1041,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07274.html
252,1253,"2014-11-17 00:06:00.357660","2014-11-17 00:06:00.357660",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R540",1333,f,2139,2147,3330,2690,1307,1804,1898,4843,6960,2740,2210,1442,2227,1633,800,1226,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07276.html
253,1255,"2014-11-17 00:06:00.391508","2014-11-17 00:06:00.391508",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R540",1333,f,2605,2616,3770,2731,1608,2029,2506,6424,9280,3110,2804,1868,2618,1954,1067,1485,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07278.html
254,1256,"2014-11-17 00:06:00.424315","2014-11-17 00:06:00.424315",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R540",1333,f,2823,2835,3963,2808,1740,2150,2808,7211,10433,3232,3096,2071,2762,2110,1200,1600,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07280.html
255,1251,"2014-11-17 00:06:00.453480","2014-11-17 00:06:00.453480",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R640",1066,f,1727,1733,2661,2140,1072,1494,1518,3872,5571,2189,1784,1157,1794,1298,640,1041,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07096.html
256,1253,"2014-11-17 00:06:00.482454","2014-11-17 00:06:00.482454",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R640",1333,f,2103,2110,3182,2469,1316,1807,1894,4835,6962,2589,2207,1435,2187,1575,799,1232,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07098.html
257,1255,"2014-11-17 00:06:00.509451","2014-11-17 00:06:00.509451",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R640",1333,f,2555,2566,3573,2522,1625,2069,2501,6404,9281,2837,2802,1856,2549,1874,1066,1493,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07100.html
258,1256,"2014-11-17 00:06:00.531938","2014-11-17 00:06:00.531938",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R640",1333,f,2755,2768,3732,2567,1742,2169,2804,7180,10439,2912,3089,2056,2664,2006,1200,1606,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07102.html
259,759,"2014-11-17 00:06:00.552396","2014-11-17 00:06:00.552396",2003-12-01,"Fujitsu Siemens Computers","CELSIUS V810",0,f,1309,1397,1400,1784,1218,1098,1542,1943,1479,1078,1503,1337,1560,1276,532,1276,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031201-02671.html
260,760,"2014-11-17 00:06:00.572701","2014-11-17 00:06:00.572701",2004-08-01,"Fujitsu Siemens Computers","CELSIUS V810 TM  250  Linux 64-bit",0,f,1652,1689,1773,2400,1493,1454,1784,2983,1551,1460,2398,1402,1658,1595,737,1550,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040823-03359.html
261,760,"2014-11-17 00:06:00.590324","2014-11-17 00:06:00.590324",2004-08-01,"Fujitsu Siemens Computers","CELSIUS V810 TM  250  Linux 64-bit",0,f,1706,1849,1716,2579,1626,1573,1823,2753,2501,1585,2009,1403,1823,1432,679,1571,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041129-03614.html
262,761,"2014-11-17 00:06:00.611667","2014-11-17 00:06:00.611667",2005-03-01,"Fujitsu Siemens Computers","CELSIUS V810 TM  252  Linux 64-bit",0,f,1867,2045,2435,2536,1705,1720,1973,2959,2344,1672,2198,1469,2130,1605,835,1639,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050221-03883.html
263,759,"2014-11-17 00:06:00.632792","2014-11-17 00:06:00.632792",2003-12-01,"Fujitsu Siemens Computers","CELSIUS V810",0,f,1408,1420,1569,1944,1298,1233,1574,2502,1277,1272,1940,1258,1328,1360,672,1306,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031201-02669.html
264,762,"2014-11-17 00:06:00.653018","2014-11-17 00:06:00.653018",2005-09-01,"Fujitsu Siemens Computers","CELSIUS V830 TM  254  Linux 64-bit",0,f,2094,2306,2825,2549,1846,2191,2279,3427,2719,1763,2764,1644,2128,1756,945,1785,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060120-05401.html
265,763,"2014-11-17 00:06:00.673397","2014-11-17 00:06:00.673397",2006-03-01,"Fujitsu Siemens Computers","CELSIUS V830 TM  256  Linux 64-bit",0,f,2182,2388,3012,2580,1913,2270,2434,3558,2802,1789,2861,1739,2164,1849,1011,1881,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060707-06419.html
266,766,"2014-11-17 00:06:00.693267","2014-11-17 00:06:00.693267",2005-09-01,"Fujitsu Siemens Computers","CELSIUS V830 TM  280  Linux 64-bit",0,f,1902,2096,2526,2482,1674,1992,1975,3110,2516,1654,2523,1448,2042,1577,814,1582,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060120-05403.html
267,895,"2014-11-17 00:06:00.714518","2014-11-17 00:06:00.714518",2001-10-01,"Fujitsu Siemens Computers",PRIMEPOWER200,0,f,298,403,308,338,222,190,302,976,419,156,373,347,259,189,247,325,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00805.html
268,897,"2014-11-17 00:06:00.734282","2014-11-17 00:06:00.734282",2002-09-01,"Fujitsu Siemens Computers",PRIMEPOWER200,0,f,374,476,338,364,260,199,249,907,2751,311,451,327,322,223,231,347,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020708-01458.html
269,895,"2014-11-17 00:06:00.754125","2014-11-17 00:06:00.754125",2001-10-01,"Fujitsu Siemens Computers",PRIMEPOWER400,0,f,314,428,314,335,249,198,318,998,420,165,438,365,270,213,248,343,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00807.html
270,897,"2014-11-17 00:06:00.773663","2014-11-17 00:06:00.773663",2002-09-01,"Fujitsu Siemens Computers",PRIMEPOWER400,0,f,394,506,349,364,276,207,260,947,2755,336,520,359,334,252,235,354,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020708-01460.html
