id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,168_wupwise,171_swim,172_mgrid,173_applu,177_mesa,178_galgel,179_art,183_equake,187_facerec,188_ammp,189_lucas,191_fma3d,200_sixtrack,301_apsi,link
1,708,"2014-11-17 00:05:54.381502","2014-11-17 00:05:54.381502",2006-06-01,"ASUS Computer International","Asus M2N32-SLI Deluxe TM  64 4200+",0,f,1456,1592,2440,2183,1328,1392,781,2322,2916,1556,1756,847,1666,1427,672,998,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06863.html
2,708,"2014-11-17 00:05:54.405325","2014-11-17 00:05:54.405325",2006-06-01,"ASUS Computer International","Asus M2N32-SLI Deluxe TM  64 4200+",0,f,1476,1610,2454,2274,1352,1410,788,2360,2966,1583,1767,855,1691,1443,673,1006,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060904-07204.html
3,709,"2014-11-17 00:05:54.424373","2014-11-17 00:05:54.424373",2006-06-01,"ASUS Computer International","Asus M2N32-SLI Deluxe TM  64 5000+",0,f,1631,1786,2797,2325,1496,1532,928,2593,3159,1712,1983,939,1806,1628,792,1120,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06878.html
4,709,"2014-11-17 00:05:54.445058","2014-11-17 00:05:54.445058",2006-06-01,"ASUS Computer International","Asus M2N32-SLI Deluxe TM  64 5000+",0,f,1652,1809,2814,2431,1529,1554,921,2626,3214,1740,1998,946,1839,1647,792,1132,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060904-07212.html
5,707,"2014-11-17 00:05:54.463856","2014-11-17 00:05:54.463856",2006-06-01,"ASUS Computer International","Asus M2N32-SLI Deluxe TM  64 FX-62",0,f,1944,2133,3051,2758,1794,1701,998,3239,5064,1906,2229,1284,2052,1790,855,1531,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06841.html
6,707,"2014-11-17 00:05:54.482670","2014-11-17 00:05:54.482670",2006-06-01,"ASUS Computer International","Asus M2N32-SLI Deluxe TM  64 FX-62",0,f,1945,2134,3052,2757,1795,1701,1000,3237,5058,1904,2228,1282,2052,1799,856,1531,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060904-07196.html
7,1183,"2014-11-17 00:05:54.505053","2014-11-17 00:05:54.505053",2005-09-01,"Acer Incorporated","Acer Altos G320",800,f,1763,1763,2474,2652,1381,1484,1317,3196,4494,2627,1829,1094,2089,1410,599,1187,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051031-05016.html
8,1532,"2014-11-17 00:05:54.524695","2014-11-17 00:05:54.524695",2005-09-01,"Acer Incorporated","Acer Altos G320",800,f,2089,2091,2912,2794,1680,1747,1661,3926,5142,3006,2181,1308,2405,1665,758,1448,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051031-05017.html
9,761,"2014-11-17 00:05:54.544093","2014-11-17 00:05:54.544093",2005-06-01,"Acer Incorporated","Altos G5350  AMD  TM",0,f,1955,2119,2784,2586,1746,2099,2022,3216,2556,1674,2350,1491,2076,1641,832,1630,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050724-04389.html
10,758,"2014-11-17 00:05:54.563619","2014-11-17 00:05:54.563619",2005-07-01,"Acer Incorporated","Altos G5350  TM  246",0,f,1413,1526,2176,1978,1287,1245,758,2346,3589,1405,1585,960,1563,1264,609,1115,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051031-05011.html
11,762,"2014-11-17 00:05:54.583997","2014-11-17 00:05:54.583997",2005-07-01,"Acer Incorporated","Altos G5350  TM  254",0,f,1753,1906,2769,2124,1640,1442,1052,2926,4272,1630,2011,1227,1769,1595,846,1472,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051030-05005.html
12,704,"2014-11-17 00:05:54.606637","2014-11-17 00:05:54.606637",2004-10-01,"Advanced Micro Devices","MSI K8N Neo2 Platinum Motherboard TM  64 FX-55",0,f,1695,1878,1915,2320,1606,1754,1575,2874,1848,1570,2004,1532,1583,1542,792,1661,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03582.html
13,750,"2014-11-17 00:05:54.626799","2014-11-17 00:05:54.626799",2003-07-01,"Advanced Micro Devices",A4800,0,f,1070,1154,1005,1724,975,944,1341,1501,1248,1026,1246,948,1195,1076,441,944,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02086.html
14,750,"2014-11-17 00:05:54.648594","2014-11-17 00:05:54.648594",2003-07-01,"Advanced Micro Devices",A4800,0,f,1093,1168,1010,1745,1017,953,1339,1567,1260,1042,1253,963,1269,1081,445,1005,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02098.html
15,748,"2014-11-17 00:05:54.667471","2014-11-17 00:05:54.667471",2003-07-01,"Advanced Micro Devices",A4800,0,f,934,1012,944,1509,863,802,974,1305,1222,794,1055,891,1230,913,351,851,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02105.html
16,750,"2014-11-17 00:05:54.690164","2014-11-17 00:05:54.690164",2003-07-01,"Advanced Micro Devices",A4800,0,f,1122,1219,1156,1691,1062,921,1247,1552,1394,913,1279,1117,1415,1108,449,1058,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02109.html
17,749,"2014-11-17 00:05:54.711113","2014-11-17 00:05:54.711113",2003-07-01,"Advanced Micro Devices",A4800,0,f,1029,1120,1053,1583,968,868,1111,1446,1304,851,1170,1006,1327,1008,400,956,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02112.html
18,736,"2014-11-17 00:05:54.730660","2014-11-17 00:05:54.730660",2002-12-01,"Advanced Micro Devices","ASUS A7N8X  REV 1.02  Motherboard TM  XP 2700+",0,f,772,831,1124,1243,802,693,1170,715,548,711,876,531,820,853,549,587,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20020923-01690.html
19,737,"2014-11-17 00:05:54.750226","2014-11-17 00:05:54.750226",2002-12-01,"Advanced Micro Devices","ASUS A7N8X  REV 1.02  Motherboard TM  XP 2800+",0,f,782,843,1146,1246,805,701,1209,713,549,723,893,537,827,866,569,595,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20020923-01692.html
20,738,"2014-11-17 00:05:54.770802","2014-11-17 00:05:54.770802",2003-02-01,"Advanced Micro Devices","ASUS A7N8X Deluxe Motherboard TM  XP 3000+",0,f,776,869,1131,1006,799,654,1103,738,495,730,1008,587,853,850,538,705,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030224-01963.html
21,739,"2014-11-17 00:05:54.789812","2014-11-17 00:05:54.789812",2003-05-01,"Advanced Micro Devices","ASUS A7N8X Motherboard rev. 2.0 TM  XP 3200+",0,f,873,982,1270,1162,917,755,1139,842,595,807,1179,667,1000,954,547,779,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030505-02155.html
22,692,"2014-11-17 00:05:54.810940","2014-11-17 00:05:54.810940",2000-11-01,"Advanced Micro Devices","ASUS A7V Motherboard",0,f,298,321,312,518,239,289,397,446,239,234,374,267,214,336,217,254,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010214-00461.html
23,694,"2014-11-17 00:05:54.830422","2014-11-17 00:05:54.830422",2000-11-01,"Advanced Micro Devices","ASUS A7V Motherboard",0,f,328,352,357,521,275,301,471,482,241,251,414,293,238,367,258,284,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010214-00460.html
24,695,"2014-11-17 00:05:54.851198","2014-11-17 00:05:54.851198",2001-04-01,"Advanced Micro Devices","ASUS A7V Motherboard",0,f,348,374,381,551,296,319,513,508,250,259,438,312,255,393,278,300,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010311-00522.html
25,705,"2014-11-17 00:05:54.869850","2014-11-17 00:05:54.869850",2005-06-01,"Advanced Micro Devices","ASUS A8N-SLI Deluxe TM  64 FX-57",0,f,2086,2261,3106,2473,1837,2234,2169,3357,2813,1792,2580,1614,2252,1748,895,1736,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050613-04261.html
26,705,"2014-11-17 00:05:54.890477","2014-11-17 00:05:54.890477",2005-06-01,"Advanced Micro Devices","ASUS A8N-SLI Deluxe TM  64 FX-57",0,f,1814,1894,2942,2280,1539,1523,2078,2952,1939,1802,2094,1418,1933,1547,863,1612,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050613-04263.html
27,702,"2014-11-17 00:05:54.910933","2014-11-17 00:05:54.910933",2003-09-01,"Advanced Micro Devices","ASUS SK8N Motherboard TM  FX-51",0,f,1329,1423,1455,1864,1199,1117,1554,1961,1607,1157,1595,1324,1456,1315,537,1197,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030908-02473.html
28,702,"2014-11-17 00:05:54.928681","2014-11-17 00:05:54.928681",2003-12-01,"Advanced Micro Devices","ASUS SK8N Motherboard TM  FX-51",0,f,1371,1378,1608,2156,1277,1206,1636,2456,1422,1430,1221,1224,1276,1381,593,1211,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030908-02503.html
29,751,"2014-11-17 00:05:54.946776","2014-11-17 00:05:54.946776",2003-09-01,"Advanced Micro Devices","ASUS SK8N Motherboard TM  146",0,f,1250,1339,1348,1818,1118,1080,1410,1843,1551,1104,1484,1222,1412,1239,489,1110,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20030922-02514.html
30,751,"2014-11-17 00:05:54.965743","2014-11-17 00:05:54.965743",2003-09-01,"Advanced Micro Devices","ASUS SK8N Motherboard TM  146",0,f,1291,1300,1495,2098,1189,1151,1504,2305,1368,1401,1120,1132,1240,1308,543,1122,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20030922-02518.html
31,752,"2014-11-17 00:05:54.984562","2014-11-17 00:05:54.984562",2003-12-01,"Advanced Micro Devices","ASUS SK8N Motherboard TM  148",0,f,1393,1490,1464,2027,1248,1182,1554,2051,1692,1191,1606,1371,1739,1350,538,1328,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031117-02627.html
32,752,"2014-11-17 00:05:55.078644","2014-11-17 00:05:55.078644",2003-12-01,"Advanced Micro Devices","ASUS SK8N Motherboard TM  148",0,f,1505,1514,1674,2254,1254,1344,1603,2679,1468,1422,2016,1299,1529,1438,684,1366,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031117-02630.html
33,799,"2014-11-17 00:05:55.102140","2014-11-17 00:05:55.102140",2004-02-01,"Advanced Micro Devices","ASUS SK8N Motherboard TM  Model 140 EE",0,f,1012,1075,1008,1759,864,926,998,1484,1385,925,1136,918,1400,971,344,900,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040209-02853.html
34,800,"2014-11-17 00:05:55.121175","2014-11-17 00:05:55.121175",2004-02-01,"Advanced Micro Devices","ASUS SK8N Motherboard TM  Model 146 HE",0,f,1306,1394,1356,1976,1158,1136,1406,1924,1633,1134,1483,1267,1677,1263,489,1224,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040209-02855.html
35,753,"2014-11-17 00:05:55.140695","2014-11-17 00:05:55.140695",2004-06-01,"Advanced Micro Devices","ASUS SK8V Motherboard TM  150",0,f,1591,1644,1754,2355,1476,1425,1769,2762,1511,1563,2197,1333,1482,1551,736,1335,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040503-02998.html
36,753,"2014-11-17 00:05:55.159700","2014-11-17 00:05:55.159700",2004-06-01,"Advanced Micro Devices","ASUS SK8V Motherboard TM  150",0,f,1439,1528,1603,2092,1289,1199,1761,2324,1805,1480,1563,1141,1539,1270,714,1158,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040503-03002.html
37,719,"2014-11-17 00:05:55.181253","2014-11-17 00:05:55.181253",2002-01-01,"Advanced Micro Devices","Asus A7M266-D Motherboard TM  MP 2000+",0,f,548,596,807,829,518,483,886,489,392,485,618,393,572,611,420,441,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020311-01271.html
38,722,"2014-11-17 00:05:55.204001","2014-11-17 00:05:55.204001",2002-12-01,"Advanced Micro Devices","Asus A7M266-D Motherboard TM  MP 2400+",0,f,605,656,919,871,541,528,1040,488,407,550,707,445,625,682,502,498,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021118-01835.html
39,728,"2014-11-17 00:05:55.224985","2014-11-17 00:05:55.224985",2001-11-01,"Advanced Micro Devices","Epox 8KHA+ Motherboard TM  XP 1700+",0,f,561,604,814,793,520,529,783,536,426,506,672,436,605,633,371,456,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01006.html
40,729,"2014-11-17 00:05:55.244449","2014-11-17 00:05:55.244449",2001-11-01,"Advanced Micro Devices","Epox 8KHA+ Motherboard TM  XP 1800+",0,f,572,615,836,796,523,533,831,544,428,518,685,443,612,648,387,464,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01008.html
41,730,"2014-11-17 00:05:55.285340","2014-11-17 00:05:55.285340",2001-11-01,"Advanced Micro Devices","Epox 8KHA+ Motherboard TM  XP 1900+",0,f,588,634,866,813,538,552,861,553,432,535,703,455,632,667,403,477,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01056.html
42,731,"2014-11-17 00:05:55.307375","2014-11-17 00:05:55.307375",2002-01-01,"Advanced Micro Devices","Epox 8KHA+ Motherboard TM  XP 2000+",0,f,596,642,885,808,533,549,892,566,433,544,713,457,632,679,422,484,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020114-01203.html
43,732,"2014-11-17 00:05:55.327849","2014-11-17 00:05:55.327849",2002-04-01,"Advanced Micro Devices","Epox 8KHA+ Motherboard TM  XP 2100+",0,f,613,660,906,825,548,567,940,575,434,563,738,471,652,695,441,496,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020422-01327.html
44,733,"2014-11-17 00:05:55.348026","2014-11-17 00:05:55.348026",2002-06-01,"Advanced Micro Devices","Epox 8KHA+ Motherboard TM  XP 2200+",0,f,624,671,928,840,551,575,968,578,431,574,757,477,666,711,456,504,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01442.html
45,734,"2014-11-17 00:05:55.369434","2014-11-17 00:05:55.369434",2002-08-01,"Advanced Micro Devices","Epox 8KHA+ Motherboard TM  XP 2400+",0,f,641,693,987,817,558,585,1064,533,433,604,786,489,681,744,504,514,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020812-01549.html
46,735,"2014-11-17 00:05:55.393008","2014-11-17 00:05:55.393008",2002-08-01,"Advanced Micro Devices","Epox 8KHA+ Motherboard TM  XP 2600+",0,f,655,710,1020,813,559,590,1124,533,434,622,808,500,693,765,536,526,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020812-01550.html
47,694,"2014-11-17 00:05:55.414449","2014-11-17 00:05:55.414449",2001-03-01,"Advanced Micro Devices","Gigabyte GA-7DX Motherboard",0,f,387,417,381,772,296,399,481,590,348,291,469,342,280,440,259,333,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010214-00462.html
48,696,"2014-11-17 00:05:55.434231","2014-11-17 00:05:55.434231",2001-05-01,"Advanced Micro Devices","Gigabyte GA-7DX Motherboard",0,f,414,445,415,799,326,418,528,625,363,307,494,364,300,472,288,358,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010311-00524.html
49,697,"2014-11-17 00:05:55.455572","2014-11-17 00:05:55.455572",2001-06-01,"Advanced Micro Devices","Gigabyte GA-7DX Motherboard",0,f,426,458,438,797,343,420,556,629,359,323,531,372,306,483,301,364,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010519-00654.html
50,726,"2014-11-17 00:05:55.474433","2014-11-17 00:05:55.474433",2001-10-01,"Advanced Micro Devices","Gigabyte GA-7DX Motherboard TM  XP 1500+",0,f,494,536,717,793,481,456,708,455,368,431,563,368,534,545,338,402,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01019.html
51,727,"2014-11-17 00:05:55.494268","2014-11-17 00:05:55.494268",2001-10-01,"Advanced Micro Devices","Gigabyte GA-7DX Motherboard TM  XP 1600+",0,f,504,547,738,798,485,462,738,462,369,443,573,374,541,557,354,410,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01021.html
52,728,"2014-11-17 00:05:55.516661","2014-11-17 00:05:55.516661",2001-10-01,"Advanced Micro Devices","Gigabyte GA-7DX Motherboard TM  XP 1700+",0,f,535,580,780,851,520,487,783,486,395,468,614,398,571,589,372,436,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01002.html
53,729,"2014-11-17 00:05:55.534224","2014-11-17 00:05:55.534224",2001-10-01,"Advanced Micro Devices","Gigabyte GA-7DX Motherboard TM  XP 1800+",0,f,542,588,797,855,523,490,812,490,393,471,621,403,576,601,388,442,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01004.html
54,693,"2014-11-17 00:05:55.556659","2014-11-17 00:05:55.556659",2000-08-01,"Advanced Micro Devices",,0,f,311,331,340,503,256,294,419,457,211,260,390,291,230,354,237,267,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000814-00180.html
55,694,"2014-11-17 00:05:55.577675","2014-11-17 00:05:55.577675",2000-10-01,"Advanced Micro Devices",,0,f,304,342,360,506,272,298,302,468,213,236,411,221,237,365,256,278,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001009-00251.html
56,721,"2014-11-17 00:05:55.597048","2014-11-17 00:05:55.597048",2002-08-01,"Advanced Micro Devices","MSI K7D Master Motherboard TM  MP 2200+",0,f,592,644,879,896,564,524,957,485,420,528,691,436,619,667,454,486,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020812-01544.html
57,723,"2014-11-17 00:05:55.618216","2014-11-17 00:05:55.618216",2003-01-01,"Advanced Micro Devices","MSI K7D Master Motherboard TM  MP 2600+",0,f,602,650,928,829,518,518,1095,525,385,545,688,439,616,678,532,493,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030210-01944.html
58,720,"2014-11-17 00:05:55.637138","2014-11-17 00:05:55.637138",2002-06-01,"Advanced Micro Devices","MSI K7D Master-L Motherboard TM  MP 2100+",0,f,584,637,863,895,564,520,922,475,418,521,683,432,614,653,439,480,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020603-01398.html
59,700,"2014-11-17 00:05:55.658251","2014-11-17 00:05:55.658251",2003-09-01,"Advanced Micro Devices","MSI K8 Neo  MS-6702  Motherboard TM  64 3200+",0,f,1180,1250,1330,1505,1089,1016,1400,1806,1212,1028,1447,1217,1339,1148,490,1094,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030908-02470.html
60,704,"2014-11-17 00:05:55.677398","2014-11-17 00:05:55.677398",2004-10-01,"Advanced Micro Devices","MSI K8N Neo2 Platinum Motherboard TM  64 FX-55",0,f,1741,1782,2628,2503,1443,1466,1910,2785,2041,1742,1882,1365,1925,1502,791,1519,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20040920-03392.html
61,703,"2014-11-17 00:05:55.697487","2014-11-17 00:05:55.697487",2004-06-01,"Advanced Micro Devices","MSI K8T Neo2-FIR  MS-6702E  Motherboard TM  64",0,f,1504,1597,1657,2114,1315,1254,1775,2448,1890,1559,1622,1232,1720,1317,714,1263,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040628-03168.html
62,703,"2014-11-17 00:05:55.717894","2014-11-17 00:05:55.717894",2004-06-01,"Advanced Micro Devices","MSI K8T Neo2-FIR  MS-6702E  Motherboard TM  64",0,f,1595,1634,2402,2224,1314,1363,1771,2573,1905,1572,1708,1241,1810,1339,728,1409,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040905-03373.html
63,758,"2014-11-17 00:05:55.736641","2014-11-17 00:05:55.736641",2003-08-01,"Advanced Micro Devices","Rioworks HDAMA Motherboard",0,f,1209,1293,1308,1733,1105,1033,1407,1782,1434,1037,1425,1200,1358,1192,489,1085,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030728-02428.html
64,750,"2014-11-17 00:05:55.753731","2014-11-17 00:05:55.753731",2005-08-01,"Advanced Micro Devices","TYAN S2865 K8E Tomcat TM  144",0,f,1303,1347,2041,1778,1060,1186,1351,2110,1561,1376,1443,1003,1484,1107,560,1089,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04392.html
65,750,"2014-11-17 00:05:55.773370","2014-11-17 00:05:55.773370",2005-08-01,"Advanced Micro Devices","TYAN S2865 K8E Tomcat TM  144",0,f,1526,1646,2191,2011,1311,1645,1432,2454,2324,1465,1866,1103,1796,1259,585,1203,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04402.html
66,751,"2014-11-17 00:05:55.865333","2014-11-17 00:05:55.865333",2005-08-01,"Advanced Micro Devices","TYAN S2865 K8E Tomcat TM  146",0,f,1389,1442,2201,1796,1152,1242,1476,2249,1619,1454,1551,1082,1543,1191,618,1182,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04394.html
67,751,"2014-11-17 00:05:55.884456","2014-11-17 00:05:55.884456",2005-08-01,"Advanced Micro Devices","TYAN S2865 K8E Tomcat TM  146",0,f,1634,1760,2350,2046,1415,1784,1581,2635,2428,1537,1985,1213,1841,1358,649,1310,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04404.html
68,752,"2014-11-17 00:05:55.901801","2014-11-17 00:05:55.901801",2005-08-01,"Advanced Micro Devices","TYAN S2865 K8E Tomcat TM  148",0,f,1482,1540,2366,1830,1250,1298,1638,2404,1674,1530,1669,1171,1597,1279,681,1283,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04396.html
69,752,"2014-11-17 00:05:55.919222","2014-11-17 00:05:55.919222",2005-08-01,"Advanced Micro Devices","TYAN S2865 K8E Tomcat TM  148",0,f,1729,1860,2517,2067,1499,1905,1722,2785,2499,1612,2115,1313,1843,1442,712,1415,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04406.html
70,753,"2014-11-17 00:05:55.936617","2014-11-17 00:05:55.936617",2005-08-01,"Advanced Micro Devices","TYAN S2865 K8E Tomcat TM  150",0,f,1555,1619,2505,1842,1330,1333,1774,2519,1713,1579,1770,1241,1629,1354,740,1368,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04398.html
71,753,"2014-11-17 00:05:55.954494","2014-11-17 00:05:55.954494",2005-08-01,"Advanced Micro Devices","TYAN S2865 K8E Tomcat TM  150",0,f,1817,1955,2673,2083,1585,2014,1873,2919,2560,1626,2218,1413,1877,1532,776,1509,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04408.html
72,754,"2014-11-17 00:05:55.975366","2014-11-17 00:05:55.975366",2005-08-01,"Advanced Micro Devices","TYAN S2865 K8E Tomcat TM  152",0,f,1630,1698,2655,1860,1412,1370,1909,2643,1740,1630,1873,1314,1661,1430,801,1456,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04401.html
73,754,"2014-11-17 00:05:55.992983","2014-11-17 00:05:55.992983",2005-08-01,"Advanced Micro Devices","TYAN S2865 K8E Tomcat TM  152",0,f,1901,2045,2826,2099,1652,2107,2020,3048,2652,1668,2314,1512,1891,1614,838,1602,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04410.html
74,761,"2014-11-17 00:05:56.015310","2014-11-17 00:05:56.015310",2005-02-01,"Advanced Micro Devices","TYAN Thunder K8S Pro S2882 TM  252",0,f,1664,1742,2670,2211,1431,1405,1889,2729,1798,1609,1897,1254,1766,1427,794,1486,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050207-03807.html
75,763,"2014-11-17 00:05:56.034112","2014-11-17 00:05:56.034112",2006-04-01,"Advanced Micro Devices","TYAN Thunder K8SD Pro  S2882-D  TM  256",0,f,1853,2021,2935,2237,1724,1479,1154,3022,4571,1742,2130,1306,1873,1639,902,1567,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060320-05794.html
76,763,"2014-11-17 00:05:56.054159","2014-11-17 00:05:56.054159",2006-04-01,"Advanced Micro Devices","TYAN Thunder K8SD Pro  S2882-D  TM  256",0,f,2122,2365,2996,2586,1871,2229,1961,3516,2724,1792,2806,1719,2134,1807,998,1861,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060320-05796.html
77,755,"2014-11-17 00:05:56.073405","2014-11-17 00:05:56.073405",2005-09-01,"Advanced Micro Devices","TYAN Tomcat K8E  S2865  TM  154",0,f,1778,1929,2806,2039,1665,1434,1018,2948,4424,1736,2006,1291,1765,1637,857,1566,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050819-04516.html
78,755,"2014-11-17 00:05:56.094048","2014-11-17 00:05:56.094048",2005-09-01,"Advanced Micro Devices","TYAN Tomcat K8E  S2865  TM  154",0,f,2026,2184,3013,2278,1780,2232,2174,3235,2770,1750,2451,1623,1984,1732,904,1711,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050819-04518.html
79,755,"2014-11-17 00:05:56.113681","2014-11-17 00:05:56.113681",2005-08-01,"Advanced Micro Devices","TYAN Tomcat K8E  S2865  TM  154",0,f,1737,1898,2840,1922,1613,1367,1059,2842,4393,1682,2021,1279,1676,1574,855,1458,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05261.html
80,755,"2014-11-17 00:05:56.134064","2014-11-17 00:05:56.134064",2005-07-01,"Advanced Micro Devices","TYAN Tomcat K8E  S2865  TM  154",0,f,1976,2191,2838,2253,1723,2122,1840,3222,2639,1706,2661,1641,1849,1713,939,1711,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05263.html
81,757,"2014-11-17 00:05:56.163874","2014-11-17 00:05:56.163874",2006-03-01,"Advanced Micro Devices","TYAN Tomcat K8E  S2865  TM  185",0,f,1978,2208,2763,2585,1754,2088,1702,3297,2632,1722,2632,1541,2135,1674,868,1671,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060220-05630.html
82,757,"2014-11-17 00:05:56.183699","2014-11-17 00:05:56.183699",2006-03-01,"Advanced Micro Devices","TYAN Tomcat K8E  S2865  TM  185",0,f,1733,1884,2710,2244,1600,1450,1007,2848,4312,1674,1971,1210,1874,1518,791,1407,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060220-05634.html
83,715,"2014-11-17 00:05:56.204504","2014-11-17 00:05:56.204504",2001-06-01,"Advanced Micro Devices","Tyan Thunder K7 Motherboard",0,f,433,481,669,785,464,437,662,314,345,355,417,347,480,446,304,315,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010519-00647.html
84,716,"2014-11-17 00:05:56.222417","2014-11-17 00:05:56.222417",2001-10-01,"Advanced Micro Devices","Tyan Thunder K7 Motherboard TM  MP 1500+",0,f,473,516,704,796,487,448,716,376,367,424,549,331,505,537,337,326,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01027.html
85,717,"2014-11-17 00:05:56.241500","2014-11-17 00:05:56.241500",2001-10-01,"Advanced Micro Devices","Tyan Thunder K7 Motherboard TM  MP 1600+",0,f,483,526,726,801,492,455,749,384,368,436,562,338,512,550,353,335,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01029.html
86,718,"2014-11-17 00:05:56.265075","2014-11-17 00:05:56.265075",2001-10-01,"Advanced Micro Devices","Tyan Thunder K7 Motherboard TM  MP 1800+",0,f,504,547,769,792,489,466,806,407,363,459,592,361,535,574,384,354,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01010.html
