id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,basemean,peakmean,008_espresso,022_li,023_eqntott,026_compress,072_sc,085_gcc,link
101,935,"2014-11-17 00:02:48.503665","2014-11-17 00:02:48.503665",,"Hewlett Packard",K410,139,167.4,122.7,132.7,211.5,94.9,189.5,116.4,"http://performance.netlib.org/performance/html/spec.hpk411in.cint92.12_95.notes.html#{Hewlett Packard Company Hewlett Packard 9000 Model K410 120 MHz PA-RISC 7200}"
102,935,"2014-11-17 00:02:48.521269","2014-11-17 00:02:48.521269",,HP,J210XC,151.3,183.9,122,130.7,250,116.9,198.7,129.4,"http://performance.netlib.org/performance/html/spec.I92HP1.cint92.7_96.notes.html#{Hewlett-Packard HP 9000 Model J210XC 120 MHz PA-RISC 7200}"
103,935,"2014-11-17 00:02:48.543301","2014-11-17 00:02:48.543301",,Hewlett-Packard,C110,140.6,170.2,123.4,132.7,215.7,97.2,189.5,119,"http://performance.netlib.org/performance/html/spec.c110i.cint92.12_95.notes.html#{Hewlett-Packard HP 9000 C110 120MHz PA-RISC 7200}"
104,959,"2014-11-17 00:02:48.569317","2014-11-17 00:02:48.569317",,IBM,"POWERstation 590",95.1,117,81.7,85.1,131,94.2,112.1,77,"http://performance.netlib.org/performance/html/spec.i6-590.cint92.6_94.notes.html#{IBM Corporation RISC System/6000 POWERstation 590 66.67MHz POWER2}"
105,962,"2014-11-17 00:02:48.587252","2014-11-17 00:02:48.587252",,IBM,"POWERserver 591",121.5,144,101.8,105.1,139.2,106.9,197.8,102.1,"http://performance.netlib.org/performance/html/spec.ibmps591.cint92.9_95.notes.html#{IBM Corporation RISC System/6000 POWERserver 591 77 MHz POWER2}"
106,993,"2014-11-17 00:02:48.605845","2014-11-17 00:02:48.605845",,IBM,"POWERstation 40P",62.1,76,60.2,59.3,80.9,38.6,96.8,53,"http://performance.netlib.org/performance/html/spec.ibm40p2.cint92.12_94.notes.html#{IBM Corporation POWERstation 40P 66 MHz PowerPC}"
107,993,"2014-11-17 00:02:48.622926","2014-11-17 00:02:48.622926",,IBM,"POWERstation 40P",62.1,76,60.2,59.3,80.9,38.6,96.8,53,"http://performance.netlib.org/performance/html/spec.ibm40p2.cint92.3_95.notes.html#{IBM Corporation POWERstation 40P 66 MHz PowerPC}"
108,993,"2014-11-17 00:02:48.642660","2014-11-17 00:02:48.642660",,IBM,"POWERstation 40P",52.4,64.2,55.4,53.4,71,29.4,84,40.2,"http://performance.netlib.org/performance/html/spec.ibm40p.cint92.12_94.notes.html#{IBM Corporation POWERstation 40P 66 MHz PowerPC}"
109,993,"2014-11-17 00:02:48.665331","2014-11-17 00:02:48.665331",,IBM,"POWERstation 40P",52.4,64.2,55.4,53.4,71,29.4,84,40.2,"http://performance.netlib.org/performance/html/spec.ibm40p.cint92.3_95.notes.html#{IBM Corporation POWERstation 40P 66 MHz PowerPC}"
110,993,"2014-11-17 00:02:48.686383","2014-11-17 00:02:48.686383",,IBM,"POWERstation 250",51.6,62.6,54,55.2,65.1,39.1,61.9,40.3,"http://performance.netlib.org/performance/html/spec.i6-250.cint92.6_94.notes.html#{IBM Corporation RISC System/6000 POWERstation 250 66.67 MHz PowerPC}"
111,994,"2014-11-17 00:02:48.705006","2014-11-17 00:02:48.705006",,BULL,M101,68.1,88.1,66.2,64.6,93.2,46.7,90.8,58.9,"http://performance.netlib.org/performance/html/spec.bullm101.cint92.9_95.notes.html#{BULL S.A. ESCALA 75MHz PowerPC 601}"
112,994,"2014-11-17 00:02:48.724876","2014-11-17 00:02:48.724876",,BULL,D201,63.6,75.8,55.5,65.3,87.3,51,72.6,56.3,"http://performance.netlib.org/performance/html/spec.bulesc75.cint92.12_94.notes.html#{BULL S.A.  ESCALA 75MHz PowerPC 601}"
113,994,"2014-11-17 00:02:48.746087","2014-11-17 00:02:48.746087",,BULL,D201,69.6,85,67.2,66.9,98.2,52.4,93.8,52.3,"http://performance.netlib.org/performance/html/spec.bullescl.cint92.6_95.notes.html#{BULL S.A. ESCALA 75MHz PowerPC 601}"
114,994,"2014-11-17 00:02:48.766145","2014-11-17 00:02:48.766145",,BULL,D201,72.5,93.8,67,65.9,97.3,53.5,97.6,64.7,"http://performance.netlib.org/performance/html/spec.bulld201.cint92.9_95.notes.html#{BULL S.A. ESCALA 75MHz PowerPC 601}"
115,997,"2014-11-17 00:02:48.790834","2014-11-17 00:02:48.790834",,Motorola,E603-66P,48,60.6,55.2,38.4,79.1,29.7,78.5,31.1,"http://performance.netlib.org/performance/html/spec.mo603662.cint92.3_95.notes.html#{Motorola; Inc. PowerStack 603 Series E 66MHz 603 Power PC}"
116,997,"2014-11-17 00:02:48.809832","2014-11-17 00:02:48.809832",,Motorola,E603-66P,50.7,63.7,56.3,39.9,84,32.5,82.7,33.7,"http://performance.netlib.org/performance/html/spec.mo60366p.cint92.3_95.notes.html#{Motorola; Inc. PowerStack 603 Series E 66MHz 603 Power PC}"
117,1002,"2014-11-17 00:02:48.830545","2014-11-17 00:02:48.830545",,IBM,"POWERstation 43P-100",104.2,128,110.7,95.8,134.1,63.5,188,75.3,"http://performance.netlib.org/performance/html/spec.ibm43p00.cint92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation 43P-100 100 MHz 604 }"
118,1002,"2014-11-17 00:02:48.853718","2014-11-17 00:02:48.853718",,Motorola,DT604-100,106.6,130.6,111.3,106.3,127.9,67.7,180.5,79.2,"http://performance.netlib.org/performance/html/spec.bl100604.cint92.12_95.notes.html#{BULL S.A. PowerStack RISC-PC 100MHz 604 PowerPC}"
119,1002,"2014-11-17 00:02:48.873720","2014-11-17 00:02:48.873720",,Motorola,DT604-100,106.6,130.6,111.3,106.3,127.9,67.7,180.5,79.2,"http://performance.netlib.org/performance/html/spec.motdt_1.cint92.12_95.notes.html#{Motorola; Inc. PowerStack RISC-PC 100MHz 604 PowerPC}"
120,1002,"2014-11-17 00:02:48.894280","2014-11-17 00:02:48.894280",,Motorola,E604-100,106.4,129.3,111.8,107.8,127.9,67.7,176.3,78.8,"http://performance.netlib.org/performance/html/spec.mote6_1.cint92.12_95.notes.html#{Motorola; Inc. PowerStack Series-E 100MHz 604 PowerPC}"
121,1004,"2014-11-17 00:02:48.913922","2014-11-17 00:02:48.913922",,IBM,"POWERstation 43P-120",127.1,158,138.4,121.5,164.2,72.9,226.5,92.4,"http://performance.netlib.org/performance/html/spec.ibm43p20.cint92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation 43P-120 120 MHz 604 }"
122,1004,"2014-11-17 00:02:48.939918","2014-11-17 00:02:48.939918",,IBM,"POWERstation 42W",122,150.2,133.5,115.9,157.1,73.5,213.7,86.5,"http://performance.netlib.org/performance/html/spec.ibm42w20.cint92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation 42W 120 MHz PowerPC 604}"
123,1004,"2014-11-17 00:02:48.969704","2014-11-17 00:02:48.969704",,IBM,"POWERstation/server C20",124.2,155.1,133.5,114.8,161.8,77.4,216.7,88.2,"http://performance.netlib.org/performance/html/spec.ibmc2021.cint92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation/server C20 120 MHz PowerPC 604}"
124,1004,"2014-11-17 00:02:49.002048","2014-11-17 00:02:49.002048",,IBM,"POWERstation/server C20",95.2,118.1,108.6,96.7,126.4,53.6,169.7,61.5,"http://performance.netlib.org/performance/html/spec.ibmc2020.cint92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation/server C20 120 MHz PowerPC 604}"
125,1005,"2014-11-17 00:02:49.028864","2014-11-17 00:02:49.028864",,IBM,"POWERstation 43P-133",146.8,176.7,158.7,135.6,189.7,87.7,258.9,107.9,"http://performance.netlib.org/performance/html/spec.ibm43p33.cint92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation 43P-133 133 Mhz 604 }"
126,1005,"2014-11-17 00:02:49.048681","2014-11-17 00:02:49.048681",,Motorola,"Estrella DT604-133",129.5,156.8,141.9,135.3,157.1,74.9,224.3,93.2,"http://performance.netlib.org/performance/html/spec.bull2.cint92.12_95.notes.html#{BULL S.A. Estrella  133MHz 604 PowerPC}"
127,1005,"2014-11-17 00:02:49.069137","2014-11-17 00:02:49.069137",,Motorola,DT604-133,129.5,156.8,141.9,135.3,157.1,74.9,224.3,93.2,"http://performance.netlib.org/performance/html/spec.motdt133.cint92.12_95.notes.html#{Motorola; Inc. PowerStack RISC-PC 133MHz 604 PowerPC}"
128,1041,"2014-11-17 00:02:49.105591","2014-11-17 00:02:49.105591",,Intel,"Micronics M4P PCI System",36.7,39.6,35.4,47.9,40.6,25.2,49.9,28.1,"http://performance.netlib.org/performance/html/spec.micm49b.cint92.6_94.notes.html#{Micronics M4P PCI System 66MHz Intel 80486DX2}"
129,1042,"2014-11-17 00:02:49.133851","2014-11-17 00:02:49.133851",,Intel,"Micronics M4P PCI System",50.2,54.6,52.8,69.5,50.7,31.6,70.2,38.9,"http://performance.netlib.org/performance/html/spec.micm49.cint92.6_94.notes.html#{Micronics M4P PCI System 100MHz IntelDX4 Processor}"
130,1165,"2014-11-17 00:02:49.228040","2014-11-17 00:02:49.228040",,SNI,"PCE-5S (100)",92.4,96.2,86.6,124.7,102.8,51,141.1,77.8,"http://performance.netlib.org/performance/html/spec.snpce5s.cint92.9_94.notes.html#{Siemens Nixdorf Informationssysteme PCE-5S (100) 100 MHz Pentium}"
131,1165,"2014-11-17 00:02:49.349823","2014-11-17 00:02:49.349823",,Intel,P5-100,129.5,138.5,90.1,115,305.6,66.9,316.8,70.5,"http://performance.netlib.org/performance/html/spec.gatei1.cint92.12_95.notes.html#{Gateway 2000 Gateway P5-100 100MHz Pentium Processor}"
132,1165,"2014-11-17 00:02:49.377628","2014-11-17 00:02:49.377628",,Compaq,"Proliant 2000",111.1,118.1,88,121.3,105.8,69.1,276.2,87.4,"http://performance.netlib.org/performance/html/spec.compro.cint92.3_95.notes.html#{COMPAQ Proliant 100MHz Pentium}"
133,1165,"2014-11-17 00:02:49.403273","2014-11-17 00:02:49.403273",,Intel,XPS,132.8,143.9,90.8,116.3,323.5,69.9,330.7,69.4,"http://performance.netlib.org/performance/html/spec.delli3.cint92.12_95.notes.html#{Dell Computer Corporation Dell Dimension XPS (100MHz; 512KB L2) 100MHz Pentium Processor}"
134,1165,"2014-11-17 00:02:49.424487","2014-11-17 00:02:49.424487",,Intel,"XXpress Deskside",138.3,150.8,92.7,119.2,333.3,73.3,348.5,74.3,"http://performance.netlib.org/performance/html/spec.inteli7.cint92.12_95.notes.html#{Intel Corporation XXpress Deskside (100MHz; 1MB L2) 100MHz Pentium Processor}"
135,1165,"2014-11-17 00:02:49.448856","2014-11-17 00:02:49.448856",,Intel,"Xbase 8TE8F BX",94.2,100,95,124.4,101.9,52.9,140.7,78.2,"http://performance.netlib.org/performance/html/spec.ipn815.cint92.6_94.notes.html#{Intel Corporation Xpress Deskside(Pentium-815\100) Pentium Processor 815\100}"
136,1165,"2014-11-17 00:02:49.471603","2014-11-17 00:02:49.471603",,Intel,"Xxpress Deskside",111.4,118.1,88.3,122.7,111.1,68.6,277.9,83.1,"http://performance.netlib.org/performance/html/spec.i815100.cint92.6_95.notes.html#{Intel Corporation Xxpress Deskside (815\100; 512KB L2) Pentium Processor 815\100}"
137,1165,"2014-11-17 00:02:49.496129","2014-11-17 00:02:49.496129",,Intel,"Xpress Desktop",106.2,112.7,87.6,121.8,101.9,60.6,269.6,80.8,"http://performance.netlib.org/performance/html/spec.i5cint92.cint92.12_94.notes.html#{Intel Corporation Xpress Desktop(Pentium-815\100) Pentium Processor 815\100}"
138,1165,"2014-11-17 00:02:49.517655","2014-11-17 00:02:49.517655",,Intel,"Xxpress Deskside",114.6,121.9,88.3,122.2,115.8,75.5,290.4,82.5,"http://performance.netlib.org/performance/html/spec.i8151002.cint92.6_95.notes.html#{Intel Corporation Xxpress Deskside (815\100; 1MB L2) Pentium Processor 815\100}"
139,1166,"2014-11-17 00:02:49.540307","2014-11-17 00:02:49.540307",,Intel,XPS,148.9,160.7,103.7,131.6,354.8,75.9,368.3,80.6,"http://performance.netlib.org/performance/html/spec.delli2.cint92.12_95.notes.html#{Dell Computer Corporation Dell Dimension XPS (120MHz; 512KB L2) 120MHz Pentium Processor}"
140,1166,"2014-11-17 00:02:49.562937","2014-11-17 00:02:49.562937",,Intel,"XXpress Deskside",157.3,172.2,107.1,137.7,379.3,81.5,404.5,82.1,"http://performance.netlib.org/performance/html/spec.inteli6.cint92.12_95.notes.html#{Intel Corporation XXpress Deskside (120MHz; 1MB L2) 120MHz Pentium Processor}"
141,1166,"2014-11-17 00:02:49.590245","2014-11-17 00:02:49.590245",,Intel,"Xxpress Deskside",125.6,133.7,102.7,133.8,126.4,74.5,321.3,94.6,"http://performance.netlib.org/performance/html/spec.i1000120.cint92.6_95.notes.html#{Intel Corporation Xxpress Deskside (1000\120; 512KB L2) Pentium Processor 1000\120}"
142,1166,"2014-11-17 00:02:49.613229","2014-11-17 00:02:49.613229",,Intel,"Xxpress Deskside",131.7,140,103.2,143.1,135.8,83.9,333.1,93.2,"http://performance.netlib.org/performance/html/spec.i1000122.cint92.6_95.notes.html#{Intel Corporation Xxpress Deskside (1000\120; 1MB L2) Pentium Processor 1000\120}"
143,1167,"2014-11-17 00:02:49.634971","2014-11-17 00:02:49.634971",,Intel,XPS,163.3,177.9,116.4,142.1,392.9,84.7,408.1,84.5,"http://performance.netlib.org/performance/html/spec.delli1.cint92.12_95.notes.html#{Dell Computer Corporation Dell Dimension XPS (133MHz; 512KB L2) 133MHz Pentium Processor}"
144,1167,"2014-11-17 00:02:49.658093","2014-11-17 00:02:49.658093",,Intel,"XXpress Deskside",175.9,190.9,119.5,153.3,423.1,90.8,444.1,94.8,"http://performance.netlib.org/performance/html/spec.inteli5.cint92.12_95.notes.html#{Intel Corporation Xxpress Deskside (133MHz; 1MB L2) 133MHz Pentium Processor}"
145,1172,"2014-11-17 00:02:49.684379","2014-11-17 00:02:49.684379",,SNI,"PCD-5T 60",63.9,65.9,51.5,74.1,66.7,36.5,164.1,44.8,"http://performance.netlib.org/performance/html/spec.sni5t60.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme PCD-5T 60  60 MHz Pentium}"
146,1172,"2014-11-17 00:02:49.706372","2014-11-17 00:02:49.706372",,Intel,"Xbase 8TE8F BX",60.4,63.3,58.4,77.7,62.5,36,86.5,55,"http://performance.netlib.org/performance/html/spec.ipn60.cint92.6_94.notes.html#{Intel Corporation Xpress Deskside (Pentium-510\60) Pentium Processor 510\60}"
147,1172,"2014-11-17 00:02:49.735005","2014-11-17 00:02:49.735005",,Intel,"Xpress Desktop",66.9,70.4,54.6,76,63.6,40.5,164.7,50.8,"http://performance.netlib.org/performance/html/spec.i1cint92.cint92.12_94.notes.html#{Intel Corporation Xpress Desktop(Pentium-510\60) Pentium Processor 510\60}"
148,1173,"2014-11-17 00:02:49.754922","2014-11-17 00:02:49.754922",,Intel,"Xbase 8TE8F BX",67,70.2,64.9,86.1,69.2,39.8,96,61.1,"http://performance.netlib.org/performance/html/spec.ipn667.cint92.6_94.notes.html#{Intel Corporation Xpress Deskside(Pentium-567\66) Pentium Processor 567\66 }"
149,1173,"2014-11-17 00:02:49.783870","2014-11-17 00:02:49.783870",,Intel,"Xpress Desktop",74.6,78,60.9,85.1,70.1,44.9,184.9,57.2,"http://performance.netlib.org/performance/html/spec.i2cint92.cint92.12_94.notes.html#{Intel Corporation Xpress Desktop(Pentium-567\66) Pentium Processor 567\66}"
150,1174,"2014-11-17 00:02:49.808446","2014-11-17 00:02:49.808446",,Intel,"Xxpress Deskside",85,89.1,66.2,92,84,52.6,214.7,65.5,"http://performance.netlib.org/performance/html/spec.i61075.cint92.6_95.notes.html#{Intel Corporation Xxpress Deskside (610\75; 512KB L2) Pentium Processor 610\75}"
151,1174,"2014-11-17 00:02:49.829242","2014-11-17 00:02:49.829242",,Intel,"Xpress Desktop",79,83.8,65.4,91.3,75.3,45.3,194.4,61.1,"http://performance.netlib.org/performance/html/spec.i3cint92.cint92.12_94.notes.html#{Intel Corporation Xpress Desktop(Pentium-610\75) Pentium Processor 610\75}"
152,1175,"2014-11-17 00:02:49.857181","2014-11-17 00:02:49.857181",,SNI,"PCE-5S (90)",82.9,86.3,77.7,111.9,92.4,45.6,126.5,70,"http://performance.netlib.org/performance/html/spec.snpce_90.cint92.9_94.notes.html#{Siemens Nixdorf Informationssysteme PCE-5S (90) 90 MHz Pentium}"
153,1175,"2014-11-17 00:02:49.881912","2014-11-17 00:02:49.881912",,SNI,"PCD-5T 90",83,86,71.2,103,89.4,44,208.8,54.3,"http://performance.netlib.org/performance/html/spec.sni5t90.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme  PCD-5T 90  90 MHz Pentium}"
154,1175,"2014-11-17 00:02:49.898963","2014-11-17 00:02:49.898963",,Intel,"Xbase 8TE8F BX",85.4,90.1,84.1,111.7,91.7,47.9,125.5,74.9,"http://performance.netlib.org/performance/html/spec.ipn73590.cint92.6_94.notes.html#{Intel Corporation Xpress Deskside(Pentium-735\90) Pentium Processor 735\90}"
155,1175,"2014-11-17 00:02:49.919981","2014-11-17 00:02:49.919981",,Intel,"Xtended Xpress",99.5,104.5,79.4,109.9,99.1,61.3,248.9,73.6,"http://performance.netlib.org/performance/html/spec.i73590.cint92.3_95.notes.html#{Intel Corporation XXpress Deskside (Pentium-735\90) Pentium Processor 735\90}"
156,1175,"2014-11-17 00:02:49.993690","2014-11-17 00:02:49.993690",,Intel,"Xxpress Deskside",101,106.5,79.4,110.1,99.1,61.6,253.1,78.7,"http://performance.netlib.org/performance/html/spec.i73590.cint92.6_95.notes.html#{Intel Corporation Xxpress Deskside (735\90; 512KB L2) Pentium Processor 735\90}"
157,1175,"2014-11-17 00:02:50.018798","2014-11-17 00:02:50.018798",,Intel,"Xpress Desktop",96.1,100.9,78.5,109.9,92.4,53.8,243.5,75.3,"http://performance.netlib.org/performance/html/spec.intel735.cint92.12_94.notes.html#{Intel Corporation Xpress Desktop(Pentium-735\90) Pentium Processor 735\90}"
158,1175,"2014-11-17 00:02:50.045569","2014-11-17 00:02:50.045569",,Intel,"Xxpress Deskside",104.3,110,79.4,110.3,104.8,68.2,263.4,78.3,"http://performance.netlib.org/performance/html/spec.i735902.cint92.6_95.notes.html#{Intel Corporation Xxpress Deskside (735\90; 1MB L2) Pentium Processor 735\90}"
159,1238,"2014-11-17 00:02:50.070556","2014-11-17 00:02:50.070556",,Intel,Alder,258.3,276.3,165.7,242.6,611.1,130.7,629.2,147.2,"http://performance.netlib.org/performance/html/spec.inteli3.cint92.12_95.notes.html#{Intel Corporation Alder System (150MHz; 256KB L2) 150MHz Pentium Pro Processor}"
160,1238,"2014-11-17 00:02:50.095063","2014-11-17 00:02:50.095063",,Intel,TDZ300,255.5,274.3,165.7,242.6,611.1,128.8,620.5,141.8,"http://performance.netlib.org/performance/html/spec.interi3.cint92.12_95.notes.html#{Intergraph Corporation TDZ300 (150MHz) 150MHz Pentium Pro Processor}"
161,1239,"2014-11-17 00:02:50.213317","2014-11-17 00:02:50.213317",,Intel,Alder,306.6,327.1,184.6,270,733.3,174.2,767.8,170.1,"http://performance.netlib.org/performance/html/spec.inteli4.cint92.12_95.notes.html#{Intel Corporation Alder System (166MHz; 512KB L2) 166MHz Pentium Pro Processor}"
162,1240,"2014-11-17 00:02:50.235306","2014-11-17 00:02:50.235306",,Intel,TDZ300,301.8,326,199.1,291.5,733.3,145,730.6,167.5,"http://performance.netlib.org/performance/html/spec.interi2.cint92.12_95.notes.html#{Intergraph Corporation TDZ300 (180MHz) 180MHz Pentium Pro Processor}"
163,1240,"2014-11-17 00:02:50.258177","2014-11-17 00:02:50.258177",,Intel,Alder,305.8,327.4,199.1,291.5,733.3,148.1,755,171.7,"http://performance.netlib.org/performance/html/spec.inteli2.cint92.12_95.notes.html#{Intel Corporation Alder System (180MHz; 256KB L2) 180MHz Pentium Pro Processor}"
164,1241,"2014-11-17 00:02:50.287475","2014-11-17 00:02:50.287475",,Intel,TDZ300,332.8,359.3,220.4,325.1,785.7,160.1,808.9,186.3,"http://performance.netlib.org/performance/html/spec.interi1.cint92.12_95.notes.html#{Intergraph Corporation TDZ300 (200MHz) 200MHz Pentium Pro Processor}"
165,1241,"2014-11-17 00:02:50.309136","2014-11-17 00:02:50.309136",,Intel,Alder,336.7,366,220.4,323.4,785.7,164.9,823.6,191.6,"http://performance.netlib.org/performance/html/spec.inteli1.cint92.12_95.notes.html#{Intel Corporation Alder System (200MHz; 256KB L2) 200MHz Pentium Pro Processor}"
166,1365,"2014-11-17 00:02:50.336874","2014-11-17 00:02:50.336874",,DDE,"Supermax 4/4001",61,67.5,81.1,93.9,73.3,34.3,55.4,48.4,"http://performance.netlib.org/performance/html/spec.dde4401c.cint92.6_94.notes.html#{Dansk Data Elektronik A/S Supermax 75/150Mhz R4400}"
167,1367,"2014-11-17 00:02:50.357610","2014-11-17 00:02:50.357610",,Pyramid,,139.1,152.1,111.3,136.5,171.9,89.1,286.7,108.5,"http://performance.netlib.org/performance/html/spec.pyrmid1.cint92.9_95.notes.html#{Pyramid Technology Corporation Reliant RM1000 100/200 MHz MIPS R4400}"
168,1367,"2014-11-17 00:02:50.386701","2014-11-17 00:02:50.386701",,Pyramid,,139.1,152.1,111.3,136.5,171.9,89.1,286.7,108.5,"http://performance.netlib.org/performance/html/spec.sni2.cint92.9_95.notes.html#{Siemens Nixdorf Informationssysteme Reliant RM1000 100/200 MHz MIPS R4400}"
169,1367,"2014-11-17 00:02:50.414267","2014-11-17 00:02:50.414267",,Pyramid,150,140,151.9,110.2,139.2,171.9,88.8,298,107.7,"http://performance.netlib.org/performance/html/spec.pyrmid3.cint92.9_95.notes.html#{Pyramid Technology Corporation NILE 100/200 MHz MIPS R4400}"
170,1367,"2014-11-17 00:02:50.434880","2014-11-17 00:02:50.434880",,Pyramid,"NILE 100",128.1,146,108.6,124.2,154.9,85.2,300,82.7,"http://performance.netlib.org/performance/html/spec.pyr100.cint92.12_94.notes.html#{Pyramid Technology Corporation NILE 100 100/200 MHz R4400}"
171,1362,"2014-11-17 00:02:50.457716","2014-11-17 00:02:50.457716",,SNI,RM600-320/340,131.9,140.6,106.6,132.7,159.4,73.9,304,104,"http://performance.netlib.org/performance/html/spec.sn6320.cint92.3_95.notes.html#{Siemens Nixdorf Informationssysteme RM600 Model 320/340 100/200MHz R4400MC}"
172,1362,"2014-11-17 00:02:50.480533","2014-11-17 00:02:50.480533",,SNI,RM400-630,133,140.7,106.6,132.7,157.1,75.5,314.6,105,"http://performance.netlib.org/performance/html/spec.sn4630.cint92.3_95.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 630 100/200MHz R4400MC}"
173,1362,"2014-11-17 00:02:50.499510","2014-11-17 00:02:50.499510",,SNI,RM400-730,131.9,141.7,105.6,129.9,157.1,75.5,308.2,104.8,"http://performance.netlib.org/performance/html/spec.sn4730.cint92.3_95.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 730 100/200MHz R4400MC}"
174,1362,"2014-11-17 00:02:50.521151","2014-11-17 00:02:50.521151",,SNI,RM600-320/340,132.1,143.7,106.1,131.8,159.4,73.7,314.6,102.8,"http://performance.netlib.org/performance/html/spec.sni632_1.cint92.6_95.notes.html#{Siemens Nixdorf Informationssysteme RM600 Model 320/340 100/200MHz R4400MC}"
175,1362,"2014-11-17 00:02:50.546421","2014-11-17 00:02:50.546421",,SNI,"Model C60",127.9,140.9,108.1,131.8,146.7,72.7,288.5,99.8,"http://performance.netlib.org/performance/html/spec.sni44c60.cint92.12_95.notes.html#{Siemens Nixdorf Informationssysteme RM 300 Model C60 200MHz R4400MC}"
176,1362,"2014-11-17 00:02:50.568832","2014-11-17 00:02:50.568832",,SNI,"Model C70",138.9,150.7,108.6,131.8,161.8,85,330.7,110.5,"http://performance.netlib.org/performance/html/spec.sni440_1.cint92.12_95.notes.html#{Siemens Nixdorf Informationssysteme RM 400 Model C70 200MHz R4400MC}"
177,1363,"2014-11-17 00:02:50.593682","2014-11-17 00:02:50.593682",,SNI,RM600-420,165.1,181.3,135.1,162.6,193,93,408.1,126.1,"http://performance.netlib.org/performance/html/spec.sni420_1.cint92.12_95.notes.html#{Siemens Nixdorf Informationssysteme RM600 Model 420 250MHz R4400MC}"
178,1364,"2014-11-17 00:02:50.617436","2014-11-17 00:02:50.617436",,SNI,RM400-220,58.6,61.8,55,70.6,74.3,34.1,78.9,52,"http://performance.netlib.org/performance/html/spec.sn400220.cint92.6_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 220 50/100MHz R4400SC}"
179,1364,"2014-11-17 00:02:50.644445","2014-11-17 00:02:50.644445",,SNI,RM400-220,63.7,68.2,55,70.6,74.3,34.1,130.9,52,"http://performance.netlib.org/performance/html/spec.sni4220.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 220 50/100MHz R4400SC}"
180,1364,"2014-11-17 00:02:50.672251","2014-11-17 00:02:50.672251",,SNI,RM400-330/340,61.5,64.3,55.2,71.2,80.3,39.9,85.5,50.2,"http://performance.netlib.org/performance/html/spec.sn400330.cint92.6_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 330/340 50/100MHz R4400SC}"
181,1364,"2014-11-17 00:02:50.700139","2014-11-17 00:02:50.700139",,SNI,RM400-330/340,67.7,71.4,55.2,71.2,80.3,39.9,152.5,50.2,"http://performance.netlib.org/performance/html/spec.sni4330.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 330/340 50/100MHz R4400SC}"
182,1365,"2014-11-17 00:02:50.726909","2014-11-17 00:02:50.726909",,SNI,RM400-420,79.2,83.4,78.8,102.1,101.9,45.8,108.6,60.5,"http://performance.netlib.org/performance/html/spec.sn400420.cint92.6_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 420 75/150MHz R4400SC}"
183,1365,"2014-11-17 00:02:50.751872","2014-11-17 00:02:50.751872",,SNI,RM400-420,87.1,92,78.8,102.1,101.9,45.8,191.9,60.5,"http://performance.netlib.org/performance/html/spec.sni4420.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 420 75/150MHz R4400SC}"
184,1365,"2014-11-17 00:02:50.775399","2014-11-17 00:02:50.775399",,SNI,RM400-430/440,85.1,90.7,76.2,102.5,111.1,54,116.5,69.5,"http://performance.netlib.org/performance/html/spec.sn400430.cint92.6_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 430/440 75/150MHz R4400SC}"
185,1365,"2014-11-17 00:02:50.797385","2014-11-17 00:02:50.797385",,SNI,RM400-430/440,94,100.4,76.2,102.5,111.1,54,211.7,69.5,"http://performance.netlib.org/performance/html/spec.sni4430.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 430/440 75/150MHz R4400SC}"
186,1365,"2014-11-17 00:02:50.819854","2014-11-17 00:02:50.819854",,DDE,"Supermax 4/4001",77.2,82.6,79.4,98.4,74.8,37.6,200.4,48.1,"http://performance.netlib.org/performance/html/spec.dan4400.cint92.12_94.notes.html#{Dansk Data Elektronik A/S Supermax 75/150MHz R4400SC}"
187,1365,"2014-11-17 00:02:50.852321","2014-11-17 00:02:50.852321",,SNI,RM400-530/540,92.1,97.5,80.8,102.8,120.9,63.2,127.2,75.3,"http://performance.netlib.org/performance/html/spec.sn40-530.cint92.6_94.notes.html#{Siemens Nixdorf Informationssysteme RM400 Model 530/540 75/150MHz R4400SC}"
