id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,basemean,peakmean,099_go,124_m88ksim,126_gcc,129_compress,130_li,132_ijpeg,134_perl,147_vortex,link
443,1210,"2014-11-17 00:03:03.978501","2014-11-17 00:03:03.978501",1998-07-01,"SNI; Paderborn / Germany","Primergy 070",13.7,13.7,12.7,13.9,13.1,11.4,14.5,13.7,15.7,15.2,http://www.spec.org/cpu95/results/res98q3/cpu95-980706-02850.html
444,1211,"2014-11-17 00:03:03.997718","2014-11-17 00:03:03.997718",1998-07-01,"SNI; Paderborn / Germany","Primergy 070",15.6,15.6,14.6,15.9,14.8,13,16.6,15.6,17.9,17.3,http://www.spec.org/cpu95/results/res98q3/cpu95-980706-02852.html
445,1207,"2014-11-17 00:03:04.081741","2014-11-17 00:03:04.081741",1997-12-01,"SNI; Paderborn / Germany","Primergy 460",10.5,10.5,9.73,10.6,9.89,9.15,11.3,10.3,12,11.5,http://www.spec.org/cpu95/results/res97q4/cpu95-971124-02270.html
446,1208,"2014-11-17 00:03:04.104407","2014-11-17 00:03:04.104407",1997-12-01,"SNI; Paderborn / Germany","Primergy 460",11.8,11.8,10.9,12,11,10.2,12.8,11.5,13.5,12.8,http://www.spec.org/cpu95/results/res97q4/cpu95-971124-02274.html
447,1211,"2014-11-17 00:03:04.126424","2014-11-17 00:03:04.126424",1998-07-01,"SNI; Paderborn","Primergy 470",15.5,15.5,14.5,15.9,14.7,12.9,16.5,15.5,17.8,17.1,http://www.spec.org/cpu95/results/res98q3/cpu95-980714-02889.html
448,1210,"2014-11-17 00:03:04.145702","2014-11-17 00:03:04.145702",1998-07-01,"SNI; Paderborn","Primergy 470",13.6,13.6,12.7,13.9,13,11.3,14.4,13.6,15.6,15,http://www.spec.org/cpu95/results/res98q3/cpu95-980714-02891.html
449,1211,"2014-11-17 00:03:04.249248","2014-11-17 00:03:04.249248",1998-09-01,"SNI; Paderborn/Germany","Primergy 870",16.7,16.7,16.4,16.1,16.1,15,17.5,15.6,18.3,19.4,http://www.spec.org/cpu95/results/res98q3/cpu95-980706-02845.html
450,1369,"2014-11-17 00:03:04.269702","2014-11-17 00:03:04.269702",1995-02-01,"SNI; Paderborn / Germany","RM200 Model 225",2.31,2.41,2.21,2.12,1.93,2.2,2.84,2.78,2.46,2.12,http://www.spec.org/cpu95/results/res9509/p037.html
451,1373,"2014-11-17 00:03:04.291386","2014-11-17 00:03:04.291386",1997-03-01,"SNI; Paderborn / Germany","RM200 Model C40",4.9,4.94,4.9,4.61,5.06,4.15,5.27,4.36,6.47,4.72,http://www.spec.org/cpu95/results/res97q1/cpu95-970203-01622.html
452,1369,"2014-11-17 00:03:04.314233","2014-11-17 00:03:04.314233",1996-02-01,"SNI; Paderborn / Germany","RM200 and RM300 Model C20",2.53,2.64,2.49,2.24,2.16,2.44,2.96,2.85,2.99,2.28,http://www.spec.org/cpu95/results/res9512/p042.html
453,1373,"2014-11-17 00:03:04.337990","2014-11-17 00:03:04.337990",1996-09-01,"SNI; Paderborn / Germany","RM300 Model C40",4.89,4.97,5,4.53,5.09,3.95,5.08,4.4,6.76,4.72,http://www.spec.org/cpu95/results/res97q1/cpu95-970203-01633.html
454,1374,"2014-11-17 00:03:04.358311","2014-11-17 00:03:04.358311",1997-04-01,"SNI; Paderborn / Germany","RM300 Model C50",5.74,5.78,5.86,5.13,6.01,5.5,6.11,4.91,7.27,5.45,http://www.spec.org/cpu95/results/res97q1/cpu95-970203-01620.html
455,1362,"2014-11-17 00:03:04.380318","2014-11-17 00:03:04.380318",1996-02-01,"SNI; Paderborn / Germany","RM300 Model C60",3.41,3.55,3.92,2.84,3.5,3.14,3.61,3.64,3.52,3.21,http://www.spec.org/cpu95/results/res9512/p043.html
456,1353,"2014-11-17 00:03:04.402865","2014-11-17 00:03:04.402865",1997-04-01,"SNI; Paderborn / Germany","RM300 Model C80",8.83,9.02,9.41,8.62,8.64,8.72,9.01,8.32,9.63,8.38,http://www.spec.org/cpu95/results/res97q1/cpu95-970203-01619.html
457,1373,"2014-11-17 00:03:04.427061","2014-11-17 00:03:04.427061",1998-02-01,"SNI; Paderborn / Germany","RM300 Model E10",4.91,5.23,4.48,4.7,5.05,4.99,5.33,4.48,6.44,4.11,http://www.spec.org/cpu95/results/res98q1/cpu95-980210-02418.html
458,1375,"2014-11-17 00:03:04.448221","2014-11-17 00:03:04.448221",1998-02-01,"SNI; Paderborn / Germany","RM300 Model E20",6.63,7.08,6,6.53,6.99,6.28,7.12,6.09,8.71,5.77,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02403.html
459,1356,"2014-11-17 00:03:04.468465","2014-11-17 00:03:04.468465",1998-03-01,"SNI; Paderborn / Germany","RM300 Model E50",10.2,10.9,10.2,10.4,9.93,11.4,10.1,9.64,11,8.84,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02402.html
460,1357,"2014-11-17 00:03:04.489453","2014-11-17 00:03:04.489453",1998-08-01,"SNI; Paderborn / Germany","RM300 Model E60",13.3,14.2,13.5,13.1,13.3,15.2,12.9,12.6,14.2,12.2,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02726.html
461,1373,"2014-11-17 00:03:04.510891","2014-11-17 00:03:04.510891",1996-09-01,"SNI; Paderborn / Germany",RM300-C40,4.7,4.75,4.99,4.61,4.78,4.63,4.52,4.31,6.21,3.89,http://www.spec.org/cpu95/results/res96q3/cpu95-960801-01126.html
462,1362,"2014-11-17 00:03:04.531408","2014-11-17 00:03:04.531408",1995-02-01,"SNI; Paderborn / Germany","RM400 Model 630",3.79,3.95,4.73,3.05,3.82,4.5,3.57,3.75,3.86,3.29,http://www.spec.org/cpu95/results/res9509/p038.html
463,1362,"2014-11-17 00:03:04.557789","2014-11-17 00:03:04.557789",1996-02-01,"SNI; Paderborn / Germany","RM400 Model C70",4.24,4.34,4.68,4.01,4.07,4.86,4,3.97,4.84,3.62,http://www.spec.org/cpu95/results/res9512/p044.html
464,1362,"2014-11-17 00:03:04.580373","2014-11-17 00:03:04.580373",1996-02-01,"SNI; Paderborn / Germany","RM400 Model C70",3.72,3.92,4.63,2.98,3.78,3.96,3.84,3.63,3.74,3.42,http://www.spec.org/cpu95/results/res96q4/cpu95-960913-01315.html
465,1353,"2014-11-17 00:03:04.609545","2014-11-17 00:03:04.609545",1997-04-01,"SNI; Paderborn / Germany","RM400 Model C80",9.47,9.63,9.71,8.84,9.47,9.78,9.51,8.93,10.1,9.5,http://www.spec.org/cpu95/results/res97q1/cpu95-970203-01618.html
466,1356,"2014-11-17 00:03:04.627262","2014-11-17 00:03:04.627262",1997-01-01,"SNI; Paderborn / Germany","RM400 Model C90",10.7,10.7,11.1,9.81,10.7,11.1,10.7,9.97,11.7,10.9,http://www.spec.org/cpu95/results/res96q4/cpu95-961028-01409.html
467,1357,"2014-11-17 00:03:04.648587","2014-11-17 00:03:04.648587",1998-05-01,"SNI; Paderborn / Germany","RM400 Model C95",13.6,14.6,13.7,13.3,13.9,15.5,13.1,12.9,14.3,12.6,http://www.spec.org/cpu95/results/res98q1/cpu95-980215-02446.html
468,1363,"2014-11-17 00:03:04.667519","2014-11-17 00:03:04.667519",1996-03-01,"SNI; Paderborn / Germany","RM600 Model 420",4.26,4.39,5.79,3.65,4.28,4.16,4.76,4.14,4.6,3.19,http://www.spec.org/cpu95/results/res9512/p045.html
469,1357,"2014-11-17 00:03:04.690379","2014-11-17 00:03:04.690379",1998-04-01,"SNI; Paderborn / Germany","RM600 Model E60",13.7,14.7,13.6,13.3,13.7,15.5,13.1,13.1,14.4,12.9,http://www.spec.org/cpu95/results/res97q4/cpu95-971108-02239.html
470,1356,"2014-11-17 00:03:04.712016","2014-11-17 00:03:04.712016",1997-03-01,"SNI; Paderborn / Germany","RM600 Models E20 and E60",10.3,10.3,11,9.76,10.5,10.4,10.6,9.21,11.6,9.72,http://www.spec.org/cpu95/results/res96q4/cpu95-961028-01427.html
471,1363,"2014-11-17 00:03:04.731263","2014-11-17 00:03:04.731263",1996-02-01,"SNI; Paderborn / Germany",RM600-420,4.91,5.07,5.38,4.88,4.89,5.13,5.09,4.3,5.84,4.02,http://www.spec.org/cpu95/results/res96q3/cpu95-960624-00962.html
472,1361,"2014-11-17 00:03:04.751661","2014-11-17 00:03:04.751661",1996-12-01,"Pyramid San Jose; CA","Reliant RM1000",4.95,5.05,5.13,4.48,4.83,5.23,5.16,4.89,6.08,4.05,http://www.spec.org/cpu95/results/res96q3/cpu95-960624-00971.html
473,1209,"2014-11-17 00:03:04.772384","2014-11-17 00:03:04.772384",1998-02-01,"SNI; Munich / Germany","SCENIC Celsius 1000",13,13,12.2,13.3,11.9,10.8,13.9,12.9,15.1,14.3,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02375.html
474,1208,"2014-11-17 00:03:04.793787","2014-11-17 00:03:04.793787",1997-10-01,"SNI; Munich / Germany","SCENIC Celsius 1000",11.9,11.9,11,12,10.8,10.3,12.8,11.8,13.5,13.2,http://www.spec.org/cpu95/results/res97q3/cpu95-970915-02126.html
475,1373,"2014-11-17 00:03:04.813716","2014-11-17 00:03:04.813716",1997-03-01,"SNI; Paderborn / Germany","RM200 Model C40",4.9,4.94,4.9,4.61,5.06,4.15,5.27,4.36,6.47,4.72,http://www.spec.org/cpu95/results/res97q1/cpu95-970303-01701.html
476,1374,"2014-11-17 00:03:04.855735","2014-11-17 00:03:04.855735",1997-04-01,"SNI; Paderborn / Germany","RM300 Model C50",5.74,5.78,5.86,5.13,6.01,5.5,6.11,4.91,7.27,5.45,http://www.spec.org/cpu95/results/res97q1/cpu95-970303-01694.html
477,1353,"2014-11-17 00:03:04.873993","2014-11-17 00:03:04.873993",1997-04-01,"SNI; Paderborn / Germany","RM300 Model C80",8.83,9.02,9.41,8.62,8.64,8.72,9.01,8.32,9.63,8.38,http://www.spec.org/cpu95/results/res97q1/cpu95-970303-01695.html
478,1353,"2014-11-17 00:03:04.892631","2014-11-17 00:03:04.892631",1997-04-01,"SNI; Paderborn / Germany","RM400 Model C80",9.47,9.63,9.71,8.84,9.47,9.78,9.51,8.93,10.1,9.5,http://www.spec.org/cpu95/results/res97q1/cpu95-970303-01696.html
479,1413,"2014-11-17 00:03:04.911361","2014-11-17 00:03:04.911361",1997-04-01,"Sun; Mountain View","Enterprise Server Model 3002/1",8.96,10.4,10.2,8.95,9.51,10.1,7.35,8.91,8.11,8.94,http://www.spec.org/cpu95/results/res97q2/cpu95-970409-01744.html
480,1393,"2014-11-17 00:03:04.931976","2014-11-17 00:03:04.931976",1995-12-01,"Sun; Mountain View","SPARCstation 20 Model 151",3.77,4.02,5.36,3.28,3.74,4.04,4.18,4.03,3,3.04,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00485.html
481,1406,"2014-11-17 00:03:04.961599","2014-11-17 00:03:04.961599",1995-01-01,"Sun MountainView;CA","SPARCstation 20 Model 71",2.46,0,3.57,2.02,2.58,2.5,2.04,2.32,2.78,2.18,http://www.spec.org/cpu95/results/res9509/p039.html
482,912,"2014-11-17 00:03:04.980007","2014-11-17 00:03:04.980007",1997-01-01,"Sun; Mountain View","SPARCstation 5 Model 170",3.41,3.53,4.19,3.41,3.65,3.67,3,3.93,3.12,2.6,http://www.spec.org/cpu95/results/res97q2/cpu95-970429-01834.html
483,1403,"2014-11-17 00:03:04.999590","2014-11-17 00:03:04.999590",1993-04-01,"Sun; Mountain View","SPARCstation/server 10 Model 40",1.06,1.13,1.13,1.01,1.01,1.15,1.22,1.16,0.723,1.15,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00490.html
484,1406,"2014-11-17 00:03:05.018332","2014-11-17 00:03:05.018332",1995-02-01,"Sun; Mountain View","SPARCstation/server 20 Model 71",2.82,3.11,4.5,2.41,2.73,3.08,3.05,3.2,1.6,2.83,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00487.html
485,882,"2014-11-17 00:03:05.104797","2014-11-17 00:03:05.104797",1995-05-01,"Sun; Mountain View","SPARCstation/server 4/110 & 5/110",1.37,1.59,1.9,1.18,1.32,1.69,1.43,1.83,0.601,1.6,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00489.html
486,1418,"2014-11-17 00:03:05.126790","2014-11-17 00:03:05.126790",1999-03-01,"Sun; Palo Alto","Sun Enterprise 250",13.5,16.8,14.8,12.9,15.2,16,11.4,14.1,11.4,12.9,http://www.spec.org/cpu95/results/res99q1/cpu95-19990226-03435.html
487,1414,"2014-11-17 00:03:05.221599","2014-11-17 00:03:05.221599",1998-07-01,"Sun; Palo Alto","Sun Enterprise 250",10.1,12.8,10,9.44,11.6,12.2,8.52,10.4,8.95,9.79,http://www.spec.org/cpu95/results/res98q4/cpu95-981007-03100.html
488,1418,"2014-11-17 00:03:05.250509","2014-11-17 00:03:05.250509",1998-12-01,"Sun; Palo Alto","Sun Enterprise 3500",14.3,17.7,16.2,13,15.8,16.8,11.8,14.6,13.8,13.6,http://www.spec.org/cpu95/results/res99q1/cpu95-19990122-03268.html
489,1418,"2014-11-17 00:03:05.270903","2014-11-17 00:03:05.270903",1999-05-01,"Sun; Palo Alto","Sun Enterprise 3500/4500",14.9,18.3,16.9,13.5,16.4,17.2,12.3,15.4,14.3,14.3,http://www.spec.org/cpu95/results/res99q2/cpu95-19990511-03615.html
490,1418,"2014-11-17 00:03:05.289563","2014-11-17 00:03:05.289563",1998-11-01,"Sun; Palo Alto","Sun Enterprise 450",14,17.4,15.5,12.9,16,15.9,11.7,14.4,12.2,13.8,http://www.spec.org/cpu95/results/res98q4/cpu95-981109-03155.html
491,1408,"2014-11-17 00:03:05.306649","2014-11-17 00:03:05.306649",1996-11-01,"Sun; Mountain View","Sun Ultra 1 Creator Model 140E",5.06,5.87,5.64,4.38,5.4,5.95,4.22,5.11,5.02,4.97,http://www.spec.org/cpu95/results/res96q4/cpu95-961108-01465.html
492,1410,"2014-11-17 00:03:05.324274","2014-11-17 00:03:05.324274",1996-07-01,"Sun; Mountain View","Sun Ultra 1 Creator Model 200E",6.62,7.44,7.77,5.57,7.21,8.2,5.83,6.8,5.69,6.37,http://www.spec.org/cpu95/results/res96q3/cpu95-960822-01175.html
493,1408,"2014-11-17 00:03:05.341854","2014-11-17 00:03:05.341854",1995-11-01,"Sun; Mountain View","Sun Ultra 1 Model 140",4.81,5.41,5.48,4.2,5.35,5.95,4.19,5.01,4.11,4.5,http://www.spec.org/cpu95/results/res96q2/cpu95-960606-00851.html
494,1408,"2014-11-17 00:03:05.361949","2014-11-17 00:03:05.361949",1995-11-01,"Sun; Mountain View","Sun Ultra 1 Model 140",4.52,4.66,5.3,3.9,4.59,5.99,4.4,4.64,3.23,4.67,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00492.html
495,1409,"2014-11-17 00:03:05.382185","2014-11-17 00:03:05.382185",1995-11-01,"Sun; Mountain View","Sun Ultra 1 Model 170",5.58,6.26,6.54,4.93,6.1,6.96,4.85,5.81,4.58,5.34,http://www.spec.org/cpu95/results/res96q2/cpu95-960606-00850.html
496,1409,"2014-11-17 00:03:05.400084","2014-11-17 00:03:05.400084",1995-11-01,"Sun; Mountain View","Sun Ultra 1 Model 170",5.26,5.56,6.25,4.48,5.39,7.05,5.15,5.4,3.72,5.35,http://www.spec.org/cpu95/results/res96q1/cpu95-960228-00494.html
497,1411,"2014-11-17 00:03:05.420929","2014-11-17 00:03:05.420929",1997-07-01,"Sun; Mountain View","Sun Ultra 2 Model 30",8.62,10,9.83,8.85,9.12,9.66,7.32,8.13,8.16,8.22,http://www.spec.org/cpu95/results/res97q3/cpu95-970721-01989.html
498,1412,"2014-11-17 00:03:05.438091","2014-11-17 00:03:05.438091",1997-07-01,"Sun; Mountain View","Sun Ultra 2 Model 30",10.2,12.1,11.8,10.7,11.2,11.5,8.5,9.7,8.63,9.86,http://www.spec.org/cpu95/results/res97q3/cpu95-970721-01999.html
499,1424,"2014-11-17 00:03:05.460220","2014-11-17 00:03:05.460220",1998-03-01,"Sun; Palo Alto","Sun Ultra AXi",11.3,14,12.6,11.5,11.6,12.5,9.24,11.8,11.1,10.7,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02732.html
500,1412,"2014-11-17 00:03:05.478723","2014-11-17 00:03:05.478723",1997-08-01,"Sun; Mountain View","Sun Ultra Enterprise 450",10.4,12.1,12.1,10.6,11.3,11.6,8.6,9.87,10.1,9.66,http://www.spec.org/cpu95/results/res97q3/cpu95-970819-02045.html
501,1423,"2014-11-17 00:03:05.497249","2014-11-17 00:03:05.497249",1998-01-01,"Sun; Palo Alto","Ultra 10 300MHz",9.57,12.1,10.5,10.1,9.38,11.3,8.38,10.5,8.08,8.81,http://www.spec.org/cpu95/results/res98q1/cpu95-980128-02369.html
502,1424,"2014-11-17 00:03:05.513944","2014-11-17 00:03:05.513944",1998-06-01,"Sun; Palo Alto","Ultra 10 333MHz",11.3,14.1,12.4,11.4,11.6,12.4,9.28,11.6,11.1,10.7,http://www.spec.org/cpu95/results/res98q3/cpu95-980718-02906.html
503,1424,"2014-11-17 00:03:05.538178","2014-11-17 00:03:05.538178",1998-11-01,"Sun; Palo Alto","Ultra 10 Model 333",11,14.1,12.2,11.5,11.4,13.1,8.98,11.6,10,9.66,http://www.spec.org/cpu95/results/res98q4/cpu95-981118-03193.html
504,1425,"2014-11-17 00:03:05.559633","2014-11-17 00:03:05.559633",1998-11-01,"Sun; Palo Alto","Ultra 10 Model 360",11.9,15.2,13.1,11.3,12.4,14.2,9.89,12.6,10.9,11.2,http://www.spec.org/cpu95/results/res98q4/cpu95-981118-03191.html
505,1427,"2014-11-17 00:03:05.578878","2014-11-17 00:03:05.578878",1999-05-01,"Sun; Palo Alto","Ultra 10 Model 440",15,18.1,15.9,14.2,16,17.3,12.7,15.8,14.6,13.7,http://www.spec.org/cpu95/results/res99q2/cpu95-19990514-03652.html
506,1415,"2014-11-17 00:03:05.599220","2014-11-17 00:03:05.599220",1997-04-01,"Sun; Mountain View","Ultra 2 Creator (3D) Model 1300",10.4,12.1,11.2,10.7,11,11.8,8.89,10.6,9.22,10,http://www.spec.org/cpu95/results/res97q2/cpu95-970430-01842.html
507,1418,"2014-11-17 00:03:05.617236","2014-11-17 00:03:05.617236",1999-05-01,"Sun; Palo Alto","Ultra 2 Model 1400",13.9,17.2,15.6,13.4,15.7,16.6,11.6,14.5,13,11.5,http://www.spec.org/cpu95/results/res99q2/cpu95-19990514-03641.html
508,1409,"2014-11-17 00:03:05.635699","2014-11-17 00:03:05.635699",1996-05-01,"Sun; Mountain View","Ultra 2 Series 1170",5.5,6.34,6.14,4.87,6.14,6.69,4.77,5.66,4.83,5.25,http://www.spec.org/cpu95/results/res96q2/cpu95-960416-00707.html
509,1410,"2014-11-17 00:03:05.656116","2014-11-17 00:03:05.656116",1996-06-01,"Sun; Mountain View","Ultra 2 Series 1200",6.9,7.72,8.24,5.89,7.76,8.44,5.89,6.95,5.92,6.71,http://www.spec.org/cpu95/results/res96q2/cpu95-960416-00709.html
510,1414,"2014-11-17 00:03:05.677379","2014-11-17 00:03:05.677379",1998-07-01,"Sun; Palo Alto","Ultra 450",10.4,13,11.5,10.1,11.2,11.4,8.53,10.5,10.2,10.1,http://www.spec.org/cpu95/results/res98q3/cpu95-980718-02911.html
511,1422,"2014-11-17 00:03:05.697057","2014-11-17 00:03:05.697057",1998-01-01,"Sun; Palo Alto","Ultra 5 270MHz",7.46,9.16,6.91,8.78,7.45,6.89,6.64,9.15,7.43,6.86,http://www.spec.org/cpu95/results/res98q1/cpu95-980127-02356.html
512,1422,"2014-11-17 00:03:05.715388","2014-11-17 00:03:05.715388",1998-11-01,"Sun; Palo Alto","Ultra 5 Model 270",7.5,9.17,7.95,9.05,7.07,7.5,6.77,9.07,7.03,6.06,http://www.spec.org/cpu95/results/res98q4/cpu95-981118-03189.html
513,1424,"2014-11-17 00:03:05.734165","2014-11-17 00:03:05.734165",1998-11-01,"Sun; Palo Alto","Ultra 5 Model 333",11,14.1,12.2,11.5,11.4,13.1,8.98,11.6,10,9.66,http://www.spec.org/cpu95/results/res98q4/cpu95-981118-03188.html
514,1425,"2014-11-17 00:03:05.754006","2014-11-17 00:03:05.754006",1999-05-01,"Sun; Palo Alto","Ultra 5 Model 360",10.2,12.1,11,10.5,9.9,9.43,9.59,11.2,10.6,9.33,http://www.spec.org/cpu95/results/res99q2/cpu95-19990514-03649.html
515,1426,"2014-11-17 00:03:05.776347","2014-11-17 00:03:05.776347",2000-03-01,"Sun; Palo Alto","Ultra 5 Model 400",13.8,16.5,15.3,14.2,14.9,15.7,11.7,14.5,12.7,12.1,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000317-04139.html
516,1414,"2014-11-17 00:03:05.796181","2014-11-17 00:03:05.796181",1998-03-01,"Sun; Palo Alto","Ultra 60 296MHz",10.5,13.2,12,10.2,11.2,11.6,8.67,10.7,9.95,9.69,http://www.spec.org/cpu95/results/res98q1/cpu95-980127-02362.html
517,1417,"2014-11-17 00:03:05.814515","2014-11-17 00:03:05.814515",1998-05-01,"Sun; Palo Alto","Ultra 60 Model 1360",12.8,16.1,14.4,12.7,13.8,14,10.4,13,12.3,12.5,http://www.spec.org/cpu95/results/res98q2/cpu95-980511-02760.html
518,1419,"2014-11-17 00:03:05.833385","2014-11-17 00:03:05.833385",1999-05-01,"Sun; Palo Alto","Ultra 60 Model 1450",16.2,19.7,18,15.1,18.2,18.6,13.1,16.6,15.6,15.4,http://www.spec.org/cpu95/results/res99q2/cpu95-19990514-03646.html
519,1419,"2014-11-17 00:03:05.855537","2014-11-17 00:03:05.855537",1999-11-01,"Sun; Palo Alto","Ultra 80 Model 1450",16.2,19.7,18.2,15,18.3,18.5,13.3,16.6,15.4,15.2,http://www.spec.org/cpu95/results/res99q4/cpu95-19991111-03927.html
520,1413,"2014-11-17 00:03:05.875525","2014-11-17 00:03:05.875525",1997-01-01,"Sun; Mountain View","Ultra Enterprise 4001/1",8.77,9.74,9.38,9.02,9.16,9.57,7.4,8.81,8.83,8.18,http://www.spec.org/cpu95/results/res97q1/cpu95-961220-01560.html
521,1409,"2014-11-17 00:03:05.896445","2014-11-17 00:03:05.896445",1996-08-01,"Sun; Mountain View","Ultra Enterprise Model 3000/1",5.63,6.6,6.18,4.81,6.37,6.31,4.82,5.87,5.39,5.52,http://www.spec.org/cpu95/results/res96q3/cpu95-960718-01078.html
522,1416,"2014-11-17 00:03:05.915777","2014-11-17 00:03:05.915777",1998-03-01,"Sun; Menlo Park","Sun Enterprise 3000",12.1,14.9,13.8,12,12.6,13.2,9.91,12.3,11.9,11.4,http://www.spec.org/cpu95/results/res98q1/cpu95-980223-02459.html
523,1362,"2014-11-17 00:03:05.983766","2014-11-17 00:03:05.983766",1996-03-01,"Tandem Austin;TX",S4101,3.17,3.27,4.37,2.82,3.22,3.15,3.54,3.23,3.1,2.29,http://www.spec.org/cpu95/results/res97q3/cpu95-970715-01977.html
524,1239,"2014-11-17 00:03:06.026129","2014-11-17 00:03:06.026129",1997-01-01,UNISYS,"ClearPath SMP6400  1-CPU(166MHz)",7.15,7.15,6.9,6.46,6.65,7.18,7.47,7.02,7.04,8.71,http://www.spec.org/cpu95/results/res97q1/cpu95-970206-01654.html
525,1241,"2014-11-17 00:03:06.180438","2014-11-17 00:03:06.180438",1997-01-01,UNISYS,"ClearPath SMP6400  1-CPU(200MHZ)",8.59,8.59,8.25,7.76,7.99,8.84,8.98,8.36,8.44,10.3,http://www.spec.org/cpu95/results/res97q1/cpu95-970206-01655.html
