id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,basemean,peakmean,099_go,124_m88ksim,126_gcc,129_compress,130_li,132_ijpeg,134_perl,147_vortex,link
99,849,"2014-11-17 00:02:54.396381","2014-11-17 00:02:54.396381",1996-11-01,"Digital NH","AlphaServer 1000A 5/333",8.41,10.1,10.5,8.71,6.75,7.96,7.5,10.1,8.17,8.23,http://www.spec.org/cpu95/results/res96q4/cpu95-961110-01473.html
100,853,"2014-11-17 00:02:54.421045","2014-11-17 00:02:54.421045",1996-11-01,"Digital NH","AlphaServer 1000A 5/400",9.61,11.5,11.8,10.3,7.45,8.8,8.65,12.1,9.3,9.38,http://www.spec.org/cpu95/results/res96q4/cpu95-961110-01469.html
101,858,"2014-11-17 00:02:54.451776","2014-11-17 00:02:54.451776",1997-04-01,"Digital NH","AlphaServer 1000A 5/500",11.6,14.4,10.5,12.9,9.91,11,10.5,15.7,10.9,12.1,http://www.spec.org/cpu95/results/res97q2/cpu95-970331-01723.html
102,859,"2014-11-17 00:02:54.478028","2014-11-17 00:02:54.478028",1997-10-01,"Digital NH","AlphaServer 1200 5/533",15.1,16.6,17.7,15.6,13.3,12.8,12.5,16.5,18.5,15.2,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02207.html
103,852,"2014-11-17 00:02:54.505930","2014-11-17 00:02:54.505930",1996-10-01,"Digital NH","AlphaServer 2000 5/375",9.82,11.5,12.2,9.45,8,9.47,8.02,11.8,11,9.56,http://www.spec.org/cpu95/results/res96q4/cpu95-961014-01337.html
104,845,"2014-11-17 00:02:54.584493","2014-11-17 00:02:54.584493",1995-07-01,"Digital NH","AlphaServer 2100 5/250",5.96,5.96,8.22,5.86,5.26,5.63,5.25,5.61,6.23,6.07,http://www.spec.org/cpu95/results/res9509/p018.html
105,847,"2014-11-17 00:02:54.609481","2014-11-17 00:02:54.609481",1996-01-01,"Digital NH","AlphaServer 2100 5/300",7.03,7.03,9.85,7.03,6.11,6.5,6.23,6.5,7.99,6.72,http://www.spec.org/cpu95/results/res9512/p020.html
106,847,"2014-11-17 00:02:54.632221","2014-11-17 00:02:54.632221",1996-01-01,"Digital NH","AlphaServer 2100 5/300",7.03,7.03,9.85,7.03,6.11,6.5,6.23,6.5,7.99,6.72,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00215.html
107,852,"2014-11-17 00:02:54.655654","2014-11-17 00:02:54.655654",1996-10-01,"Digital NH","AlphaServer 2100A 5/375",9.82,11.5,12.2,9.45,8,9.47,8.02,11.8,11,9.56,http://www.spec.org/cpu95/results/res96q4/cpu95-961014-01343.html
108,853,"2014-11-17 00:02:54.679283","2014-11-17 00:02:54.679283",1996-09-01,"Digital NH","AlphaServer 4000 5/400",10.1,12.1,12.3,10,8.85,8.66,8.85,10.9,11.8,9.79,http://www.spec.org/cpu95/results/res96q4/cpu95-960912-01305.html
109,856,"2014-11-17 00:02:54.707162","2014-11-17 00:02:54.707162",1997-02-01,"Digital NH","AlphaServer 4000 5/466",12.1,14.1,15.1,12.2,10.3,10.3,10.2,14.5,13.6,12,http://www.spec.org/cpu95/results/res97q1/cpu95-970207-01661.html
110,859,"2014-11-17 00:02:54.808155","2014-11-17 00:02:54.808155",1997-10-01,"Digital NH","AlphaServer 4000 5/533",15,16.6,17.8,14.8,13.3,12.8,12.4,16.5,18.2,15.1,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02194.html
111,860,"2014-11-17 00:02:54.829449","2014-11-17 00:02:54.829449",1998-04-01,"Digital NH","AlphaServer 4000 5/600",17,18.8,20.2,16.8,15.2,14.9,14.3,18.5,19.5,17.3,http://www.spec.org/cpu95/results/res97q4/cpu95-971013-02186.html
112,848,"2014-11-17 00:02:54.852600","2014-11-17 00:02:54.852600",1996-05-01,"Digital NH","AlphaServer 4100 5/300",7.39,8.11,9.87,7.11,6.68,5.8,6.69,7.26,9.28,7.22,http://www.spec.org/cpu95/results/res96q2/cpu95-960506-00774.html
113,848,"2014-11-17 00:02:54.875615","2014-11-17 00:02:54.875615",1996-05-01,"Digital NH","AlphaServer 4100 5/300E",6.48,7.15,8.52,7.01,5.57,4.2,5.8,7.16,8.41,6.41,http://www.spec.org/cpu95/results/res96q2/cpu95-960506-00791.html
114,853,"2014-11-17 00:02:54.899388","2014-11-17 00:02:54.899388",1996-09-01,"Digital NH","AlphaServer 4100 5/400",10.1,12.1,12.3,10,8.85,8.66,8.85,10.9,11.8,9.79,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01181.html
115,856,"2014-11-17 00:02:54.923289","2014-11-17 00:02:54.923289",1997-02-01,"Digital NH","AlphaServer 4100 5/466",12.1,14.1,15.1,12.2,10.3,10.3,10.2,14.5,13.6,12,http://www.spec.org/cpu95/results/res97q1/cpu95-970207-01657.html
116,859,"2014-11-17 00:02:54.946766","2014-11-17 00:02:54.946766",1997-10-01,"Digital NH","AlphaServer 4100 5/533",15,16.6,17.8,14.8,13.3,12.8,12.4,16.5,18.2,15.1,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02208.html
117,860,"2014-11-17 00:02:54.970022","2014-11-17 00:02:54.970022",1998-04-01,"Digital NH","AlphaServer 4100 5/600",17,18.8,20.2,16.8,15.2,14.9,14.3,18.5,19.5,17.3,http://www.spec.org/cpu95/results/res97q4/cpu95-971013-02183.html
118,853,"2014-11-17 00:02:54.997570","2014-11-17 00:02:54.997570",1997-04-01,"Digital NH","AlphaServer 800 5/400",10.2,11.7,12.6,10.5,8.29,8.96,8.72,12.3,11,9.79,http://www.spec.org/cpu95/results/res97q2/cpu95-970331-01719.html
119,858,"2014-11-17 00:02:55.026248","2014-11-17 00:02:55.026248",1997-10-01,"Digital NH","AlphaServer 800 5/500",13.2,14.2,14.5,14.5,11,10.9,11.2,14.9,16,13.4,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02205.html
120,848,"2014-11-17 00:02:55.053316","2014-11-17 00:02:55.053316",1995-04-01,"Digital PKO","AlphaServer 8200 5/300",7.43,7.43,10.1,7.12,6.74,6.8,6.81,6.89,8.05,7.43,http://www.spec.org/cpu95/results/res9512/p021.html
121,850,"2014-11-17 00:02:55.081240","2014-11-17 00:02:55.081240",1996-03-01,"Digital NH","AlphaServer 8200 5/350",8.82,10.1,11.5,8.67,8.34,7.69,7.94,7.91,10.7,8.46,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00217.html
122,855,"2014-11-17 00:02:55.108655","2014-11-17 00:02:55.108655",1996-09-01,"Digital NH","AlphaServer 8200 5/440",11.2,13.6,12.8,11.1,9.92,10.8,9.66,12,12.7,10.8,http://www.spec.org/cpu95/results/res96q3/cpu95-960805-01150.html
123,861,"2014-11-17 00:02:55.140483","2014-11-17 00:02:55.140483",1997-11-01,"Digital NH","AlphaServer 8200 5/625",16.5,18.4,20,16.8,14.5,14.4,14,18.2,18.7,16.6,http://www.spec.org/cpu95/results/res97q4/cpu95-971010-02162.html
124,848,"2014-11-17 00:02:55.169081","2014-11-17 00:02:55.169081",1995-04-01,"Digital PKO","AlphaServer 8400 5/300",7.43,7.43,10.1,7.12,6.74,6.8,6.81,6.89,8.05,7.43,http://www.spec.org/cpu95/results/res9512/p022.html
125,850,"2014-11-17 00:02:55.194291","2014-11-17 00:02:55.194291",1996-03-01,"Digital NH","AlphaServer 8400 5/350",8.82,10.1,11.5,8.67,8.34,7.69,7.94,7.91,10.7,8.46,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00218.html
126,855,"2014-11-17 00:02:55.219620","2014-11-17 00:02:55.219620",1996-09-01,"Digital NH","AlphaServer 8400 5/440",11.2,13.6,12.8,11.1,9.92,10.8,9.66,12,12.7,10.8,http://www.spec.org/cpu95/results/res96q3/cpu95-960805-01154.html
127,861,"2014-11-17 00:02:55.247725","2014-11-17 00:02:55.247725",1997-11-01,"Digital NH","AlphaServer 8400 5/625",16.5,18.4,20,16.8,14.5,14.4,14,18.2,18.7,16.6,http://www.spec.org/cpu95/results/res97q4/cpu95-971010-02163.html
128,830,"2014-11-17 00:02:55.271689","2014-11-17 00:02:55.271689",1994-12-01,"Digital NH","AlphaStation 200 4/100",1.57,1.88,2.16,1.56,1.41,1.5,1.5,1.65,1.62,1.26,http://www.spec.org/cpu95/results/res9509/p019.html
129,830,"2014-11-17 00:02:55.294322","2014-11-17 00:02:55.294322",1995-07-01,"Digital NH","AlphaStation 200 4/100",1.48,1.48,2.05,1.41,1.33,1.48,1.46,1.56,1.47,1.23,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01057.html
130,833,"2014-11-17 00:02:55.316421","2014-11-17 00:02:55.316421",1994-12-01,"Digital NH","AlphaStation 200 4/166",2.45,2.95,3.37,2.55,2.07,2.34,2.35,2.65,2.53,1.98,http://www.spec.org/cpu95/results/res9509/p020.html
131,833,"2014-11-17 00:02:55.336955","2014-11-17 00:02:55.336955",1995-07-01,"Digital NH","AlphaStation 200 4/166",2.31,2.31,3.33,2.27,1.92,2.28,2.27,2.52,2.22,1.9,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01040.html
132,838,"2014-11-17 00:02:55.352746","2014-11-17 00:02:55.352746",1994-12-01,"Digital NH","AlphaStation 200 4/233",3.45,4.28,4.99,4.19,2.85,3.09,2.99,3.75,3.67,2.67,http://www.spec.org/cpu95/results/res9509/p021.html
133,838,"2014-11-17 00:02:55.379854","2014-11-17 00:02:55.379854",1995-07-01,"Digital NH","AlphaStation 200 4/233",3.39,3.39,4.79,3.71,2.77,3.06,2.99,3.62,3.87,2.74,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01060.html
134,839,"2014-11-17 00:02:55.403388","2014-11-17 00:02:55.403388",1995-03-01,"Digital NH","AlphaStation 250 4/266",4.25,5.18,6.22,4.85,3.94,4.06,3.53,4.47,4.24,3.28,http://www.spec.org/cpu95/results/res9509/p022.html
135,839,"2014-11-17 00:02:55.430186","2014-11-17 00:02:55.430186",1995-07-01,"Digital NH","AlphaStation 250 4/266",4.18,4.18,6.12,4.33,3.8,4.1,3.52,4.28,4.41,3.37,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01056.html
136,838,"2014-11-17 00:02:55.453196","2014-11-17 00:02:55.453196",1996-03-01,"Digital NH","AlphaStation 255/233",3.48,4.27,4.83,4.05,3.15,3.43,2.89,3.8,3.45,2.67,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01047.html
137,841,"2014-11-17 00:02:55.476040","2014-11-17 00:02:55.476040",1996-03-01,"Digital NH","AlphaStation 255/300",4.31,5.23,6.26,5.11,3.82,4.32,3.51,4.76,4.2,3.23,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01041.html
138,846,"2014-11-17 00:02:55.500241","2014-11-17 00:02:55.500241",1996-03-01,"Digital NH","AlphaStation 500/266",6.53,7.93,7.98,6.41,6.11,5.9,6.18,6.09,7.11,6.67,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01016.html
139,849,"2014-11-17 00:02:55.520592","2014-11-17 00:02:55.520592",1996-03-01,"Digital NH","AlphaStation 500/333",8.38,9.82,11.3,8.19,7.49,7.36,7.73,7.56,9.93,8.24,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00914.html
140,853,"2014-11-17 00:02:55.543108","2014-11-17 00:02:55.543108",1996-06-01,"Digital NH","AlphaStation 500/400",9.77,12.3,11.5,9.92,8.63,9.79,8.98,10.7,9.54,9.43,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00804.html
141,858,"2014-11-17 00:02:55.568153","2014-11-17 00:02:55.568153",1996-10-01,"Digital NH","AlphaStation 500/500",12.6,15,16,12.6,10.7,11.2,10.7,13.9,14.3,12.1,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01187.html
142,846,"2014-11-17 00:02:55.589114","2014-11-17 00:02:55.589114",1995-07-01,"Digital NH","AlphaStation 600 5/266",6.57,7.91,8.55,6.36,6.17,5.92,6.07,6.11,6.98,6.75,http://www.spec.org/cpu95/results/res9509/p023.html
143,846,"2014-11-17 00:02:55.606327","2014-11-17 00:02:55.606327",1995-05-01,"Digital NH","AlphaStation 600 5/266",6.32,7.29,6.86,6.43,6.08,5.9,6,6.05,6.66,6.62,http://www.spec.org/cpu95/results/res9509/p024.html
144,846,"2014-11-17 00:02:55.625094","2014-11-17 00:02:55.625094",1995-07-01,"Digital NH","AlphaStation 600 5/266",6.3,6.3,8.81,6.22,5.51,5.73,5.68,6.08,6.49,6.35,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01007.html
145,846,"2014-11-17 00:02:55.701525","2014-11-17 00:02:55.701525",1995-07-01,"Digital NH","AlphaStation 600 5/266",6.43,6.43,8.6,6.45,5.72,5.93,5.82,6.16,6.58,6.62,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00228.html
146,848,"2014-11-17 00:02:55.728860","2014-11-17 00:02:55.728860",1995-07-01,"Digital NH","AlphaStation 600 5/300",7.33,7.33,10.3,7.17,6.38,6.66,6.57,6.91,7.92,7.39,http://www.spec.org/cpu95/results/res9509/p025.html
147,849,"2014-11-17 00:02:55.820582","2014-11-17 00:02:55.820582",1996-01-01,"Digital NH","AlphaStation 600 5/333",8.36,9.78,11.2,8.2,7.54,7.29,7.47,7.63,9.81,8.38,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00920.html
148,849,"2014-11-17 00:02:55.844929","2014-11-17 00:02:55.844929",1996-01-01,"Digital NH","AlphaStation 600 5/333",8.42,9.23,11.4,8.18,7.64,7.38,7.59,7.65,9.85,8.36,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00220.html
149,832,"2014-11-17 00:02:55.865474","2014-11-17 00:02:55.865474",1992-11-01,"Digital NH","DEC 3000 Model 500",2.15,2.15,2.76,2.1,1.98,2.22,2.08,2.34,2.09,1.79,http://www.spec.org/cpu95/results/res9509/p015.html
150,837,"2014-11-17 00:02:55.884297","2014-11-17 00:02:55.884297",1994-07-01,"Digital NH","DEC 3000 Model 700",3.66,3.66,5.19,3.76,3.44,3.54,3.11,3.68,3.91,3.03,http://www.spec.org/cpu95/results/res9509/p016.html
151,840,"2014-11-17 00:02:55.901976","2014-11-17 00:02:55.901976",1994-07-01,"Digital NH","DEC 3000 Model 900",4.24,4.24,5.99,4.46,3.9,4.2,3.5,4.39,4.38,3.54,http://www.spec.org/cpu95/results/res9509/p017.html
152,853,"2014-11-17 00:02:55.932651","2014-11-17 00:02:55.932651",1998-01-01,"Digital NH","DIGITAL Server 3300 6400A",12.3,12.4,12.7,13.9,12.9,10.7,11.2,12.4,13.1,11.6,http://www.spec.org/cpu95/results/res98q2/cpu95-980325-02581.html
153,858,"2014-11-17 00:02:55.956599","2014-11-17 00:02:55.956599",1998-01-01,"Digital NH","DIGITAL Server 3305 6500A",14.4,14.7,15.8,14.6,14.9,13.1,13.4,15.1,16.3,12.7,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02385.html
154,859,"2014-11-17 00:02:55.975252","2014-11-17 00:02:55.975252",1998-01-01,"Digital NH","DIGITAL Server 5305 6533A",15.9,16.2,16.9,15.6,16.9,15,14.6,16.6,17.5,14.4,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02389.html
155,859,"2014-11-17 00:02:55.995256","2014-11-17 00:02:55.995256",1998-01-01,"Digital NH","DIGITAL Server 7305 6533A",16.8,16.9,17.5,18.6,17.8,15.1,15.1,17.1,17.8,15.9,http://www.spec.org/cpu95/results/res98q2/cpu95-980325-02580.html
156,860,"2014-11-17 00:02:56.018450","2014-11-17 00:02:56.018450",1998-07-01,"Digital NH","DIGITAL Server 7310 6600A",19.2,19.3,19.8,20.9,20.6,17.5,17.2,19.2,20.1,18.5,http://www.spec.org/cpu95/results/res98q2/cpu95-980325-02573.html
157,851,"2014-11-17 00:02:56.040919","2014-11-17 00:02:56.040919",1998-04-01,"Digital NH","Digital Alpha VME 5/352",9.33,10.7,8.6,9.49,8.47,8.39,8.11,10.7,11.8,9.66,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02548.html
158,857,"2014-11-17 00:02:56.060053","2014-11-17 00:02:56.060053",1998-04-01,"Digital NH","Digital Alpha VME 5/480",12.4,13.6,14.8,13,10.3,9.96,10.2,14.2,15.6,12.3,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02551.html
159,849,"2014-11-17 00:02:56.083421","2014-11-17 00:02:56.083421",1995-10-01,"Digital NH","Digital EB164",8.08,8.08,10.8,8.16,6.99,7.41,7.37,7.67,8.54,8.24,http://www.spec.org/cpu95/results/res9512/p023.html
160,859,"2014-11-17 00:02:56.106125","2014-11-17 00:02:56.106125",1997-10-01,"Digital NH","AlphaServer 1200 5/533",16.7,16.8,17.2,18.5,17.6,15,15,16.8,18,15.9,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02746.html
161,859,"2014-11-17 00:02:56.128502","2014-11-17 00:02:56.128502",1997-10-01,"Digital NH","AlphaServer 4100 5/533",16.8,16.9,17.5,18.6,17.8,15.1,15.1,17.1,17.8,15.9,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02740.html
162,853,"2014-11-17 00:02:56.150668","2014-11-17 00:02:56.150668",1997-04-01,"Digital NH","AlphaServer 800 5/400",12.3,12.4,12.7,13.9,12.9,10.7,11.2,12.4,13.1,11.6,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02742.html
163,858,"2014-11-17 00:02:56.169808","2014-11-17 00:02:56.169808",1997-10-01,"Digital NH","AlphaServer 800 5/500",14.4,14.7,15.8,14.6,14.9,13.1,13.4,15.1,16.3,12.7,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02748.html
164,854,"2014-11-17 00:02:56.196403","2014-11-17 00:02:56.196403",1997-01-01,"Digital NH","DIGITAL Personal Workstation 433a",12.3,0,14.3,10.9,12.3,13,11.2,13.3,12.9,10.5,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01815.html
165,854,"2014-11-17 00:02:56.217502","2014-11-17 00:02:56.217502",1997-05-01,"Digital NH","DIGITAL Personal Workstation 433au",12.1,13.9,14.3,11.9,10.7,10.5,10.5,13.2,14.6,11.6,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01828.html
166,858,"2014-11-17 00:02:56.236864","2014-11-17 00:02:56.236864",1997-04-01,"Digital NH","DIGITAL Personal Workstation 500a",13.9,0,16.4,12.6,13.8,14.8,12.9,15.3,14.5,11.7,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01820.html
167,858,"2014-11-17 00:02:56.259580","2014-11-17 00:02:56.259580",1997-05-01,"Digital NH","DIGITAL Personal Workstation 500au",13.7,15.7,16.4,13.7,11.5,11.9,11.9,15.3,16.7,13.3,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01824.html
168,860,"2014-11-17 00:02:56.286387","2014-11-17 00:02:56.286387",1997-08-01,"Digital NH","DIGITAL Personal Workstation 600a",16.3,0,19,15.2,15.9,16.4,15.2,18.1,17.3,13.6,http://www.spec.org/cpu95/results/res97q2/cpu95-970512-01866.html
169,860,"2014-11-17 00:02:56.310233","2014-11-17 00:02:56.310233",1997-08-01,"Digital NH","DIGITAL Personal Workstation 600au",16,18.4,19.1,16.5,13.6,13.3,13.9,18.2,19.6,15.3,http://www.spec.org/cpu95/results/res97q2/cpu95-970512-01871.html
170,886,"2014-11-17 00:02:56.337797","2014-11-17 00:02:56.337797",1998-12-01,"FUJITSU LIMITED","GP7000F Model200 225",11,14,12.5,8.83,13.5,11.3,10.1,11.2,11,10.5,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03403.html
171,887,"2014-11-17 00:02:56.360104","2014-11-17 00:02:56.360104",1998-12-01,"FUJITSU LIMITED","GP7000F Model200 250",12.5,15.9,14.1,9.79,15.2,12.8,11.1,12.7,12.3,12.7,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03399.html
172,888,"2014-11-17 00:02:56.380151","2014-11-17 00:02:56.380151",1999-07-01,"FUJITSU LIMITED","GP7000F Model200 275",13.6,17.6,15.3,10.9,16.6,14,11.4,13.9,13.7,13.6,http://www.spec.org/cpu95/results/res99q2/cpu95-19990601-03676.html
173,888,"2014-11-17 00:02:56.405524","2014-11-17 00:02:56.405524",1998-12-01,"FUJITSU LIMITED","GP7000F Model600 275",13.7,17.6,15.5,10.7,16.7,14.1,11.8,14.2,13.2,14.1,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03394.html
174,889,"2014-11-17 00:02:56.429258","2014-11-17 00:02:56.429258",1999-08-01,"FUJITSU LIMITED","GP7000F Model600 300",14.7,19.2,15,11.9,18,15.3,12.8,15.4,14.8,15.3,http://www.spec.org/cpu95/results/res99q2/cpu95-19990601-03679.html
175,1206,"2014-11-17 00:02:56.451746","2014-11-17 00:02:56.451746",1997-06-01,Fujitsu,"teamserver C760i",9.58,9.58,8.83,9.19,8.95,8.32,10.1,9.53,10.9,11.2,http://www.spec.org/cpu95/results/res97q2/cpu95-970530-01889.html
176,1207,"2014-11-17 00:02:56.472626","2014-11-17 00:02:56.472626",1997-06-01,Fujitsu,"teamserver C770i",10.8,10.8,10,10.5,10.1,8.61,11.5,10.8,12.4,12.6,http://www.spec.org/cpu95/results/res97q2/cpu95-970530-01887.html
177,1207,"2014-11-17 00:02:56.494258","2014-11-17 00:02:56.494258",1997-06-01,Fujitsu,"teamserver G770i",10.7,10.8,9.94,10.5,10,8.74,11.3,10.8,12.4,12.7,http://www.spec.org/cpu95/results/res97q2/cpu95-970530-01881.html
178,1239,"2014-11-17 00:02:56.516832","2014-11-17 00:02:56.516832",1996-06-01,ICL,"superserver J630i",7.28,7.28,6.95,6.5,6.95,7.4,7.57,7.06,7.47,8.51,http://www.spec.org/cpu95/results/res96q2/cpu95-960429-00748.html
179,1241,"2014-11-17 00:02:56.593813","2014-11-17 00:02:56.593813",1996-07-01,ICL,"superserver J650i",8.71,8.71,8.54,7.8,8.22,8.21,9.29,8.42,9.11,10.3,http://www.spec.org/cpu95/results/res96q2/cpu95-960529-00821.html
180,1227,"2014-11-17 00:02:56.619788","2014-11-17 00:02:56.619788",1999-12-01,"Fujitsu Siemens Computers","CELSIUS 650",35.5,35.9,36.9,38.6,33.5,22.6,44.7,32.2,39.1,41.6,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03945.html
181,1165,"2014-11-17 00:02:56.644665","2014-11-17 00:02:56.644665",1995-05-01,Intel,"Gateway P5-100",3.05,3.05,3.07,3.16,3.09,2.6,3.44,2.3,3.7,3.28,http://www.spec.org/cpu95/results/res9512/p024.html
182,915,"2014-11-17 00:02:56.764758","2014-11-17 00:02:56.764758",1996-11-01,"HAL Computer Systems","Fujitsu HALstation 300",6.93,7.51,8.5,5.35,8.08,5.09,6.24,7.43,7.57,8.13,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01778.html
183,916,"2014-11-17 00:02:56.787214","2014-11-17 00:02:56.787214",1996-11-01,"HAL Computer Systems","Fujitsu HALstation 300",7.83,8.51,9.67,6.11,9.14,5.48,7.07,8.47,8.64,9.21,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01792.html
184,915,"2014-11-17 00:02:56.808679","2014-11-17 00:02:56.808679",1996-11-01,"HAL Computer Systems","Fujitsu HALstation 300",6.82,7.43,8.1,5.17,7.97,5.11,6.13,7.62,7.4,7.91,http://www.spec.org/cpu95/results/res96q4/cpu95-961029-01428.html
185,916,"2014-11-17 00:02:56.827184","2014-11-17 00:02:56.827184",1996-11-01,"HAL Computer Systems","Fujitsu HALstation 300",7.7,8.39,9.23,5.91,9.01,5.5,6.98,8.7,8.45,8.96,http://www.spec.org/cpu95/results/res96q4/cpu95-961029-01432.html
186,914,"2014-11-17 00:02:56.845979","2014-11-17 00:02:56.845979",1995-10-01,"HAL Computer Systems","Fujitsu HALstation 300",4.59,5.08,5.89,3.32,5.49,3.53,3.7,5.6,5,5.03,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00806.html
187,913,"2014-11-17 00:02:56.864628","2014-11-17 00:02:56.864628",1995-10-01,"HAL Computer Systems","Fujitsu HALstation 300",3.97,4.41,5.05,2.84,4.68,3.31,3.17,4.79,4.27,4.32,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00808.html
188,944,"2014-11-17 00:02:56.883539","2014-11-17 00:02:56.883539",1999-05-01,"HP Fort Collins; CO","HP 9000 Model B1000",21.6,24.1,23.3,22.9,19.3,21,22.5,18.4,19.3,27.4,http://www.spec.org/cpu95/results/res99q3/cpu95-19990816-03767.html
189,947,"2014-11-17 00:02:56.903695","2014-11-17 00:02:56.903695",1999-05-01,"HP Fort Collins; CO","HP 9000 Model C3000",28.5,31.8,31.1,30.5,25.4,27.6,30.1,24.1,25.8,35.2,http://www.spec.org/cpu95/results/res99q3/cpu95-19990816-03769.html
190,944,"2014-11-17 00:02:56.927370","2014-11-17 00:02:56.927370",1999-05-01,"HP Fort Collins; CO","HP 9000 Model B1000",20.4,22.4,22.4,23.3,18.5,20.3,22.7,18,16.5,22.6,http://www.spec.org/cpu95/results/res99q2/cpu95-19990524-03664.html
191,948,"2014-11-17 00:02:56.947936","2014-11-17 00:02:56.947936",2000-01-01,"HP Fort Collins","HP 9000 Model B2000",29,31.8,31.1,30.3,25.5,27.6,29.6,24,26.3,40.3,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04127.html
192,934,"2014-11-17 00:02:56.969125","2014-11-17 00:02:56.969125",1995-11-01,"HP Cupertino; CA","HP 9000 Model C100",4.5,4.98,6.17,3.87,4.54,4.05,4.63,3.85,4.45,4.82,http://www.spec.org/cpu95/results/res9512/p026.html
193,934,"2014-11-17 00:02:56.986294","2014-11-17 00:02:56.986294",1995-11-01,"HP Cupertino; CA","HP 9000 Model C100",3.67,3.67,6.19,3.17,4.19,3.67,3.59,2.77,3.27,3.36,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01266.html
194,935,"2014-11-17 00:02:57.009437","2014-11-17 00:02:57.009437",1995-11-01,"HP Cupertino; CA","HP 9000 Model C110",5.42,6,7.42,4.66,5.47,4.89,5.58,4.64,5.35,5.86,http://www.spec.org/cpu95/results/res9512/p027.html
195,935,"2014-11-17 00:02:57.031830","2014-11-17 00:02:57.031830",1995-11-01,"HP Cupertino; CA","HP 9000 Model C110",4.41,4.41,7.45,3.8,5.05,4.42,4.28,3.33,3.91,4.03,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01262.html
196,939,"2014-11-17 00:02:57.054325","2014-11-17 00:02:57.054325",1996-06-01,"HP Cupertino; CA","HP 9000 Model C160",9.45,10.4,10.1,10.4,7.93,9.43,10.1,8.89,9.15,9.85,http://www.spec.org/cpu95/results/res96q2/cpu95-960607-00858.html
197,940,"2014-11-17 00:02:57.075802","2014-11-17 00:02:57.075802",1996-06-01,"HP Cupertino; CA","HP 9000 Model C180-XP",10.8,11.8,11.9,11.7,9.37,10.9,11.3,10,10.4,10.9,http://www.spec.org/cpu95/results/res96q2/cpu95-960607-00854.html
198,947,"2014-11-17 00:02:57.095170","2014-11-17 00:02:57.095170",1999-05-01,"HP Fort Collins; CO","HP 9000 Model C3000",27.4,30.2,30.4,31.6,25,27,30.8,24,22.4,29.2,http://www.spec.org/cpu95/results/res99q2/cpu95-19990524-03666.html
199,952,"2014-11-17 00:02:57.123519","2014-11-17 00:02:57.123519",2000-01-01,"HP TCD (Fort Collins)","HP 9000 Model C3600",38.4,42.1,42.8,41.7,34.7,37.1,40.8,32.2,35.9,43.2,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04131.html
