id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,164_gzip,175_vpr,176_gcc,181_mcf,186_crafty,197_parser,252_eon,253_perlbmk,254_gap,255_vortex,256_bzip2,300_twolf,link
401,1250,"2014-11-17 00:03:16.448897","2014-11-17 00:03:16.448897",2006-05-01,"Hewlett-Packard Company","ProLiant DL380 G5",,f,1764,1771,1266,1151,2152,1932,1378,1511,2353,2181,1936,3001,1284,1879,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060320-05779.html
402,761,"2014-11-17 00:03:16.471822","2014-11-17 00:03:16.471822",2005-02-01,"Hewlett-Packard Company","ProLiant DL385  TM  252",,f,1558,1745,1574,1232,1759,721,2264,1174,2258,1766,1607,2510,1420,1366,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050124-03752.html
403,762,"2014-11-17 00:03:16.494730","2014-11-17 00:03:16.494730",2005-09-01,"Hewlett-Packard Company","ProLiant DL385  TM  254",,f,1696,1889,1697,1316,1925,765,2388,1300,2662,1853,1808,2706,1531,1498,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04613.html
404,762,"2014-11-17 00:03:16.520930","2014-11-17 00:03:16.520930",2005-09-01,"Hewlett-Packard Company","ProLiant DL385  TM  254",,f,1817,1914,1536,1476,2045,1180,1824,1730,2765,1860,1942,2796,1449,1851,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04619.html
405,765,"2014-11-17 00:03:16.550685","2014-11-17 00:03:16.550685",2005-07-01,"Hewlett-Packard Company","ProLiant DL385  TM  275",,f,1380,1518,1323,1090,1539,686,1872,1060,2095,1503,1473,2200,1253,1240,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050711-04373.html
406,765,"2014-11-17 00:03:16.572560","2014-11-17 00:03:16.572560",2005-07-01,"Hewlett-Packard Company","ProLiant DL385  TM  275",,f,1465,1539,1213,1205,1631,1039,1434,1386,2176,1478,1554,2260,1181,1489,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04431.html
407,766,"2014-11-17 00:03:16.590272","2014-11-17 00:03:16.590272",2005-09-01,"Hewlett-Packard Company","ProLiant DL385  TM  280",,f,1500,1666,1459,1188,1688,735,2050,1147,2284,1605,1599,2390,1358,1347,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04598.html
408,766,"2014-11-17 00:03:16.611520","2014-11-17 00:03:16.611520",2005-09-01,"Hewlett-Packard Company","ProLiant DL385  TM  280",,f,1596,1677,1322,1309,1776,1130,1566,1510,2373,1610,1696,2460,1286,1625,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04606.html
409,767,"2014-11-17 00:03:16.631095","2014-11-17 00:03:16.631095",2006-03-01,"Hewlett-Packard Company","ProLiant DL385  TM  285",,f,1604,1797,1566,1236,1808,709,2307,1213,2641,1750,1714,2572,1451,1416,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05720.html
410,767,"2014-11-17 00:03:16.658477","2014-11-17 00:03:16.658477",2006-03-01,"Hewlett-Packard Company","ProLiant DL385  TM  285",,f,1692,1780,1427,1364,1907,1099,1694,1607,2600,1745,1802,2577,1345,1747,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05724.html
411,788,"2014-11-17 00:03:16.684823","2014-11-17 00:03:16.684823",2006-09-01,"Hewlett-Packard Company","ProLiant DL385 G2  TM  2218",,f,1624,1804,1586,1289,1823,745,2215,1233,2751,1719,1759,2543,1479,1417,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07157.html
412,788,"2014-11-17 00:03:16.715549","2014-11-17 00:03:16.715549",2006-09-01,"Hewlett-Packard Company","ProLiant DL385 G2  TM  2218",,f,1729,1861,1447,1394,1970,1160,1682,1624,2497,1911,1898,2660,1342,1754,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07158.html
413,801,"2014-11-17 00:03:16.750666","2014-11-17 00:03:16.750666",2007-01-01,"Hewlett-Packard Company","ProLiant DL385 G2  TM  2220SE",,f,1696,1913,1693,1327,1945,739,2325,1296,2966,1778,1859,2612,1537,1475,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08038.html
414,801,"2014-11-17 00:03:16.774922","2014-11-17 00:03:16.774922",2007-01-01,"Hewlett-Packard Company","ProLiant DL385 G2  TM  2220SE",,f,1824,1992,1554,1455,2039,1171,1810,1714,2662,2073,2045,2721,1425,1856,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08039.html
415,1258,"2014-11-17 00:03:16.794214","2014-11-17 00:03:16.794214",2006-05-01,"Hewlett-Packard Company","ProLiant DL580 G4",,f,1416,1423,1009,933,1741,1455,1123,1209,2041,1732,1551,2355,1012,1536,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05987.html
416,1262,"2014-11-17 00:03:16.820200","2014-11-17 00:03:16.820200",2006-08-01,"Hewlett-Packard Company","ProLiant DL580 G4",,f,1736,1745,1150,1184,2081,2411,1269,1464,2310,2043,1732,3140,1336,1717,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07056.html
417,1199,"2014-11-17 00:03:16.842359","2014-11-17 00:03:16.842359",2006-02-01,"Hewlett-Packard Company","ProLiant ML110 G3",,f,1494,1503,1020,1007,1790,1881,1112,1260,1896,1791,1627,2668,1143,1514,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060206-05516.html
418,1249,"2014-11-17 00:03:16.862191","2014-11-17 00:03:16.862191",2006-05-01,"Hewlett-Packard Company","ProLiant ML150 G3",,f,1425,1432,1024,934,1747,1472,1122,1219,2041,1738,1569,2406,1022,1521,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07169.html
419,1250,"2014-11-17 00:03:16.881428","2014-11-17 00:03:16.881428",2006-05-01,"Hewlett-Packard Company","ProLiant ML150 G3",,f,1790,1800,1280,1175,2197,1914,1398,1530,2541,2168,1971,3029,1283,1894,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06789.html
420,1199,"2014-11-17 00:03:16.900165","2014-11-17 00:03:16.900165",2006-02-01,"Hewlett-Packard Company","ProLiant ML310 G3",,f,1497,1502,1024,1013,1789,1928,1111,1257,1892,1794,1627,2664,1139,1512,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060206-05510.html
421,1244,"2014-11-17 00:03:16.916961","2014-11-17 00:03:16.916961",2006-09-01,"Hewlett-Packard Company","ProLiant ML310 G4",,f,2562,2571,1491,1861,2919,4162,2196,2003,3138,2919,2548,4344,1939,2745,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07575.html
422,1246,"2014-11-17 00:03:16.932448","2014-11-17 00:03:16.932448",2006-09-01,"Hewlett-Packard Company","ProLiant ML310 G4",,f,2826,2835,1658,2042,3220,4460,2446,2218,3491,3237,2789,4761,2143,3052,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07411.html
423,1251,"2014-11-17 00:03:16.960751","2014-11-17 00:03:16.960751",2006-05-01,"Hewlett-Packard Company","ProLiant ML350 G5",,f,1706,1712,995,1246,1957,2800,1467,1341,2093,1944,1670,2892,1262,1830,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06792.html
424,1268,"2014-11-17 00:03:16.990875","2014-11-17 00:03:16.990875",2006-11-01,"Hewlett-Packard Company","ProLiant ML350 G5",,f,1966,1972,1156,1444,2220,3205,1703,1550,2426,2259,1868,3303,1446,2182,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070216-08591.html
425,1337,"2014-11-17 00:03:17.072197","2014-11-17 00:03:17.072197",2007-01-01,"Hewlett-Packard Company","ProLiant ML350 G5",,f,2721,2729,1647,1991,2711,4224,2434,2196,3464,3216,2561,4536,2027,3123,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08441.html
426,1256,"2014-11-17 00:03:17.100688","2014-11-17 00:03:17.100688",2006-06-01,"Hewlett-Packard Company","ProLiant ML350 G5",,f,3015,3025,1843,2152,3038,4384,2753,2457,3925,3599,2879,4982,2266,3440,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06352.html
427,1250,"2014-11-17 00:03:17.131535","2014-11-17 00:03:17.131535",2006-06-01,"Hewlett-Packard Company","ProLiant ML350 G5",,f,1771,1781,1280,1152,2178,1828,1400,1521,2544,2164,1965,2952,1255,1895,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06168.html
428,1251,"2014-11-17 00:03:17.153913","2014-11-17 00:03:17.153913",2006-06-01,"Hewlett-Packard Company","ProLiant ML370 G5",,f,1704,1710,996,1248,1952,2757,1469,1341,2079,1945,1678,2896,1261,1841,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06945.html
429,1268,"2014-11-17 00:03:17.180807","2014-11-17 00:03:17.180807",2006-11-01,"Hewlett-Packard Company","ProLiant ML370 G5",,f,1965,1971,1159,1442,2223,3178,1703,1548,2421,2255,1879,3288,1446,2187,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070222-08637.html
430,1337,"2014-11-17 00:03:17.282551","2014-11-17 00:03:17.282551",2006-11-01,"Hewlett-Packard Company","ProLiant ML370 G5",,f,2726,2735,1651,1989,2775,4207,2433,2191,3464,3205,2592,4524,2027,3125,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08420.html
431,1256,"2014-11-17 00:03:17.306507","2014-11-17 00:03:17.306507",2006-06-01,"Hewlett-Packard Company","ProLiant ML370 G5",,f,3022,3039,1848,2144,3070,4599,2755,2452,3917,3592,2851,4901,2257,3457,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060525-06043.html
432,1258,"2014-11-17 00:03:17.328171","2014-11-17 00:03:17.328171",2006-05-01,"Hewlett-Packard Company","ProLiant ML570 G4",,f,1422,1430,1012,937,1750,1466,1126,1214,2049,1742,1556,2363,1018,1541,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05992.html
433,1262,"2014-11-17 00:03:17.347408","2014-11-17 00:03:17.347408",2006-08-01,"Hewlett-Packard Company","ProLiant ML570 G4",,f,1742,1751,1153,1191,2088,2416,1273,1470,2316,2051,1738,3156,1341,1723,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07065.html
434,876,"2014-11-17 00:03:17.366248","2014-11-17 00:03:17.366248",2002-08-01,"Hewlett-Packard Company","hp AlphaServer DS25 68/1000",,f,618,678,462,533,699,565,815,418,793,578,461,852,666,789,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020801-01520.html
435,878,"2014-11-17 00:03:17.382287","2014-11-17 00:03:17.382287",2002-08-01,"Hewlett-Packard Company","hp AlphaServer ES45 68/1250",,f,845,928,575,860,905,1125,1016,569,952,790,552,1158,925,1026,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01757.html
436,877,"2014-11-17 00:03:17.399671","2014-11-17 00:03:17.399671",2002-08-01,"Hewlett-Packard Company","hp AlphaServer GS160 68/1224",,f,767,833,562,785,846,823,1004,558,969,744,351,1052,866,1040,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01765.html
437,877,"2014-11-17 00:03:17.417311","2014-11-17 00:03:17.417311",2002-08-01,"Hewlett-Packard Company","hp AlphaServer GS320 68/1224",,f,767,833,562,785,846,823,1004,558,969,744,351,1052,866,1040,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01766.html
438,877,"2014-11-17 00:03:17.434218","2014-11-17 00:03:17.434218",2002-08-01,"Hewlett-Packard Company","hp AlphaServer GS80 68/1224",,f,767,833,562,785,846,823,1004,558,969,744,351,1052,866,1040,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01767.html
439,955,"2014-11-17 00:03:17.452344","2014-11-17 00:03:17.452344",2002-03-01,"Hewlett-Packard Company","hp server rp2470",,f,549,581,502,607,757,518,642,407,488,518,269,1004,452,781,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020212-01263.html
440,955,"2014-11-17 00:03:17.472896","2014-11-17 00:03:17.472896",2001-11-01,"Hewlett-Packard Company","hp server rp5470",,f,517,549,496,535,707,376,644,427,509,510,242,931,410,783,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01071.html
441,954,"2014-11-17 00:03:17.495149","2014-11-17 00:03:17.495149",2001-11-01,"Hewlett-Packard Company","hp server rp5470",,f,465,491,434,498,631,390,558,383,441,446,219,837,373,674,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01079.html
442,955,"2014-11-17 00:03:17.523809","2014-11-17 00:03:17.523809",2001-09-01,"Hewlett-Packard Company","hp server rp7400",,f,520,551,495,550,710,396,642,427,508,510,242,930,411,781,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010911-00894.html
443,954,"2014-11-17 00:03:17.543771","2014-11-17 00:03:17.543771",2001-09-01,"Hewlett-Packard Company","hp server rp7400",,f,466,493,433,498,631,392,557,383,441,446,219,836,374,676,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01088.html
444,1158,"2014-11-17 00:03:17.596940","2014-11-17 00:03:17.596940",2002-09-01,"Hewlett-Packard Company","hp server rx2600   Itanium 2",,f,674,674,526,574,890,448,700,560,902,718,616,1021,604,758,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01863.html
445,1156,"2014-11-17 00:03:17.620776","2014-11-17 00:03:17.620776",2001-06-01,"Hewlett-Packard Company","hp server rx4610",,f,342,342,334,284,382,293,358,274,415,324,274,552,313,389,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010730-00776.html
446,1156,"2014-11-17 00:03:17.642351","2014-11-17 00:03:17.642351",2001-06-01,"Hewlett-Packard Company","hp server rx4610",,f,379,0,322,402,428,605,357,316,370,320,258,472,362,450,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00842.html
447,1158,"2014-11-17 00:03:17.680789","2014-11-17 00:03:17.680789",2002-09-01,"Hewlett-Packard Company","hp server rx5670   Itanium 2",,f,673,673,528,572,890,447,700,559,902,715,617,1016,603,755,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01865.html
448,952,"2014-11-17 00:03:17.706516","2014-11-17 00:03:17.706516",2000-02-01,"Hewlett-Packard Company","hp visualize  c3600 UNIX workstation",,f,408,432,373,415,559,376,471,342,395,407,213,746,338,471,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001106-00303.html
449,947,"2014-11-17 00:03:17.727868","2014-11-17 00:03:17.727868",2000-02-01,"Hewlett-Packard Company","hp visualize b2000 UNIX workstation",,f,313,332,275,328,420,344,343,261,286,294,163,571,265,361,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001106-00300.html
450,952,"2014-11-17 00:03:17.754121","2014-11-17 00:03:17.754121",2000-09-01,"Hewlett-Packard Company","hp visualize j6000 UNIX workstation",,f,417,441,376,421,577,384,472,361,395,406,229,764,349,479,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001106-00305.html
451,950,"2014-11-17 00:03:17.781458","2014-11-17 00:03:17.781458",2001-06-01,"Hewlett-Packard Company","hp workstation b2600",,f,380,403,342,382,524,380,426,329,342,353,209,712,321,430,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00601.html
452,953,"2014-11-17 00:03:17.806665","2014-11-17 00:03:17.806665",2001-11-01,"Hewlett-Packard Company","hp workstation c3650",,f,481,508,424,535,672,466,533,364,415,443,255,897,412,645,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20011221-01155.html
453,955,"2014-11-17 00:03:17.831323","2014-11-17 00:03:17.831323",2001-07-01,"Hewlett-Packard Company","hp workstation c3700",,f,568,604,505,607,783,466,647,495,516,529,295,1056,474,783,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00606.html
454,956,"2014-11-17 00:03:17.852211","2014-11-17 00:03:17.852211",2002-11-01,"Hewlett-Packard Company","hp workstation c3750",,f,642,678,588,688,906,494,751,495,592,619,339,1196,534,911,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021004-01707.html
455,1156,"2014-11-17 00:03:17.892635","2014-11-17 00:03:17.892635",2001-06-01,"Hewlett-Packard Company","hp workstation i2000",,f,358,365,322,376,407,402,356,296,370,320,256,459,334,449,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010911-00899.html
456,955,"2014-11-17 00:03:17.912623","2014-11-17 00:03:17.912623",2001-07-01,"Hewlett-Packard Company","hp workstation j6700",,f,569,603,509,598,783,465,649,497,516,530,298,1051,475,787,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00608.html
457,956,"2014-11-17 00:03:17.928922","2014-11-17 00:03:17.928922",2002-11-01,"Hewlett-Packard Company","hp workstation j6750",,f,641,676,588,686,903,490,754,495,593,620,339,1191,536,915,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021004-01710.html
458,1158,"2014-11-17 00:03:18.001878","2014-11-17 00:03:18.001878",2002-09-01,"Hewlett-Packard Company","hp workstation zx2000   Itanium 2",,f,668,0,524,564,878,430,701,556,905,715,609,1011,592,764,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020715-01486.html
459,1158,"2014-11-17 00:03:18.051625","2014-11-17 00:03:18.051625",2002-09-01,"Hewlett-Packard Company","hp workstation zx6000   Itanium 2",,f,669,669,525,577,871,442,687,541,941,722,612,994,597,747,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021202-01879.html
460,758,"2014-11-17 00:03:18.073773","2014-11-17 00:03:18.073773",2005-04-01,"IBM Corporation","AMD Opteron",,f,1184,1323,1167,927,1366,560,1665,833,1829,1297,1220,1820,1094,1152,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050610-04212.html
461,760,"2014-11-17 00:03:18.095479","2014-11-17 00:03:18.095479",2005-04-01,"IBM Corporation","AMD Opteron",,f,1417,1575,1433,1086,1648,627,2017,1029,2202,1555,1527,2167,1287,1348,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050610-04216.html
462,761,"2014-11-17 00:03:18.187301","2014-11-17 00:03:18.187301",2005-04-01,"IBM Corporation","AMD Opteron",,f,1559,1753,1563,1241,1776,714,2210,1067,2403,1725,1650,2529,1433,1429,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050505-04069.html
463,765,"2014-11-17 00:03:18.212119","2014-11-17 00:03:18.212119",2005-07-01,"IBM Corporation",,,f,1327,1455,1320,1012,1513,625,1858,1006,2032,1440,1426,1997,1206,1254,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050822-04523.html
464,970,"2014-11-17 00:03:18.231836","2014-11-17 00:03:18.231836",2003-07-01,"IBM Corporation","IBM IntelliStation POWER 275 Workstation   1 CPU",,f,617,683,460,600,676,1003,534,265,792,482,567,962,664,831,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030623-02296.html
465,972,"2014-11-17 00:03:18.250166","2014-11-17 00:03:18.250166",2003-07-01,"IBM Corporation","IBM IntelliStation POWER 275 Workstation   1 CPU",,f,883,978,664,842,974,1368,770,400,1091,660,880,1388,952,1163,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030623-02298.html
466,975,"2014-11-17 00:03:18.269655","2014-11-17 00:03:18.269655",2005-10-01,"IBM Corporation","IBM IntelliStation POWER 285 Workstation   1 CPU",,f,1469,1512,861,1249,1556,3049,1176,1315,1568,1049,1327,2515,1411,1651,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051003-04879.html
467,976,"2014-11-17 00:03:18.297507","2014-11-17 00:03:18.297507",2006-08-01,"IBM Corporation","IBM IntelliStation POWER 285 Workstation   1 CPU",,f,1670,1747,949,1506,1924,3661,1336,1466,1835,1122,1464,2714,1575,1849,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060723-06639.html
468,969,"2014-11-17 00:03:18.317056","2014-11-17 00:03:18.317056",2002-03-01,"IBM Corporation","IBM IntelliStation POWER Model 265",,f,298,318,264,290,331,363,278,195,391,229,270,289,301,468,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020128-01226.html
469,1018,"2014-11-17 00:03:18.335583","2014-11-17 00:03:18.335583",2001-09-01,"IBM Corporation","IBM RS/6000 Model M80",,f,409,439,355,485,419,784,385,304,349,278,287,360,493,672,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010809-00789.html
470,701,"2014-11-17 00:03:18.354486","2014-11-17 00:03:18.354486",2006-09-01,"IBM Corporation","IBM System X 3105  TM  64 3500+",,f,1269,1401,1338,897,1270,629,1863,973,2309,1440,1450,2027,1134,905,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07371.html
471,775,"2014-11-17 00:03:18.373228","2014-11-17 00:03:18.373228",2006-09-01,"IBM Corporation","IBM System X 3105  TM  1210",,f,1181,1303,1098,964,1294,639,1558,895,1894,1218,1243,1840,1077,1057,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07354.html
472,776,"2014-11-17 00:03:18.392830","2014-11-17 00:03:18.392830",2006-09-01,"IBM Corporation","IBM System X 3105  TM  1212",,f,1307,1444,1220,1068,1445,705,1729,990,2101,1355,1353,2029,1193,1178,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07365.html
473,777,"2014-11-17 00:03:18.411412","2014-11-17 00:03:18.411412",2006-09-01,"IBM Corporation","IBM System X 3105  TM  1214",,f,1398,1555,1341,1121,1559,688,1901,1062,2317,1478,1463,2189,1270,1229,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07361.html
474,778,"2014-11-17 00:03:18.431966","2014-11-17 00:03:18.431966",2006-09-01,"IBM Corporation","IBM System X 3105  TM  1216",,f,1484,1661,1461,1149,1670,680,2071,1125,2527,1595,1573,2329,1343,1298,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07357.html
475,1242,"2014-11-17 00:03:18.451688","2014-11-17 00:03:18.451688",2006-11-01,"IBM Corporation","IBM System X 3200    4MB L2 Cache",,f,1922,0,1167,1404,2138,2571,1735,1423,2436,2282,2042,3364,1388,2155,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061030-07734.html
476,1243,"2014-11-17 00:03:18.471350","2014-11-17 00:03:18.471350",2006-11-01,"IBM Corporation","IBM System X 3200    4MB L2 Cache",,f,2166,0,1331,1568,2418,2755,1983,1612,2784,2594,2291,3771,1561,2467,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061030-07740.html
477,1316,"2014-11-17 00:03:18.489537","2014-11-17 00:03:18.489537",2007-02-01,"IBM Corporation","IBM System X 3200    8MB L2 Cache",,f,2270,0,1323,1664,2465,3785,1978,1666,2773,2626,2284,3933,1726,2449,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08358.html
478,1244,"2014-11-17 00:03:18.511221","2014-11-17 00:03:18.511221",2006-11-01,"IBM Corporation","IBM System X 3200    4MB L2 Cache",,f,2564,0,1497,1876,2778,4265,2232,1884,3131,2983,2560,4448,1952,2774,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061030-07742.html
479,1317,"2014-11-17 00:03:18.533558","2014-11-17 00:03:18.533558",2007-02-01,"IBM Corporation","IBM System X 3200    8MB L2 Cache",,f,2540,0,1491,1855,2762,4159,2225,1870,3121,2934,2542,4377,1932,2770,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08354.html
480,1242,"2014-11-17 00:03:18.550430","2014-11-17 00:03:18.550430",2006-11-01,"IBM Corporation","IBM System X 3250    4MB L2 Cache",,f,1929,0,1168,1414,2144,2619,1735,1427,2436,2284,2050,3379,1394,2158,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07562.html
481,1243,"2014-11-17 00:03:18.570265","2014-11-17 00:03:18.570265",2006-11-01,"IBM Corporation","IBM System X 3250    4MB L2 Cache",,f,2177,0,1332,1584,2428,2810,1984,1616,2784,2598,2304,3792,1570,2470,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07568.html
482,1316,"2014-11-17 00:03:18.589505","2014-11-17 00:03:18.589505",2007-02-01,"IBM Corporation","IBM System X 3250    8MB L2 Cache",,f,2279,0,1324,1681,2474,3859,1978,1667,2774,2614,2296,3957,1730,2461,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08350.html
483,1244,"2014-11-17 00:03:18.612308","2014-11-17 00:03:18.612308",2006-11-01,"IBM Corporation","IBM System X 3250    4MB L2 Cache",,f,2564,0,1493,1879,2782,4302,2226,1880,3130,2978,2567,4451,1952,2768,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07567.html
484,1317,"2014-11-17 00:03:18.631425","2014-11-17 00:03:18.631425",2007-02-01,"IBM Corporation","IBM System X 3250    8MB L2 Cache",,f,2540,0,1491,1857,2754,4168,2224,1870,3123,2928,2541,4376,1934,2770,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08346.html
485,974,"2014-11-17 00:03:18.650067","2014-11-17 00:03:18.650067",2005-10-01,"IBM Corporation","IBM System p5 505   1 CPU",,f,1259,1297,747,1029,1378,2512,1016,1123,1404,910,1159,2129,1179,1407,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051003-04883.html
486,976,"2014-11-17 00:03:18.668640","2014-11-17 00:03:18.668640",2006-08-01,"IBM Corporation","IBM System p5 505   1 CPU",,f,1617,1704,950,1418,1709,3486,1305,1457,1755,1066,1460,2675,1565,1830,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06655.html
487,976,"2014-11-17 00:03:18.687067","2014-11-17 00:03:18.687067",2006-08-01,"IBM Corporation","IBM System p5 505   1 CPU  SLES",,f,1594,1655,994,1491,1774,3725,1290,1165,1625,1027,1430,2709,1507,1869,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061011-07518.html
488,974,"2014-11-17 00:03:18.707120","2014-11-17 00:03:18.707120",2006-08-01,"IBM Corporation","IBM System p5 505Q   1 CPU",,f,1311,1371,747,1185,1513,2864,1049,1152,1419,881,1163,2135,1236,1454,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06647.html
489,975,"2014-11-17 00:03:18.727487","2014-11-17 00:03:18.727487",2006-02-01,"IBM Corporation","IBM System p5 510   1 CPU",,f,1479,1536,865,1291,1564,3181,1183,1328,1640,995,1330,2448,1429,1659,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060213-05587.html
490,976,"2014-11-17 00:03:18.811703","2014-11-17 00:03:18.811703",2006-08-01,"IBM Corporation","IBM System p5 510   1 CPU",,f,1617,1704,950,1418,1709,3486,1305,1457,1755,1066,1460,2675,1565,1830,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060723-06643.html
491,976,"2014-11-17 00:03:18.880739","2014-11-17 00:03:18.880739",2006-08-01,"IBM Corporation","IBM System p5 510   1 CPU  SLES",,f,1594,1655,994,1491,1774,3725,1290,1165,1625,1027,1430,2709,1507,1869,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061011-07514.html
492,974,"2014-11-17 00:03:18.920523","2014-11-17 00:03:18.920523",2006-08-01,"IBM Corporation","IBM System p5 510Q   1 CPU",,f,1311,1371,747,1185,1513,2864,1049,1152,1419,881,1163,2135,1236,1454,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06671.html
493,974,"2014-11-17 00:03:18.947357","2014-11-17 00:03:18.947357",2006-02-01,"IBM Corporation","IBM System p5 520   1 CPU",,f,1288,1337,751,1123,1360,2809,1030,1153,1421,865,1163,2137,1243,1439,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060213-05591.html
