id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,164_gzip,175_vpr,176_gcc,181_mcf,186_crafty,197_parser,252_eon,253_perlbmk,254_gap,255_vortex,256_bzip2,300_twolf,link
180,1191,"2014-11-17 00:03:10.800521","2014-11-17 00:03:10.800521",2004-02-01,Dell,"Precision Workstation 360",,f,1348,1404,1061,930,1717,1224,1158,1231,1560,1499,1703,2365,1023,1262,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040126-02769.html
181,1533,"2014-11-17 00:03:10.821711","2014-11-17 00:03:10.821711",2004-06-01,Dell,"Precision Workstation 360",,f,1658,1689,1420,1237,1983,1716,1350,1484,1772,1577,1841,2806,1397,1788,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040614-03077.html
182,1533,"2014-11-17 00:03:10.843075","2014-11-17 00:03:10.843075",2004-02-01,Dell,"Precision Workstation 360",,f,1325,1369,1417,775,1653,1016,1292,1242,1780,1504,1750,2305,989,924,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040126-02771.html
183,1533,"2014-11-17 00:03:10.864151","2014-11-17 00:03:10.864151",2004-06-01,Dell,"Precision Workstation 360",,f,1418,1484,1120,971,1816,1238,1238,1311,1620,1607,1793,2473,1066,1350,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040614-03079.html
184,1531,"2014-11-17 00:03:10.884970","2014-11-17 00:03:10.884970",2005-02-01,Dell,"Precision Workstation 370   2MB L2",,f,1713,1734,1202,1231,2031,2020,1320,1487,2247,1888,1940,2819,1300,1777,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050307-03904.html
185,1192,"2014-11-17 00:03:10.903306","2014-11-17 00:03:10.903306",2005-06-01,Dell,"Precision Workstation 380   2MB L2",,f,1793,1815,1267,1281,2132,2115,1387,1556,2369,1969,2026,2906,1362,1869,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050516-04125.html
186,1532,"2014-11-17 00:03:10.923143","2014-11-17 00:03:10.923143",2005-06-01,Dell,"Precision Workstation 380   2MB L2",,f,1857,1863,1243,1272,2236,2180,1408,1565,2383,2278,2044,3291,1414,1918,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060110-05367.html
187,1205,"2014-11-17 00:03:10.942348","2014-11-17 00:03:10.942348",2006-05-01,Dell,"Precision Workstation 380",,f,1834,1839,1255,1246,2222,2204,1380,1555,2347,2258,2050,3105,1393,1873,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060502-05949.html
188,1069,"2014-11-17 00:03:10.963233","2014-11-17 00:03:10.963233",2006-07-01,Dell,"Precision Workstation 390",,f,1939,1944,1165,1424,2254,2566,1700,1515,2433,2305,2007,3369,1395,2157,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06414.html
189,1071,"2014-11-17 00:03:10.984939","2014-11-17 00:03:10.984939",2006-07-01,Dell,"Precision Workstation 390",,f,2187,2193,1328,1593,2550,2741,1946,1718,2785,2624,2261,3781,1571,2466,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06410.html
190,1073,"2014-11-17 00:03:11.005473","2014-11-17 00:03:11.005473",2006-07-01,Dell,"Precision Workstation 390",,f,2588,2595,1492,1899,2931,4316,2190,2010,3134,3017,2515,4451,1949,2776,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06406.html
191,1074,"2014-11-17 00:03:11.024829","2014-11-17 00:03:11.024829",2006-07-01,Dell,"Precision Workstation 390",,f,2844,2848,1654,2074,3223,4586,2432,2218,3478,3336,2738,4858,2149,3081,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06402.html
192,1115,"2014-11-17 00:03:11.046125","2014-11-17 00:03:11.046125",2006-11-01,Dell,"Precision Workstation 390   2.66",,f,2829,2837,1653,2053,3209,4519,2426,2215,3477,3310,2742,4795,2136,3075,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07640.html
193,1101,"2014-11-17 00:03:11.112350","2014-11-17 00:03:11.112350",2006-07-01,Dell,"Precision Workstation 390",,f,3108,3119,1816,2254,3525,4921,2674,2432,3824,3666,2977,5280,2354,3390,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060705-06398.html
194,1256,"2014-11-17 00:03:11.133729","2014-11-17 00:03:11.133729",2006-11-01,Dell,"Precision Workstation 690",,f,3077,3086,1862,2231,3274,4334,2731,2457,3913,3707,2986,5122,2367,3466,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070123-08392.html
195,1090,"2014-11-17 00:03:11.158030","2014-11-17 00:03:11.158030",2006-09-01,Dell,"Precision Workstation M90",,f,2284,2295,1345,1655,2578,3597,1972,1800,2820,2693,2182,3842,1736,2493,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060905-07219.html
196,1093,"2014-11-17 00:03:11.179211","2014-11-17 00:03:11.179211",2006-09-01,Dell,"Precision Workstation M90",,f,2455,2462,1446,1781,2793,3852,2128,1933,3040,2892,2345,4096,1858,2687,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060905-07223.html
197,1126,"2014-11-17 00:03:11.229281","2014-11-17 00:03:11.229281",2006-09-01,Dell,"Precision Workstation M90   2",,f,1987,1992,1338,1511,2247,2215,1888,1646,2643,2225,1966,2984,1409,2489,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060905-07226.html
198,1125,"2014-11-17 00:03:11.250184","2014-11-17 00:03:11.250184",2006-03-01,Dell,"Precision Workstation M90",,f,1796,1804,1245,1402,2058,1993,1647,1515,2196,2006,1799,2774,1285,2229,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060502-05953.html
199,1531,"2014-11-17 00:03:11.272722","2014-11-17 00:03:11.272722",2006-05-01,"Fujitsu Egypt","Ghost Challenger",,f,1708,1753,1192,1202,2078,1906,1339,1485,2267,1905,1950,2802,1277,1814,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060521-06010.html
200,891,"2014-11-17 00:03:11.383261","2014-11-17 00:03:11.383261",2001-02-01,"Fujitsu Limited",PRIMEPOWER200,,f,254,279,250,233,196,253,271,260,282,285,178,396,254,242,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00459.html
201,893,"2014-11-17 00:03:11.404369","2014-11-17 00:03:11.404369",2001-02-01,"Fujitsu Limited",PRIMEPOWER200,,f,310,342,308,283,230,289,340,319,348,356,212,491,315,303,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00457.html
202,895,"2014-11-17 00:03:11.423977","2014-11-17 00:03:11.423977",2001-08-01,"Fujitsu Limited",PRIMEPOWER200,,f,374,406,362,337,280,324,408,377,424,437,241,563,379,456,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010814-00799.html
203,897,"2014-11-17 00:03:11.448838","2014-11-17 00:03:11.448838",2002-08-01,"Fujitsu Limited",PRIMEPOWER200,,f,415,491,404,369,285,344,413,431,532,491,267,632,433,531,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01436.html
204,897,"2014-11-17 00:03:11.467381","2014-11-17 00:03:11.467381",2002-08-01,"Fujitsu Limited",PRIMEPOWER200,,f,446,521,405,401,301,502,439,463,532,506,270,665,473,547,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01438.html
205,901,"2014-11-17 00:03:11.487012","2014-11-17 00:03:11.487012",2003-07-01,"Fujitsu Limited",PRIMEPOWER250,,f,578,680,518,467,698,338,677,511,478,695,578,1017,567,639,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02172.html
206,902,"2014-11-17 00:03:11.508017","2014-11-17 00:03:11.508017",2004-02-01,"Fujitsu Limited",PRIMEPOWER250,,f,764,881,628,652,851,617,837,660,574,861,688,1321,760,971,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20031226-02691.html
207,904,"2014-11-17 00:03:11.528417","2014-11-17 00:03:11.528417",2006-02-01,"Fujitsu Limited",PRIMEPOWER250,,f,1161,1221,898,1019,1099,1140,1215,975,1261,1195,1001,2239,1070,1226,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05275.html
208,905,"2014-11-17 00:03:11.547759","2014-11-17 00:03:11.547759",2005-02-01,"Fujitsu Limited",PRIMEPOWER250,,f,1254,1341,966,1098,1183,1188,1214,1082,1411,1300,1100,2393,1155,1390,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050208-03825.html
209,907,"2014-11-17 00:03:11.569449","2014-11-17 00:03:11.569449",2006-02-01,"Fujitsu Limited",PRIMEPOWER250,,f,1356,1430,1072,1184,1249,1217,1458,1157,1514,1425,1159,2590,1247,1472,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05267.html
210,891,"2014-11-17 00:03:11.598061","2014-11-17 00:03:11.598061",2001-02-01,"Fujitsu Limited",PRIMEPOWER400,,f,265,288,250,237,206,333,273,271,282,293,178,412,267,242,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00456.html
211,893,"2014-11-17 00:03:11.622416","2014-11-17 00:03:11.622416",2001-02-01,"Fujitsu Limited",PRIMEPOWER400,,f,325,356,309,299,246,398,339,337,341,363,214,508,335,303,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00455.html
212,895,"2014-11-17 00:03:11.646295","2014-11-17 00:03:11.646295",2001-08-01,"Fujitsu Limited",PRIMEPOWER400,,f,390,424,363,355,285,453,409,400,426,439,211,601,408,469,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010814-00800.html
213,897,"2014-11-17 00:03:11.668147","2014-11-17 00:03:11.668147",2002-08-01,"Fujitsu Limited",PRIMEPOWER400,,f,448,521,406,414,301,501,441,463,533,506,269,683,470,548,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01429.html
214,901,"2014-11-17 00:03:11.688230","2014-11-17 00:03:11.688230",2003-07-01,"Fujitsu Limited",PRIMEPOWER450,,f,580,682,527,468,703,340,677,511,475,700,579,1018,570,635,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02174.html
215,902,"2014-11-17 00:03:11.709261","2014-11-17 00:03:11.709261",2004-02-01,"Fujitsu Limited",PRIMEPOWER450,,f,762,882,627,652,850,613,836,657,570,858,688,1310,760,971,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20031226-02685.html
216,904,"2014-11-17 00:03:11.725706","2014-11-17 00:03:11.725706",2006-02-01,"Fujitsu Limited",PRIMEPOWER450,,f,1162,1223,898,1014,1104,1149,1214,975,1262,1194,1004,2232,1070,1225,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05279.html
217,905,"2014-11-17 00:03:11.746861","2014-11-17 00:03:11.746861",2005-02-01,"Fujitsu Limited",PRIMEPOWER450,,f,1256,1344,966,1101,1190,1196,1211,1082,1410,1300,1105,2391,1156,1389,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050208-03831.html
218,907,"2014-11-17 00:03:11.767742","2014-11-17 00:03:11.767742",2006-02-01,"Fujitsu Limited",PRIMEPOWER450,,f,1359,1434,1072,1187,1256,1234,1457,1157,1513,1426,1165,2581,1248,1470,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05271.html
219,891,"2014-11-17 00:03:11.787362","2014-11-17 00:03:11.787362",2001-02-01,"Fujitsu Limited",PRIMEPOWER600,,f,263,286,249,240,199,327,268,270,282,294,176,409,268,242,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00454.html
220,893,"2014-11-17 00:03:11.807852","2014-11-17 00:03:11.807852",2001-02-01,"Fujitsu Limited",PRIMEPOWER600,,f,321,354,307,288,240,389,340,336,330,364,210,504,334,304,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00453.html
221,895,"2014-11-17 00:03:11.826638","2014-11-17 00:03:11.826638",2001-08-01,"Fujitsu Limited",PRIMEPOWER600,,f,391,420,360,359,285,442,387,398,425,440,237,599,406,470,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010814-00801.html
222,900,"2014-11-17 00:03:11.847740","2014-11-17 00:03:11.847740",2003-07-01,"Fujitsu Limited",PRIMEPOWER650,,f,635,737,508,558,615,597,680,552,470,710,585,1107,645,789,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02176.html
223,903,"2014-11-17 00:03:11.866787","2014-11-17 00:03:11.866787",2003-08-01,"Fujitsu Limited",PRIMEPOWER650,,f,776,905,636,685,711,673,856,680,592,883,707,1350,792,996,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030617-02275.html
224,906,"2014-11-17 00:03:11.886856","2014-11-17 00:03:11.886856",2004-08-01,"Fujitsu Limited",PRIMEPOWER650,,f,1174,1345,900,1112,935,1251,1201,1069,909,1303,1072,2160,1181,1413,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040518-03044.html
225,908,"2014-11-17 00:03:11.911214","2014-11-17 00:03:11.911214",2005-06-01,"Fujitsu Limited",PRIMEPOWER650,,f,1315,1437,1019,1203,975,1242,1311,1163,1527,1412,1140,2551,1247,1511,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050419-04032.html
226,909,"2014-11-17 00:03:11.931589","2014-11-17 00:03:11.931589",2006-02-01,"Fujitsu Limited",PRIMEPOWER650,,f,1501,1620,1140,1342,1084,1615,1606,1292,1690,1588,1251,2940,1480,1610,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05283.html
227,896,"2014-11-17 00:03:11.951560","2014-11-17 00:03:11.951560",2001-11-01,"Fujitsu Limited",PRIMEPOWER650,,f,449,478,403,422,365,505,429,452,474,491,278,699,464,524,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01061.html
228,899,"2014-11-17 00:03:11.971701","2014-11-17 00:03:11.971701",2002-08-01,"Fujitsu Limited",PRIMEPOWER650,,f,512,624,467,463,261,595,516,541,636,594,320,809,558,634,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01430.html
229,892,"2014-11-17 00:03:11.992250","2014-11-17 00:03:11.992250",2000-08-01,"Fujitsu Limited",PRIMEPOWER800/1000/2000,,f,286,312,274,264,203,329,305,300,318,317,192,458,294,262,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00458.html
230,894,"2014-11-17 00:03:12.029059","2014-11-17 00:03:12.029059",2001-02-01,"Fujitsu Limited",PRIMEPOWER800/1000/2000,,f,363,395,343,334,298,403,380,375,398,416,229,570,367,334,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010213-00452.html
231,896,"2014-11-17 00:03:12.049246","2014-11-17 00:03:12.049246",2001-09-01,"Fujitsu Limited",PRIMEPOWER800/1000/2000,,f,443,475,403,414,346,467,464,450,478,497,260,688,454,528,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010909-00868.html
232,898,"2014-11-17 00:03:12.119815","2014-11-17 00:03:12.119815",2002-08-01,"Fujitsu Limited",PRIMEPOWER800/1000/2000,,f,505,591,453,441,390,520,501,522,618,569,285,785,534,616,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01434.html
233,896,"2014-11-17 00:03:12.141862","2014-11-17 00:03:12.141862",2001-11-01,"Fujitsu Limited",PRIMEPOWER850,,f,446,476,402,418,360,493,430,452,474,493,271,696,464,525,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01065.html
234,899,"2014-11-17 00:03:12.163281","2014-11-17 00:03:12.163281",2002-08-01,"Fujitsu Limited",PRIMEPOWER850,,f,501,617,459,458,234,567,516,539,636,591,311,795,556,633,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01432.html
235,903,"2014-11-17 00:03:12.253904","2014-11-17 00:03:12.253904",2003-06-01,"Fujitsu Limited",PRIMEPOWER900,,f,743,858,636,648,698,672,837,656,586,876,595,1240,780,895,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030225-01965.html
236,903,"2014-11-17 00:03:12.276130","2014-11-17 00:03:12.276130",2003-06-01,"Fujitsu Limited",PRIMEPOWER900,,f,767,892,632,675,707,644,851,673,595,879,700,1339,776,985,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030506-02171.html
237,906,"2014-11-17 00:03:12.295511","2014-11-17 00:03:12.295511",2004-09-01,"Fujitsu Limited",PRIMEPOWER900,,f,1174,1345,900,1111,934,1249,1201,1070,908,1303,1072,2158,1181,1413,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040518-03050.html
238,909,"2014-11-17 00:03:12.314941","2014-11-17 00:03:12.314941",2005-06-01,"Fujitsu Limited",PRIMEPOWER900,,f,1456,1594,1087,1328,1079,1560,1422,1276,1654,1539,1223,2854,1432,1615,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050419-04024.html
239,909,"2014-11-17 00:03:12.335018","2014-11-17 00:03:12.335018",2006-02-01,"Fujitsu Limited",PRIMEPOWER900,,f,1501,1620,1140,1342,1084,1617,1606,1292,1690,1588,1252,2938,1479,1610,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20051212-05291.html
240,760,"2014-11-17 00:03:12.356832","2014-11-17 00:03:12.356832",2005-10-01,"Fujitsu Siemens Computers","PRIMERGY BX630 TM  250",,f,1555,1555,1315,1272,1750,1020,1556,1489,2219,1613,1657,2417,1242,1626,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20050919-04726.html
241,761,"2014-11-17 00:03:12.376198","2014-11-17 00:03:12.376198",2006-01-01,"Fujitsu Siemens Computers","PRIMERGY BX630 TM  252",,f,1668,1817,1424,1398,1910,1132,1690,1614,2018,1703,1811,2670,1369,1732,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060123-05462.html
242,762,"2014-11-17 00:03:12.396128","2014-11-17 00:03:12.396128",2006-02-01,"Fujitsu Siemens Computers","PRIMERGY BX630 TM  254",,f,1788,1947,1533,1487,2050,1204,1820,1737,2171,1829,1945,2848,1458,1867,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060123-05468.html
243,763,"2014-11-17 00:03:12.417393","2014-11-17 00:03:12.417393",2006-04-01,"Fujitsu Siemens Computers","PRIMERGY BX630 TM  256",,f,1942,2119,1648,1548,2231,1183,1964,1836,2919,2237,2108,2946,1493,1954,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060710-06467.html
244,760,"2014-11-17 00:03:12.439868","2014-11-17 00:03:12.439868",2005-12-01,"Fujitsu Siemens Computers","PRIMERGY RX220 TM  250",,f,1555,1688,1316,1308,1775,1117,1556,1505,1861,1576,1693,2463,1272,1608,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060109-05343.html
245,761,"2014-11-17 00:03:12.457075","2014-11-17 00:03:12.457075",2005-12-01,"Fujitsu Siemens Computers","PRIMERGY RX220 TM  252",,f,1663,1809,1424,1393,1910,1138,1686,1616,2007,1700,1824,2626,1353,1722,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060109-05346.html
246,762,"2014-11-17 00:03:12.476384","2014-11-17 00:03:12.476384",2005-11-01,"Fujitsu Siemens Computers","PRIMERGY RX220 TM  254",,f,1750,1750,1525,1400,1997,1046,1808,1690,2571,1860,1886,2704,1373,1804,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20050919-04720.html
247,762,"2014-11-17 00:03:12.492568","2014-11-17 00:03:12.492568",2005-12-01,"Fujitsu Siemens Computers","PRIMERGY RX220 TM  254",,f,1763,1918,1532,1467,2043,1166,1797,1724,2168,1795,1931,2792,1433,1808,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060109-05349.html
248,763,"2014-11-17 00:03:12.513205","2014-11-17 00:03:12.513205",2006-04-01,"Fujitsu Siemens Computers","PRIMERGY RX220 TM  256",,f,1942,2111,1648,1545,2241,1188,1957,1846,2907,2243,2130,2914,1480,1960,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060719-06512.html
249,174,"2014-11-17 00:03:12.533021","2014-11-17 00:03:12.533021",2005-08-01,"Fujitsu Siemens Computers","CELSIUS H230",,f,1812,1839,1335,1510,1995,1823,1727,1570,2257,1931,1744,2666,1315,2367,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050805-04445.html
250,1093,"2014-11-17 00:03:12.555136","2014-11-17 00:03:12.555136",2006-10-01,"Fujitsu Siemens Computers","CELSIUS H240",,f,2446,2455,1441,1782,2784,3870,2114,1918,3034,2882,2332,4070,1850,2663,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061110-07861.html
251,1183,"2014-11-17 00:03:12.574820","2014-11-17 00:03:12.574820",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",,f,1492,1493,1000,1040,1774,1887,1109,1257,1880,1813,1649,2555,1136,1536,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05140.html
252,1185,"2014-11-17 00:03:12.621689","2014-11-17 00:03:12.621689",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",,f,1584,1585,1066,1103,1880,1962,1183,1338,2006,1932,1751,2709,1205,1638,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05142.html
253,1530,"2014-11-17 00:03:12.643193","2014-11-17 00:03:12.643193",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",,f,1673,1675,1131,1161,1989,2026,1257,1417,2131,2048,1850,2854,1271,1740,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05144.html
254,1531,"2014-11-17 00:03:12.669908","2014-11-17 00:03:12.669908",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",,f,1762,1764,1195,1221,2099,2091,1331,1496,2257,2165,1949,2999,1336,1842,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05146.html
255,1532,"2014-11-17 00:03:12.690505","2014-11-17 00:03:12.690505",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",,f,1851,1852,1261,1278,2218,2147,1405,1574,2382,2281,2045,3142,1400,1946,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05148.html
256,1195,"2014-11-17 00:03:12.709897","2014-11-17 00:03:12.709897",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",,f,1321,1323,937,855,1595,1359,1038,1120,1761,1684,1563,2272,956,1385,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05150.html
257,1196,"2014-11-17 00:03:12.730957","2014-11-17 00:03:12.730957",2005-07-01,"Fujitsu Siemens Computers","CELSIUS M440",,f,1484,1486,1068,949,1796,1430,1185,1264,2014,1913,1767,2539,1068,1586,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05156.html
258,1203,"2014-11-17 00:03:12.751528","2014-11-17 00:03:12.751528",2006-05-01,"Fujitsu Siemens Computers","CELSIUS M440",,f,1810,1814,1238,1227,2179,2104,1353,1515,2448,2207,2031,3167,1347,1846,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06080.html
259,1069,"2014-11-17 00:03:12.770494","2014-11-17 00:03:12.770494",2006-08-01,"Fujitsu Siemens Computers","CELSIUS M450",,f,1919,1928,1161,1381,2248,2547,1693,1506,2441,2287,1995,3287,1378,2119,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07081.html
260,1071,"2014-11-17 00:03:12.790271","2014-11-17 00:03:12.790271",2006-08-01,"Fujitsu Siemens Computers","CELSIUS M450",,f,2163,2173,1324,1540,2539,2735,1935,1703,2792,2603,2246,3680,1549,2422,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07083.html
261,1073,"2014-11-17 00:03:12.811228","2014-11-17 00:03:12.811228",2006-08-01,"Fujitsu Siemens Computers","CELSIUS M450",,f,2575,2586,1499,1885,2926,4198,2193,2006,3143,3013,2507,4371,1945,2756,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07085.html
262,1074,"2014-11-17 00:03:12.830224","2014-11-17 00:03:12.830224",2006-08-01,"Fujitsu Siemens Computers","CELSIUS M450",,f,2836,2847,1663,2062,3225,4511,2437,2218,3488,3336,2738,4786,2150,3057,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06932.html
263,1251,"2014-11-17 00:03:12.905903","2014-11-17 00:03:12.905903",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R540",,f,1726,1733,997,1287,1954,2848,1456,1340,2090,1999,1712,2952,1297,1828,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07273.html
264,1253,"2014-11-17 00:03:12.928012","2014-11-17 00:03:12.928012",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R540",,f,2143,2152,1245,1590,2426,3446,1820,1671,2613,2495,2122,3649,1616,2285,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07275.html
265,1255,"2014-11-17 00:03:12.950059","2014-11-17 00:03:12.950059",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R540",,f,2792,2804,1660,2040,3156,4144,2427,2203,3484,3307,2716,4686,2125,3048,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07277.html
266,1256,"2014-11-17 00:03:12.971315","2014-11-17 00:03:12.971315",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R540",,f,3089,3102,1862,2250,3285,4434,2730,2465,3921,3710,3001,5172,2373,3429,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060915-07279.html
267,1251,"2014-11-17 00:03:13.068944","2014-11-17 00:03:13.068944",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R640",,f,1706,1713,996,1268,1942,2677,1458,1333,2090,1992,1694,2878,1291,1819,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07095.html
268,1253,"2014-11-17 00:03:13.096228","2014-11-17 00:03:13.096228",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R640",,f,2119,2126,1244,1566,2412,3236,1822,1662,2613,2487,2098,3557,1610,2274,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07097.html
269,1255,"2014-11-17 00:03:13.117391","2014-11-17 00:03:13.117391",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R640",,f,2739,2748,1656,2000,2969,3834,2430,2187,3486,3292,2670,4526,2114,3032,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07099.html
270,1256,"2014-11-17 00:03:13.159494","2014-11-17 00:03:13.159494",2006-08-01,"Fujitsu Siemens Computers","CELSIUS R640",,f,3039,3050,1857,2202,3264,4087,2734,2443,3919,3691,2942,4976,2359,3410,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060821-07101.html
271,759,"2014-11-17 00:03:13.181321","2014-11-17 00:03:13.181321",2003-12-01,"Fujitsu Siemens Computers","CELSIUS V810",,f,1353,1429,1194,1158,1378,960,1493,1322,1583,1445,1511,2050,1129,1302,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031201-02672.html
272,760,"2014-11-17 00:03:13.200847","2014-11-17 00:03:13.200847",2004-08-01,"Fujitsu Siemens Computers","CELSIUS V810 TM  250  Linux 64-bit",,f,1452,1619,1418,1169,1595,737,2054,1084,2054,1602,1488,2393,1330,1304,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041129-03613.html
273,761,"2014-11-17 00:03:13.223288","2014-11-17 00:03:13.223288",2005-03-01,"Fujitsu Siemens Computers","CELSIUS V810 TM  252  Linux 64-bit",,f,1579,1759,1535,1252,1795,755,2196,1195,2362,1742,1676,2522,1428,1416,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050321-03916.html
274,759,"2014-11-17 00:03:13.246089","2014-11-17 00:03:13.246089",2003-12-01,"Fujitsu Siemens Computers","CELSIUS V810",,f,1248,1354,1148,1059,1513,629,1875,1027,1892,1509,1188,1576,1147,1046,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031201-02670.html
