id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,basemean,peakmean,101_tomcatv,102_swim,103_su2cor,104_hydro2d,107_mgrid,110_applu,125_turb3d,141_apsi,145_fpppp,146_wave5,link
1,689,"2014-11-17 00:05:43.475379","2014-11-17 00:05:43.475379",2000-01-01,--,"ASUS K7V-RM Mainboard; 800MHz Athlon processor",26.7,0,37.9,60,14.6,14.1,16.1,14.7,18.2,25.2,93.4,38.2,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000229-04085.html
2,690,"2014-11-17 00:05:43.497602","2014-11-17 00:05:43.497602",2000-02-01,--,"ASUS K7V-RM Mainboard; 850MHz Athlon processor",27.4,0,38.3,60.6,14.9,14.3,16.5,15.2,18.9,26.1,99.3,39.6,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000229-04086.html
3,692,"2014-11-17 00:05:43.519146","2014-11-17 00:05:43.519146",2000-03-01,--,"ASUS K7V-RM mainboard; 1.0GHz Athlon processor",29.4,0,39.1,63,15.6,14.4,18,16.3,20.8,28.4,117,42.6,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04137.html
4,691,"2014-11-17 00:05:43.537404","2014-11-17 00:05:43.537404",2000-03-01,--,"ASUS K7V-RM mainboard; 900MHz Athlon processor",27.9,0,38.6,61.5,14.9,14.4,17.1,15.5,19.1,26.3,105,39.6,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000328-04180.html
5,688,"2014-11-17 00:05:43.557253","2014-11-17 00:05:43.557253",1999-12-01,AMD,"GigaByte GA-7IX mainboard; 750MHz Athlon processor",25.3,26.5,33.8,43.8,12.2,11.9,20,17.4,23.8,24.5,74.9,33.1,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000117-03985.html
6,688,"2014-11-17 00:05:43.576386","2014-11-17 00:05:43.576386",1999-12-01,AMD,"GigaByte GA-7IX mainboard; 750MHz Athlon processor",24.4,0,32.6,53,12.5,12,15.3,13.8,17.4,24.3,87.5,36.3,http://www.spec.org/cpu95/results/res99q4/cpu95-19991206-03937.html
7,685,"2014-11-17 00:05:43.597506","2014-11-17 00:05:43.597506",1999-08-01,AMD,"Microstar MS-6167 mainboard; 550MHz Athlon processor",20.6,0,29.3,47.9,11,11,12.3,11.3,14.5,20.3,64.3,30.5,http://www.spec.org/cpu95/results/res99q3/cpu95-19990711-03745.html
8,686,"2014-11-17 00:05:43.617826","2014-11-17 00:05:43.617826",1999-08-01,AMD,"Microstar MS-6167 mainboard; 600MHz Athlon processor",21.5,0,29.7,49.7,11.5,11.3,13,11.9,15.5,21.7,70.1,30.4,http://www.spec.org/cpu95/results/res99q3/cpu95-19990711-03747.html
9,687,"2014-11-17 00:05:43.638663","2014-11-17 00:05:43.638663",1999-08-01,AMD,"Microstar MS-6167 mainboard; 650MHz Athlon processor",22.6,0,30.7,51.2,12,11.5,13.5,12.4,16.4,22.9,75.9,34.2,http://www.spec.org/cpu95/results/res99q3/cpu95-19990914-03867.html
10,873,"2014-11-17 00:05:43.657480","2014-11-17 00:05:43.657480",2000-10-01,"Tom Morris","API UP2000 750 MHz",65.1,77.5,115,167,26.2,50.9,74.2,41.3,39.5,61.2,108,66.9,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04280.html
11,874,"2014-11-17 00:05:43.690322","2014-11-17 00:05:43.690322",2000-10-01,"Tom Morris","API UP2000 833 MHz",79.1,95.6,126,188,34.6,63,86.1,49.5,47.9,80.4,122,93.1,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04282.html
12,870,"2014-11-17 00:05:43.715772","2014-11-17 00:05:43.715772",1999-07-01,"Alpha Processor; Inc.","UP2000 667 MHz 4MB Windows NT",49.1,54.1,59.8,91.6,22.7,35.9,53.7,30.2,32.2,55.4,95.2,65.5,http://www.spec.org/cpu95/results/res99q3/cpu95-19990621-03711.html
13,1003,"2014-11-17 00:05:43.735410","2014-11-17 00:05:43.735410",1996-04-01,"BULL Echirolles France","Escala M104",3.31,3.53,3.76,4.82,2.06,1.64,2.69,2.37,4.42,3.97,7.25,3.14,http://www.spec.org/cpu95/results/res96q1/cpu95-960202-00135.html
14,1008,"2014-11-17 00:05:43.755237","2014-11-17 00:05:43.755237",1997-06-01,"BULL Echirolles France","Escala Series T",6.62,7.14,6.89,10.2,3.95,3.25,4.94,3.72,7.29,8.81,22.1,6.82,http://www.spec.org/cpu95/results/res97q3/cpu95-970814-02018.html
15,1002,"2014-11-17 00:05:43.775200","2014-11-17 00:05:43.775200",1995-11-01,"BULL Echirolles France","Estrella MT604-100",3.02,3.34,3.71,4.25,1.78,1.79,2.76,2.61,4.11,3.38,5.98,2.08,http://www.spec.org/cpu95/results/res96q1/cpu95-960219-00463.html
16,1005,"2014-11-17 00:05:43.826646","2014-11-17 00:05:43.826646",1995-11-01,"BULL Echirolles France","Estrella MT604-133",3.34,3.7,3.97,4.53,1.89,1.91,3.17,2.9,4.74,3.98,6.98,2.23,http://www.spec.org/cpu95/results/res96q1/cpu95-960219-00465.html
17,1227,"2014-11-17 00:05:43.909517","2014-11-17 00:05:43.909517",1999-12-01,"Compaq MA","Professional Workstation SP750 (733 MHz)",30.6,30.8,52.3,96.8,16.7,17.7,29.4,17.6,26.5,23,40.5,37.3,http://www.spec.org/cpu95/results/res99q4/cpu95-19991025-03882.html
18,865,"2014-11-17 00:05:43.929803","2014-11-17 00:05:43.929803",1999-05-01,"Compaq NH","AlphaServer DS10",39.7,47.9,70.5,96,15.3,25.5,39.8,28.4,25.3,41,66.5,46.8,http://www.spec.org/cpu95/results/res99q2/cpu95-19990524-03670.html
19,869,"2014-11-17 00:05:43.947230","2014-11-17 00:05:43.947230",2000-10-01,"Compaq NH","AlphaServer DS10 6/600",48.1,56.1,70.7,107,21.5,28.1,46.3,33.6,33.9,52.3,90.4,58.3,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04257.html
20,870,"2014-11-17 00:05:43.964702","2014-11-17 00:05:43.964702",2000-03-01,"Compaq NH","AlphaServer DS20E Model 6/667",70.7,83.6,135,185,29.8,54.9,75.4,47.6,41.7,64.7,97.7,79.7,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04089.html
21,866,"2014-11-17 00:05:43.982425","2014-11-17 00:05:43.982425",1999-04-01,"Compaq NH","AlphaServer ES40",47.2,57.7,90,120,17.1,35,49.8,34.8,27.9,44.6,71,55.7,http://www.spec.org/cpu95/results/res99q2/cpu95-19990412-03525.html
22,875,"2014-11-17 00:05:44.002940","2014-11-17 00:05:44.002940",2001-01-01,"Compaq NH","AlphaServer ES40 6/833",84.3,100,153,203,36.5,68.3,94.1,50.9,50.5,80.9,123,96.7,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04263.html
23,870,"2014-11-17 00:05:44.024105","2014-11-17 00:05:44.024105",2000-02-01,"Compaq NH","AlphaServer ES40 Model 6/667",69.4,82.7,126,178,29.6,54.8,75.4,45.4,41.3,65.4,98.2,78.3,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000214-04055.html
24,871,"2014-11-17 00:05:44.043977","2014-11-17 00:05:44.043977",1999-10-01,"Compaq NH","AlphaServer GS140 Model 6/700",54.5,68.1,99.7,85.8,21.7,51.8,73.2,26.2,30.9,59,102,67.7,http://www.spec.org/cpu95/results/res99q4/cpu95-19991206-03933.html
25,872,"2014-11-17 00:05:44.064247","2014-11-17 00:05:44.064247",2000-06-01,"Compaq NH","AlphaServer GS160 6/731",52.6,65.9,92,82,22,39.6,50.9,32.3,29.6,66.8,106,71.3,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000511-04240.html
26,872,"2014-11-17 00:05:44.088485","2014-11-17 00:05:44.088485",2000-06-01,"Compaq NH","AlphaServer GS320 6/731",52.6,65.9,92,82,22,39.6,50.9,32.3,29.6,66.8,106,71.3,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000629-04253.html
27,871,"2014-11-17 00:05:44.109400","2014-11-17 00:05:44.109400",1999-10-01,"Compaq NH","AlphaServer GS60E Model 6/700",54.5,68.1,99.7,85.8,21.7,51.8,73.2,26.2,30.9,59,102,67.7,http://www.spec.org/cpu95/results/res99q3/cpu95-19990913-03851.html
28,866,"2014-11-17 00:05:44.128829","2014-11-17 00:05:44.128829",1998-12-01,"Digital NH","Compaq AlphaServer DS20",48.4,58.7,95.5,126,17.3,35.8,50.3,35.5,28.3,45.3,72.1,56.8,http://www.spec.org/cpu95/results/res99q1/cpu95-981221-03227.html
29,867,"2014-11-17 00:05:44.148930","2014-11-17 00:05:44.148930",1998-11-01,"Digital NH","Compaq AlphaServer GS140 6/525",37,45.2,61.1,49.9,16.5,29.3,37.9,19.9,28.3,42.5,68.2,53.5,http://www.spec.org/cpu95/results/res98q3/cpu95-980914-03051.html
30,867,"2014-11-17 00:05:44.189352","2014-11-17 00:05:44.189352",1998-11-01,"Digital NH","Compaq AlphaServer GS60 6/525",35,42.5,53.7,45.6,16,27.5,34.8,18.1,27.3,42.5,68.1,51.9,http://www.spec.org/cpu95/results/res98q3/cpu95-980914-03046.html
31,1208,"2014-11-17 00:05:44.213055","2014-11-17 00:05:44.213055",1997-12-01,Compaq,"Compaq Professional Workstation 6000",8.32,8.98,11.6,16.9,5.35,4.78,5.7,5.13,7.89,10.6,14.7,8.81,http://www.spec.org/cpu95/results/res97q4/cpu95-971209-02298.html
32,866,"2014-11-17 00:05:44.234493","2014-11-17 00:05:44.234493",1999-02-01,"Digital NH","Compaq Professional Workstation XP1000",44.5,52.2,83.3,118,15.1,31.4,46.7,32.9,27.8,41.2,70.8,52.2,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03390.html
33,868,"2014-11-17 00:05:44.254303","2014-11-17 00:05:44.254303",1998-11-01,"Digital NH","Digital AlphaServer 8200 6/575",38.5,44.8,59.6,50.2,17.4,30.1,38.3,20.1,30.1,45.8,75.1,57.2,http://www.spec.org/cpu95/results/res98q3/cpu95-980720-02981.html
34,868,"2014-11-17 00:05:44.273774","2014-11-17 00:05:44.273774",1998-11-01,"Digital NH","Digital AlphaServer 8400 6/575",40.9,47.7,71.6,54,17.8,32.2,41.7,22.1,30.9,46.1,75.4,59.1,http://www.spec.org/cpu95/results/res98q3/cpu95-980720-02985.html
35,870,"2014-11-17 00:05:44.293663","2014-11-17 00:05:44.293663",1999-08-01,"Compaq NH","Professional Workstation XP1000",53.9,65.5,84.3,135,19.6,39.6,55.2,36.9,33.6,54.7,97.2,64.7,http://www.spec.org/cpu95/results/res99q3/cpu95-19990719-03749.html
36,865,"2014-11-17 00:05:44.320959","2014-11-17 00:05:44.320959",1999-08-01,"Compaq NH","Professional Workstation XP900",39.7,47.9,70.5,96,15.3,25.5,39.8,28.4,25.3,41,66.5,46.8,http://www.spec.org/cpu95/results/res99q3/cpu95-19990719-03753.html
37,1165,"2014-11-17 00:05:44.338226","2014-11-17 00:05:44.338226",1995-06-01,Intel,"Dell Dimension XPS (100MHz)",2.04,2.77,3.17,3.59,1.36,1.71,0.977,1.07,2.07,2.17,3.37,2.96,http://www.spec.org/cpu95/results/res9512/p046.html
38,1165,"2014-11-17 00:05:44.364602","2014-11-17 00:05:44.364602",1995-06-01,Intel,"Dell Dimension XPS (100MHz)",2.09,2.75,3.2,3.59,1.36,1.68,1.02,1.06,2.17,2.33,3.67,2.94,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00897.html
39,1166,"2014-11-17 00:05:44.383832","2014-11-17 00:05:44.383832",1995-06-01,Intel,"Dell Dimension XPS (120MHz)",2.19,2.96,3.19,3.61,1.43,1.82,1.15,1.19,2.37,2.43,3.61,3,http://www.spec.org/cpu95/results/res9512/p047.html
40,1166,"2014-11-17 00:05:44.407562","2014-11-17 00:05:44.407562",1995-06-01,Intel,"Dell Dimension XPS (120MHz)",2.26,2.92,3.19,3.61,1.42,1.8,1.2,1.17,2.49,2.62,4.2,3.07,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00902.html
41,1167,"2014-11-17 00:05:44.428424","2014-11-17 00:05:44.428424",1995-06-01,Intel,"Dell Dimension XPS (133MHz)",2.38,3.31,3.51,4,1.57,2.01,1.27,1.09,2.64,2.71,3.93,3.4,http://www.spec.org/cpu95/results/res9512/p048.html
42,1167,"2014-11-17 00:05:44.452774","2014-11-17 00:05:44.452774",1995-06-01,Intel,"Dell Dimension XPS (133MHz)",2.48,3.28,3.53,4.02,1.57,1.99,1.33,1.2,2.76,2.9,4.57,3.39,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00951.html
43,1168,"2014-11-17 00:05:44.471538","2014-11-17 00:05:44.471538",1996-01-01,Intel,"Dell Dimension XPS (150MHz)",2.4,3.28,3.31,3.72,1.52,2.03,1.39,1.3,2.81,2.84,3.72,3.14,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00952.html
44,1169,"2014-11-17 00:05:44.491926","2014-11-17 00:05:44.491926",1996-01-01,Intel,"Dell Dimension XPS (166MHz)",2.69,3.68,3.65,4.13,1.68,2.23,1.54,1.45,3.12,3.14,4.43,3.58,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00931.html
45,1170,"2014-11-17 00:05:44.513900","2014-11-17 00:05:44.513900",1996-06-01,Intel,"Dell Dimension XPS (200MHz)",2.98,3.92,3.8,4.25,1.83,2.41,1.81,1.6,3.58,3.57,5.73,3.68,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00932.html
46,1174,"2014-11-17 00:05:44.535141","2014-11-17 00:05:44.535141",1995-06-01,Intel,"Dell Dimension XPS (75MHz)",1.51,2.06,2.39,2.7,1.03,1.29,0.729,0.775,1.55,1.62,2.39,2.13,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00909.html
47,1175,"2014-11-17 00:05:44.555153","2014-11-17 00:05:44.555153",1995-06-01,Intel,"Dell Dimension XPS (90MHz)",1.84,2.48,2.87,3.24,1.23,1.54,0.879,0.965,1.86,1.95,3.14,2.64,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00910.html
48,1167,"2014-11-17 00:05:44.582952","2014-11-17 00:05:44.582952",1997-01-01,Intel,"Dell Dimension XPS (Model 's'; 133MHz)",2.53,3.44,3.65,4.13,1.67,2.13,1.28,1.33,2.68,2.76,4.77,3.38,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01601.html
49,1168,"2014-11-17 00:05:44.603588","2014-11-17 00:05:44.603588",1997-01-01,Intel,"Dell Dimension XPS (Model 's'; 150MHz)",2.52,3.42,3.42,3.83,1.61,2.15,1.4,1.32,2.86,2.89,4.51,3.26,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01600.html
50,1169,"2014-11-17 00:05:44.690350","2014-11-17 00:05:44.690350",1997-01-01,Intel,"Dell Dimension XPS (Model 's'; 166MHz)",2.81,3.84,3.81,4.24,1.79,2.38,1.55,1.46,3.18,3.21,5.24,3.6,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01596.html
51,1169,"2014-11-17 00:05:44.743448","2014-11-17 00:05:44.743448",1997-01-01,Intel,"Dell Dimension XPS (Model 's'; 166MHz; Intel MMX Technology)",3.49,4.3,6.51,7.22,2.58,2.42,1.59,1.77,3.53,3.66,4.72,5.24,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01598.html
52,1170,"2014-11-17 00:05:44.795217","2014-11-17 00:05:44.795217",1997-01-01,Intel,"Dell Dimension XPS (Model 's'; 200MHz)",3.09,4.18,3.96,4.4,1.98,2.6,1.82,1.62,3.69,3.65,5.73,3.85,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01604.html
53,1170,"2014-11-17 00:05:44.846909","2014-11-17 00:05:44.846909",1997-01-01,Intel,"Dell Dimension XPS (Model 's'; 200MHz; Intel MMX technology)",3.9,4.66,6.96,7.71,2.79,2.66,1.87,1.99,4.15,4.26,5.47,5.69,http://www.spec.org/cpu95/results/res97q1/cpu95-970120-01606.html
54,1238,"2014-11-17 00:05:44.873724","2014-11-17 00:05:44.873724",1996-06-01,Intel,"Dell Dimension XPS Pro180n (150MHz)",4.44,5.05,7.09,9.77,2.6,2.91,2.45,2.5,4.4,4.63,7.99,5.7,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00940.html
55,1240,"2014-11-17 00:05:44.904120","2014-11-17 00:05:44.904120",1996-06-01,Intel,"Dell Dimension XPS Pro180n (180MHz)",4.99,5.59,7.72,11.1,2.69,3.01,2.84,2.88,5.14,5.25,9.59,6.44,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00944.html
56,1208,"2014-11-17 00:05:44.933741","2014-11-17 00:05:44.933741",1998-08-01,Intel,"Dell Dimension XPS Pro180n (300MHz)",6.83,7.2,8.7,14.1,3.74,3.17,4.05,4.62,7.23,8.43,15.5,8.55,http://www.spec.org/cpu95/results/res98q3/cpu95-980817-03013.html
57,1241,"2014-11-17 00:05:44.961309","2014-11-17 00:05:44.961309",1996-06-01,Intel,"Dell Dimension XPS Pro200n",5.54,6.21,8.57,12.4,3.04,3.33,3.15,3.2,5.71,5.81,10.7,7.15,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00948.html
58,1241,"2014-11-17 00:05:44.989544","2014-11-17 00:05:44.989544",1995-12-01,"Intel Corporation","Dell Dimension XPS Pro200n (200MHz; Win/NT)",5.75,6.34,8.65,12,3.06,3.36,4.34,3.04,5.48,6.4,10.8,7.33,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02539.html
59,1209,"2014-11-17 00:05:45.019851","2014-11-17 00:05:45.019851",1998-08-01,Intel,"Dell Dimension XPS Pro200n (333MHz)",7.6,7.98,9.68,15.7,4.22,3.53,4.5,5.14,8.03,9.3,17.2,9.53,http://www.spec.org/cpu95/results/res98q3/cpu95-980817-03014.html
60,1210,"2014-11-17 00:05:45.048429","2014-11-17 00:05:45.048429",1998-04-01,Dell,"Dell Precision WorkStation 410",9.97,11,14.1,20.5,6.36,6.69,6.86,6.46,9.54,12.6,14.8,10,http://www.spec.org/cpu95/results/res98q2/cpu95-980411-02588.html
61,1211,"2014-11-17 00:05:45.076796","2014-11-17 00:05:45.076796",1998-04-01,Dell,"Dell Precision WorkStation 410",11.2,12.4,15.7,22.7,7.76,7.11,7.69,7.25,10.6,14.2,16.9,11.5,http://www.spec.org/cpu95/results/res98q2/cpu95-980411-02589.html
62,1212,"2014-11-17 00:05:45.108462","2014-11-17 00:05:45.108462",1998-08-01,Dell,"Precision WorkStation 410 (450MHz)",11.8,13.1,15.9,23.4,8.15,7.36,8.26,7.73,11.5,15.3,18.1,11.8,http://www.spec.org/cpu95/results/res98q3/cpu95-980831-03017.html
63,1224,"2014-11-17 00:05:45.136939","2014-11-17 00:05:45.136939",1999-12-01,"Arrian Mehis","Precision WorkStation 410 (650 MHz)",23.4,23.5,37.1,59,11.8,12,24.2,13.9,21.9,19.3,35.8,30.8,http://www.spec.org/cpu95/results/res99q4/cpu95-19991108-03915.html
64,1226,"2014-11-17 00:05:45.161640","2014-11-17 00:05:45.161640",1999-12-01,"Arrian Mehis","Precision WorkStation 410 (700 MHz)",24.1,24.3,37.3,58.9,12.1,12.1,25.2,14.3,23,20.2,38.5,32.2,http://www.spec.org/cpu95/results/res99q4/cpu95-19991108-03917.html
65,1228,"2014-11-17 00:05:45.183503","2014-11-17 00:05:45.183503",1999-12-01,"Dell Computer Corporation","Precision WorkStation 410 (750 MHz)",24.9,25.1,37.9,59.5,12.3,12.3,26.2,14.7,24,21.1,41.4,33.8,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000117-04000.html
66,1231,"2014-11-17 00:05:45.205316","2014-11-17 00:05:45.205316",2000-03-01,"Dell; Round Rock; TX","Precision WorkStation 420",33.5,33.6,54.5,98.5,17.7,18.2,33.2,19,29.8,26.1,49.8,41.7,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000327-04153.html
67,1229,"2014-11-17 00:05:45.227438","2014-11-17 00:05:45.227438",2000-01-01,"Dell; Round Rock; TX","Precision WorkStation 420",32.3,32.5,54.1,98.5,17.2,18,31.5,18.5,28.6,0,46,39.6,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000327-04156.html
68,1223,"2014-11-17 00:05:45.248239","2014-11-17 00:05:45.248239",1999-12-01,"Arrian Mehis","Precision WorkStation 420 (600 MHz)",27.3,27.7,48.3,96,15.3,16.8,25.3,15.8,22.6,20.1,33.3,32.3,http://www.spec.org/cpu95/results/res99q4/cpu95-19991108-03914.html
69,1227,"2014-11-17 00:05:45.269834","2014-11-17 00:05:45.269834",1999-12-01,"Arrian Mehis","Precision WorkStation 420 (733 MHz)",30.5,31,52.4,96.5,16.6,17.5,29.3,17.4,26.4,23,40.5,37.2,http://www.spec.org/cpu95/results/res99q4/cpu95-19991108-03910.html
70,1229,"2014-11-17 00:05:45.289893","2014-11-17 00:05:45.289893",2000-01-01,"Dell Computer Corporation","Precision WorkStation 420 (800 MHz)",32,32.4,54.6,97,17.2,18,31.4,18.4,28.2,24.3,44.2,39.2,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000117-04001.html
71,1212,"2014-11-17 00:05:45.315395","2014-11-17 00:05:45.315395",1998-10-01,Dell,"Precision WorkStation 610 (450MHz)",13.3,14.6,18.9,27.1,8.93,8.16,8.77,8.17,12,16.2,23.2,14.7,http://www.spec.org/cpu95/results/res98q4/cpu95-981012-03112.html
72,1220,"2014-11-17 00:05:45.336403","2014-11-17 00:05:45.336403",1999-03-01,Dell,"Precision Workstation 410 (450MHz)",12,13.3,16.4,24.3,7.79,7.46,8.38,7.71,11.5,15.5,19,12.6,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03466.html
73,1221,"2014-11-17 00:05:45.358036","2014-11-17 00:05:45.358036",1999-03-01,Dell,"Precision Workstation 410 (500MHz)",12.9,14.2,17.4,26,8.06,7.71,8.98,8.26,12.4,16.9,21,13.8,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03468.html
74,1222,"2014-11-17 00:05:45.380227","2014-11-17 00:05:45.380227",1999-08-01,Dell,"Precision Workstation 410 (550MHz)",13.9,15.4,18.8,27.4,8.74,8.88,9.64,8.97,13.5,18.2,22,14.4,http://www.spec.org/cpu95/results/res99q3/cpu95-19990830-03827.html
75,1223,"2014-11-17 00:05:45.403908","2014-11-17 00:05:45.403908",1999-08-01,Dell,"Precision Workstation 410 (600MHz)",14.9,16.2,20.8,29.1,9.25,9.18,10.4,9.51,14.4,19.6,24,15.6,http://www.spec.org/cpu95/results/res99q3/cpu95-19990830-03831.html
76,1211,"2014-11-17 00:05:45.427923","2014-11-17 00:05:45.427923",1998-06-01,Dell,"Precision Workstation 610",12.1,13.4,17.3,24.7,8.27,7.58,8.03,7.49,10.8,14.7,20.2,12.8,http://www.spec.org/cpu95/results/res98q3/cpu95-980706-02854.html
77,1211,"2014-11-17 00:05:45.448602","2014-11-17 00:05:45.448602",1998-06-01,Dell,"Precision Workstation 610",12.4,13.8,17.4,24.7,9.24,7.83,8.11,7.52,10.8,16,20.2,13.1,http://www.spec.org/cpu95/results/res98q3/cpu95-980706-02860.html
78,1212,"2014-11-17 00:05:45.543499","2014-11-17 00:05:45.543499",1999-01-01,Dell,"Precision Workstation 610 (450MHz)",13.9,15.2,19.4,27.2,10.1,8.58,8.94,8.32,12.1,18,23.2,15.1,http://www.spec.org/cpu95/results/res99q1/cpu95-19990104-03254.html
79,1221,"2014-11-17 00:05:45.567614","2014-11-17 00:05:45.567614",1999-03-01,Dell,"Precision Workstation 610 (500MHz)",14.1,15.5,19.5,28.4,8.56,8.46,9.5,8.76,13,17.8,25.4,15.6,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03471.html
80,1221,"2014-11-17 00:05:45.589732","2014-11-17 00:05:45.589732",1999-03-01,Dell,"Precision Workstation 610 (500MHz)",14.7,16.2,19.7,28.4,10.5,8.81,9.63,8.86,13,19.9,25.4,16,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03472.html
81,1222,"2014-11-17 00:05:45.613313","2014-11-17 00:05:45.613313",1999-08-01,Dell,"Precision Workstation 610 (550MHz)",15.8,17.3,20.6,29.8,11.2,9.7,10.3,9.43,14.4,21.4,27.7,17.4,http://www.spec.org/cpu95/results/res99q3/cpu95-19990830-03823.html
82,1222,"2014-11-17 00:05:45.633168","2014-11-17 00:05:45.633168",1999-04-01,Dell,"Precision Workstation 610 (550MHz)",15.2,16.8,20.2,29.8,9.8,9.17,10.1,9.35,14.1,19.1,27.7,16.9,http://www.spec.org/cpu95/results/res99q2/cpu95-19990426-03549.html
83,859,"2014-11-17 00:05:45.651736","2014-11-17 00:05:45.651736",1997-11-01,"Digital NH","Alpha PC164SX",14.1,16.1,17.9,20.9,8.71,7.8,15.6,8.37,14.3,19.2,19.8,17.5,http://www.spec.org/cpu95/results/res97q4/cpu95-971110-02244.html
84,858,"2014-11-17 00:05:45.671746","2014-11-17 00:05:45.671746",1997-10-01,"Digital NH","AlphaServer  800 5/500",15,16.1,17.4,20.9,8.15,7.11,12.4,7.46,18.8,19.6,37.3,21.5,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02218.html
85,839,"2014-11-17 00:05:45.689670","2014-11-17 00:05:45.689670",1996-03-01,"Digital NH","AlphaServer 1000A 4/266",5.68,6.03,7.42,10.3,3.63,3.55,4.42,3.45,4.64,8.09,8.29,7.53,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00224.html
86,848,"2014-11-17 00:05:45.710539","2014-11-17 00:05:45.710539",1996-07-01,"Digital NH","AlphaServer 1000A 5/300",9.24,9.84,10.8,13.4,5.72,4.49,7.45,4.67,9.95,11.4,22.5,13.7,http://www.spec.org/cpu95/results/res96q3/cpu95-960722-01084.html
87,849,"2014-11-17 00:05:45.729894","2014-11-17 00:05:45.729894",1996-11-01,"Digital NH","AlphaServer 1000A 5/333",10,10.6,10.7,13.9,6.25,4.76,7.69,4.88,11.5,13.7,25.5,15.1,http://www.spec.org/cpu95/results/res96q4/cpu95-961110-01471.html
88,853,"2014-11-17 00:05:45.748197","2014-11-17 00:05:45.748197",1996-11-01,"Digital NH","AlphaServer 1000A 5/400",10.5,11.1,10.7,14.4,6.36,4.82,7.81,5.07,12.7,14.8,28,15.8,http://www.spec.org/cpu95/results/res96q4/cpu95-961110-01472.html
89,858,"2014-11-17 00:05:45.767414","2014-11-17 00:05:45.767414",1997-04-01,"Digital NH","AlphaServer 1000A 5/500",16.8,17.8,19.4,20.1,9.39,13.1,23,6.03,17,19.3,38.9,20.4,http://www.spec.org/cpu95/results/res97q2/cpu95-970331-01725.html
90,859,"2014-11-17 00:05:45.786272","2014-11-17 00:05:45.786272",1997-10-01,"Digital NH","AlphaServer 1200 5/533",20.4,21.9,24.7,27.3,11.8,12.9,19.3,10.6,22,24,40.3,27.5,http://www.spec.org/cpu95/results/res97q4/cpu95-971027-02187.html
91,852,"2014-11-17 00:05:45.810101","2014-11-17 00:05:45.810101",1996-10-01,"Digital NH","AlphaServer 2000 5/375",14.3,15.1,17,16.2,8.19,11.1,19.3,5.17,14.3,18.7,29.4,17.8,http://www.spec.org/cpu95/results/res96q4/cpu95-961014-01347.html
92,845,"2014-11-17 00:05:45.830117","2014-11-17 00:05:45.830117",1995-07-01,"Digital NH","AlphaServer 2100 5/250",8.39,8.39,8.75,11.5,5.15,5.52,6.8,4.28,8.09,12.5,18.1,11.4,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00512.html
93,847,"2014-11-17 00:05:45.848193","2014-11-17 00:05:45.848193",1996-01-01,"Digital NH","AlphaServer 2100 5/300",9.26,9.64,9.55,11.6,5.73,6,7.5,4.55,9.03,14.5,21.4,12.7,http://www.spec.org/cpu95/results/res9512/p049.html
